"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Robust and Efficient Adaptive Beamforming Using Nested Subarray Principles","Z. Zheng; T. Yang; D. Jiang; W. -Q. Wang","School of Information and Communication Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China","IEEE Access","9 Jan 2020","2020","8","","4076","4085","In this paper, we propose an adaptive beamforming algorithm for large uniform linear arrays (ULAs), where only a nested subarray is utilized to calculate the beamforming coefficients for the original ULA. In this algorithm, the steering vectors and powers of the signal-of-interest (SOI) and interferences are firstly estimated using the Capon spatial spectrum and known array structure, and the interference-plus-noise covariance matrix (INCM) is then constructed. Subsequently, an augmented INCM is formed via vectorization and spatial smoothing operations. Finally, the beamformer weight vector is determined by the augmented INCM and the estimated SOI steering vector. Our proposed algorithm exploits the enhanced degrees of freedom of the nested array, and thus can be applied to a large ULA to reduce the implementation complexity. Moreover, it fundamentally eliminates the SOI component. Numerical results demonstrate that the proposed algorithm performs better than the existing approaches.","2169-3536","","10.1109/ACCESS.2019.2963356","National Natural Science Foundation of China(grant numbers:61871086); Sichuan Province Science and Technology Support Program(grant numbers:2019YJ0191); Natural Science Foundation of Guangdong Province(grant numbers:2018A0303130064); Fundamental Research Funds for the Central Universities(grant numbers:2672018ZYGX2018J003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8946556","Adaptive beamforming;nested subarray;spatially smoothed matrix (SSM);augmented INCM (AINCM)","Array signal processing;Covariance matrices;Interference;Adaptive arrays;Sensors;Signal to noise ratio;Direction-of-arrival estimation","adaptive signal processing;array signal processing;covariance matrices;interference (signal);smoothing methods;vectors","nested subarray principles;adaptive beamforming algorithm;uniform linear arrays;ULA;steering vectors;Capon spatial spectrum;interference-plus-noise covariance matrix;augmented INCM;vectorization;spatial smoothing operations;beamformer weight vector;nested array;SOI steering vector estimation","","5","","55","CCBY","31 Dec 2019","","","IEEE","IEEE Journals"
"Exploiting the Persymmetric Property of Covariance Matrices for Knowledge-Aided Space-Time Adaptive Processing","Y. Zhao; S. Wan; S. Lu; J. Sun; P. Lei","School of Electronic and Information Engineering, Beihang University, Beijing, China; School of Information and Safety Engineering, Zhongnan University of Economics and Law, Wuhan, China; Department of Electrical and Computer Engineering, University of Minnesota Twin Cities, Minneapolis, MN, USA; School of Electronic and Information Engineering, Beihang University, Beijing, China; School of Electronic and Information Engineering, Beihang University, Beijing, China","IEEE Access","28 Nov 2018","2018","6","","68001","68012","In space–time adaptive processing (STAP) technique, the estimation of the interference-plus-noise covariance matrix is one of the critical points. Incorporating a priori knowledge into STAP architectures can reduce the effect of the heterogeneous environment and substantially improve the estimation accuracy of the covariance matrix. Besides the prior information, the persymmetric structure in radar systems with symmetric spaced linear array and constant pulse repetition interval can also be exploited to improve the STAP performance. In this paper, we present a new computationally adaptive knowledge-aided STAP method that requires fewer samples by utilizing the persymmetric structure of the covariance matrix. In addition, based on the covariance matrix estimation technology of the newly proposed knowledge-aided STAP method, two knowledge-aided persymmetric adaptive detectors in the nonhomogeneous environment are proposed as well. First, a two-step design procedure-based detector is proposed for the partially homogeneous model, which is called knowledge-aided persymmetric adaptive coherence estimator. Second, we improve the stochastic heterogeneous model and propose a new knowledge-aided persymmetric generalized likelihood ratio test for this model. Finally, simulation results confirm the effectiveness of the proposed methods.","2169-3536","","10.1109/ACCESS.2018.2879726","National Natural Science Foundation of China(grant numbers:61471019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8528391","Space-time adaptive processing;knowledge-aided;persymmetric;general linear combination;convex combination;adaptive signal detection","Covariance matrices;Estimation;Interference;Symmetric matrices;Detectors;Adaptation models;Training","","","","7","","33","OAPA","9 Nov 2018","","","IEEE","IEEE Journals"
"Small Cells Enabled by Crowdsourced Radio Units Mounted on Parked Vehicles for Smart City","Y. Nakayama; T. Nishio; D. Hisano; K. Maruta","Institute of Engineering, Tokyo University of Agriculture and Technology, Tokyo, Japan; Graduate School of Informatics, Kyoto University, Kyoto, Japan; Graduate School of Engineering, Osaka University, Osaka, Japan; NPO neko 9 Laboratories, Tokyo, Japan","IEEE Access","28 Jan 2020","2020","8","","17986","17998","A large number of small cells are densely deployed in the era of 5G and beyond 5G mobile networks to achieve high rate and low latency data transmission. Small cells are composed with fixed ground radio units (RUs) in the conventional networks, and thus the utilization rate of them is drastically deteriorated due to the spatio-temporal patterns of mobile traffic demand. To address this problem, adaptive network architectures have been investigated to reconfigure networks on demand using small cells mounted on moving objects such as vehicles and drones. However, it has been difficult to establish stable communication link to ground nodes in high-speed environments with these schemes. Therefore, this paper proposes a concept of small cells composed with crowdsourced RUs mounted on parked vehicles. They are activated based on the traffic demand in surrounding area by road side units (RSUs) assuming a smart city. The proposed idea is based on the correlation between the distribution of people and the occupancy rate of parking lots. It can efficiently improve user throughput with relatively small number of RUs. The feasibility of the proposed scheme is validated through numerical analysis, computer simulations, and experimental results.","2169-3536","","10.1109/ACCESS.2020.2967747","JST ACT-I(grant numbers:JPMJPR18UL); Mazda Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8963609","Mobile communication;wireless communication;communication system;vehicles","Smart cities;Wireless communication;5G mobile communication;Servers;Correlation;Vehicles;Network architecture","5G mobile communication;cellular radio;smart cities;telecommunication traffic","road side units;smart city;occupancy rate;parking lots;crowdsourced radio units;parked vehicles;5G mobile networks;low latency data transmission;fixed ground radio units;utilization rate;spatio-temporal patterns;mobile traffic demand;adaptive network architectures;reconfigure networks;moving objects;stable communication link;ground nodes;high-speed environments;crowdsourced RUs;numerical analysis;computer simulations","","4","","26","CCBY","20 Jan 2020","","","IEEE","IEEE Journals"
"Smart Cities, Big Data, and Communities: Reasoning From the Viewpoint of Attractors","N. Ianuale; D. Schiavon; E. Capobianco","Quantitas s.r.l., VEGA, Science & Technology Park, PegasoBldg, via dellaLibertà, Italy; Quantitas s.r.l., VEGA, Science & Technology Park, PegasoBldg, via dellaLibertà, Italy; Center for Computational Science, University of Miami, Coral Gables, FL, USA","IEEE Access","26 Feb 2016","2016","4","","41","47","In what sense is a city smart? There are established entities defining this rich area of cross-disciplinary studies, and they refer to social, technical, economic, and political factors that keep evolving, thus offering opportunities for constant refinement of the concept of smart city. The emerging properties are mostly contextual, and affect urban data types and their capacity to form complex information systems. A well-known problem in computational analysis is the integration of lot of generated data. The heterogeneity and diversity of smart city data sources suggest that a system's approach could be ideal to assemble drivers of multiple forces and dynamics, suggesting adaptive solutions too. However, the nature of such systems is quite unpredictable and chaotic, leading to the natural aim of stabilizing them. Studies have proposed methods based on various criteria, say parametric, entropic, anthropic etc. As many factors and variables underlie the system's drivers, attractors derived from dynamical systems are proposed to describe smart city contexts through the various interlinked big data and networks.","2169-3536","","10.1109/ACCESS.2015.2500733","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7331231","Smart Cities;Big Data;Networks;Attractors;Smart cities;big data;networks;attractors","Urban areas;Context modeling;Smart cities;Complexity theory;Media;Big data","Big Data;information systems;smart cities;town and country planning","technical factor;social factor;political factor;economic factor;interlinked big data;smart city contexts;dynamical systems;attractors;smart city data sources;complex information systems;urban data types","","36","","26","OAPA","18 Nov 2015","","","IEEE","IEEE Journals"
"An Adaptive Approach for the Joint Antenna Selection and Beamforming Optimization","G. M. Zilli; C. A. Pitz; E. L. O. Batista; R. Seara; W. -P. Zhu","Department of Electrical and Computer Engineering, Concordia University, Montreal, QC, Canada; LINSE–Circuits and Signal Processing Laboratory, Federal University of Santa Catarina, Florianópolis, Brazil; LINSE–Circuits and Signal Processing Laboratory, Federal University of Santa Catarina, Florianópolis, Brazil; LINSE–Circuits and Signal Processing Laboratory, Federal University of Santa Catarina, Florianópolis, Brazil; Department of Electrical and Computer Engineering, Concordia University, Montreal, QC, Canada","IEEE Access","5 Aug 2019","2019","7","","99017","99030","Adaptive beamforming techniques are widely known for their capability of leveraging the performance of antenna arrays. The effectiveness of such techniques typically increases as the number of antennas grows. In contrast, computational and hardware costs very often limit the deployment of beamforming in large-scale arrays. To circumvent this problem, antenna selection strategies have been developed aiming to maintain much of the performance gain obtained by using a large array while keeping computational and hardware costs at acceptable levels. In this context, the present paper is dedicated to the development of two new adaptive algorithms for solving the problem of joint antenna selection and beamforming for uplink reception in mobile communication systems. Both algorithms are based on an alternating optimization strategy and are designed to operate with a limited number of radio-frequency chains. The main difference between the proposed algorithms is that the first is formulated by considering the minimum mean-square error (MMSE) criterion, while the second is based on the minimum-variance distortionless-response (MVDR) approach. The numerical simulation results confirm the effectiveness of the proposed algorithms.","2169-3536","","10.1109/ACCESS.2019.2930029","Brazilian National Council for Scientific and Technological Development (CNPq); Fonds de Recherche du Québec - Nature et Technologies; Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8766818","Adaptive arrays;antenna selection;beamforming;MMSE criterion;MVDR criterion","Array signal processing;Adaptive arrays;Radio frequency;Optimization;Hardware","antenna arrays;array signal processing;mean square error methods;optimisation","joint antenna selection;beamforming optimization;adaptive beamforming techniques;antenna arrays;computational hardware costs;large-scale arrays;antenna selection strategies;minimum-variance distortionless-response approach","","12","","39","CCBY","19 Jul 2019","","","IEEE","IEEE Journals"
"Coverage Control Algorithm-Based Adaptive Particle Swarm Optimization and Node Sleeping in Wireless Multimedia Sensor Networks","Z. Jiao; L. Zhang; M. Xu; C. Cai; J. Xiong","National Demonstration Center for Experimental Electrical and Electronic Education, Yangtze University, Jingzhou, China; National Demonstration Center for Experimental Electrical and Electronic Education, Yangtze University, Jingzhou, China; Archives, Yangtze University, Jingzhou, China; National Demonstration Center for Experimental Electrical and Electronic Education, Yangtze University, Jingzhou, China; National Demonstration Center for Experimental Electrical and Electronic Education, Yangtze University, Jingzhou, China","IEEE Access","3 Dec 2019","2019","7","","170096","170105","Wireless multimedia sensor networks (WMSNs) are widely used in various fields where coverage control is a critical difficulty because multiple requirements need to be considered such as service quality and energy consumption. In this paper, we focus on the issues existing in coverage model and coverage control method, and propose an adaptive particle swarm optimization algorithm for solving the coverage control problem in the WMSNs. First of all, a 3D coverage model is developed with introducing the perceptual radius of sensors, while the optimal projection area of a single sensor is deduced. Hereafter, an adaptive particle swarm optimization is suggested to optimize the location information of sensors for reducing both perceptual overlapping areas and perceptual blind areas in the monitoring area. At last, a redundant node y is presented to reduce the number of working sensors. Simulation results have show that we can ensure better coverage as well as fewer sensors compared to the state-of-the-art frameworks.","2169-3536","","10.1109/ACCESS.2019.2954356","National Natural Science Foundation of China(grant numbers:61701046,61871218); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8906006","Wireless multimedia sensor networks;particle swarm optimization;coverage control;location optimization;node sleeping","Adaptation models;Particle swarm optimization;Solid modeling;Mathematical model;Robot sensing systems;Optimization","energy consumption;multimedia communication;particle swarm optimisation;quality of service;sensor placement;telecommunication power management;wireless sensor networks","sleeping strategy;location information;perceptual radius;3D coverage model;WMSN;node sleeping;perceptual overlapping areas;optimal projection area;wireless multimedia sensor networks;coverage control algorithm-based adaptive particle swarm optimization","","18","","39","CCBY","19 Nov 2019","","","IEEE","IEEE Journals"
"Knowledge Aided Covariance Matrix Estimation via Gaussian Kernel Function for Airborne SR-STAP","M. Liu; L. Zou; X. Yu; Y. Zhou; X. Wang; B. Tang","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of General Aviation, Chengdu Aeronautic Polytechnic, Chengdu, China","IEEE Access","13 Jan 2020","2020","8","","5970","5978","In practical airborne radar, the interference signals in training snapshots usually lead to inaccurate estimation of the clutter covariance matrix (CCM) in space-time adaptive processing (STAP), which seriously degrade radar performance and even occur target self-nulling phenomenon. To solve this problem, a knowledge-aided sparse recovery (SR) STAP algorithm based on Gaussian kernel function is developed. The proposed method distinguishes clutter components and interference signals in training snapshots by the priori knowledge that the clutter components are distributed along the clutter ridge, which dislodges interference signals from training snapshots by Gaussian kernel similar degree. Thus, the CCM is estimated by utilizing these snapshots. Finally, the proposed STAP weight vector is built, which is convenient for the subsequent signal processing. The experimental results were performed to verify the effectiveness and superiority of the proposed method. The test results also show that the proposed algorithm completely removes the interference signals, accurately estimates CCM, and improves the moving target detection performance in small-sample and non-homogeneous clutter environments.","2169-3536","","10.1109/ACCESS.2020.2963838","National Natural Science Foundation of China(grant numbers:61806046); Key Research and Development Project of Sichuan Science and Technology Program(grant numbers:2019YFG0309); Major Project of Sichuan Provincial Department of Education(grant numbers:18CZ0040); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949537","Space-time adaptive processing;interference signals;clutter covariance matrix;Gaussian kernel similar degree","Clutter;Kernel;Training;Covariance matrices;Signal processing algorithms;Radar","airborne radar;covariance matrices;estimation theory;Gaussian processes;interference suppression;object detection;radar clutter;radar detection;radar interference;radar signal processing;space-time adaptive processing","airborne SR-STAP algorithm;clutter ridge components;knowledge-aided sparse recovery STAP algorithm;target self-nulling phenomenon;radar performance;space-time adaptive processing;clutter covariance matrix estimation;airborne radar;Gaussian kernel function;nonhomogeneous clutter environments;moving target detection performance;subsequent signal processing;STAP weight vector;CCM;interference signals","","13","","24","CCBY","3 Jan 2020","","","IEEE","IEEE Journals"
"Robust STAP With Reduced Mutual Coupling and Enhanced DOF Based on Super Nested Sampling Structure","M. Liu; X. Wang; L. Zou","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Access","12 Dec 2019","2019","7","","175420","175428","In practical airborne radar, mutual coupling between array elements usually leads to space-time steering vector distortion for space-time adaptive processing (STAP), which seriously degrades radar performance. In this paper, a robust STAP algorithm coupling the second order super nested arrays with pulses (2OSNAP) sampling structure is developed. The proposed method applies difference operation to construct virtual space-time snapshots in the virtual domain. To solve the clutter plus noise covariance matrix (CNCM) corresponding to the virtual space-time snapshots, the space-time smoothing method is used in this paper. Furthermore, the proposed method can directly give a set of virtual and robust STAP weight vector, which is convenient for the subsequent signal processing. Extensive numerical experiments were performed to verify the effectiveness and superiority of the proposed method. The test results also show that our proposed method provides more degrees of freedom (DOF), and eliminates the mutual coupling effect between array elements compared to most existing methods.","2169-3536","","10.1109/ACCESS.2019.2957598","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8922593","Clutter suppression;degrees of freedom;mutual coupling;space-time adaptive processing;space-time super nested sampling","Mutual coupling;Sensor arrays;Robustness;Clutter;Direction-of-arrival estimation;Radar","airborne radar;covariance matrices;radar clutter;radar detection;radar signal processing;smoothing methods;space-time adaptive processing;vectors","degrees of freedom;2OSNAP sampling structure;second order super nested arrays with pulses;mutual coupling effect;space-time smoothing method;clutter plus noise covariance matrix;virtual domain;virtual space-time snapshots;pulses sampling structure;nested arrays;robust STAP algorithm;radar performance;space-time adaptive processing;space-time steering vector distortion;array elements;practical airborne radar;enhanced DOF;reduced mutual coupling","","7","","34","CCBY","4 Dec 2019","","","IEEE","IEEE Journals"
"Accurate Ultra-Wideband Array Radar Imaging Using Four-Dimensional Unitary ESPRIT","K. Morimoto; T. Sakamoto; T. Sato","MaRI Company, Ltd., Kyoto, Japan; Graduate School of Engineering, Kyoto University, Kyoto, Japan; Institute for Liberal Arts and Sciences, Kyoto University, Kyoto, Japan","IEEE Access","12 Nov 2019","2019","7","","161363","161374","Adaptive signal processing techniques can estimate the directions of arrival (DOAs), ranges, and radial velocities of radar targets with high resolution when applied in the space, frequency, and time domains, respectively. However, the performance of these techniques is limited when they are applied separately in each domain. Recently, adaptive signal processing algorithms based on high-dimensional signal subspaces have been studied extensively. We apply a four-dimensional unitary estimation of signal parameters via rotational invariant techniques (ESPRIT) algorithm for the simultaneous estimation of the DOAs, ranges, and Doppler velocities of multiple targets in an ultra-wideband radar imaging setting and show the effectiveness of the high-dimensional ESPRIT for the near-field imaging of distributed moving targets. The four-dimensional ESPRIT algorithm is demonstrated to be able to separate targets moving in close proximity, whereas the two- and three-dimensional ESPRIT algorithms fail to separate these targets accurately because of their limited resolutions. The application of the high-dimensional ESPRIT to near-field radar imaging covers a wide range of applications that require the measurement of multiple moving targets in close proximity. An example of such an application is radar-based human monitoring. Therefore, the superior resolution of the high-dimensional ESPRIT has the potential to improve the performance of various real-world security and healthcare systems.","2169-3536","","10.1109/ACCESS.2019.2951537","Japan Society for the Promotion of Science(grant numbers:15K18077,15KK0243,19H02155); Precursory Research for Embryonic Science and Technology(grant numbers:JPMJPR1873); Center of Innovation Program(grant numbers:JPMJCE1307); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8890858","Adaptive signal processing;direction-of-arrival;multidimensional signal processing;radar imaging;ultra wideband radar","Radar imaging;Signal processing algorithms;Imaging;Direction-of-arrival estimation;Frequency-domain analysis;Signal resolution;Doppler effect","array signal processing;parameter estimation;radar imaging;ultra wideband radar","DOA estimation;high-dimensional signal subspaces;four-dimensional unitary estimation;signal parameters;rotational invariant techniques algorithm;near-field imaging;distributed moving targets;three-dimensional ESPRIT algorithms;multiple moving targets;radar-based human monitoring;ultrawideband array radar imaging setting;near-field radar targets;four-dimensional unitary ESPRIT algorithm;directions of arrival estimation;high-dimensional ESPRIT algorithm;time domain analysis;space domain analysis;frequency domain analysis;estimation of signal parameters via rotational invariant techniques;healthcare systems;adaptive signal processing techniques","","2","","36","CCBY","4 Nov 2019","","","IEEE","IEEE Journals"
"A Spatial Filtering Based Gridless DOA Estimation Method for Coherent Sources","X. Wu; W. -P. Zhu; J. Yan; Z. Zhang","Key Lab of Broadband Wireless Communication and Sensor Network Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Communication and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; Key Lab of Broadband Wireless Communication and Sensor Network Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; Key Lab of Broadband Wireless Communication and Sensor Network Technology, Nanjing University of Posts and Telecommunications, Nanjing, China","IEEE Access","21 Oct 2018","2018","6","","56402","56410","In this paper, we investigate a covariance matrix reconstruction approach (CMRA) for direction-of-arrival (DOA) estimation in correlated/coherent sources scenario. We incorporate a spatial filtering (SF) model into our recently developed method CMRA in order to enhance its adaptation ability. In particular, a sliding window scheme is proposed to estimate the number of sources, and an iterative procedure is provided to estimate the DOAs of the signals. Since the original CMRA provides inaccurate estimate of the noise power which is undesirable during iterations, a new update rule for the noise power is proposed. Moreover, we derive a fast implementation of the SF-CMRA to accelerate the DOA estimation in each iteration. The proposed methods are suitable for both uniform and sparse linear arrays and are able to provide accurate estimates of DOAs, signal powers, and noise power. We also show that the proposed algorithmic framework can be easily extended to other gridless DOA estimation methods for accuracy improvement. Simulation results are provided to illustrate the superiority of our proposed methods.","2169-3536","","10.1109/ACCESS.2018.2872578","National Natural Science Foundation of China(grant numbers:61801245,61871235,61471205,61771256); NSF of Jiangsu Province(grant numbers:BK20180748); NSF of Jiangsu Higher Education Institutions(grant numbers:18KJB510032); NUPTSF(grant numbers:NY218101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8476564","DOA estimation;gridless methods;Toeplitz structure;coherent sources","Direction-of-arrival estimation;Estimation;Mathematical model;Covariance matrices;Adaptation models;Filtering;Indexes","array signal processing;covariance matrices;direction-of-arrival estimation;iterative methods;signal reconstruction;spatial filters","covariance matrix reconstruction approach;direction-of-arrival estimation;noise power;SF-CMRA;signal powers;correlated-coherent sources scenario;spatial filtering based gridless DOA estimation method;sliding window scheme;iterative procedure;sparse linear arrays;algorithmic framework","","8","","39","OAPA","28 Sep 2018","","","IEEE","IEEE Journals"
"Cognitive Anti-Deception-Jamming for Airborne Array Radar via Phase-Only Pattern Notching With Nested ADMM","C. Wen; Y. Huang; J. Wu; J. Peng; Y. Zhou; J. Liu","School of Information Science and Technology, Northwest University, Xi'an, China; School of Information Science and Engineering, Southeast University, Nanjing, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; School of Information Science and Technology, Northwest University, Xi'an, China; School of Information Science and Technology, Northwest University, Xi'an, China; CAST Xi'an Institute of Space Radio Technology, Xi'an, China","IEEE Access","30 Oct 2019","2019","7","","153660","153674","Deceptive jamming may not only induce a large amount of false alarms and deteriorate the target detection performance, but also lead to degraded space-time adaptive processing (STAP) performance in an airborne radar. To tackle these issues, this paper proposes a cognitive transmitting scheme to counter the deceptive jamming for airborne array radar. The proposed approach is composed of two steps. The first step is the deceptive jamming perception. A specially designed high pulse repetition frequency (PRF) waveform is transmitted, and then the deceptive jamming is identified according to the angle clustering feature of the false targets. In the second step, the phase-only transmit pattern with notches at the jammers' directions is designed. The encountered pattern synthesis problem is nonconvex due to the fixed excitations constraint. To solve this problem, a nested alternating direction method of multipliers (N-ADMM) is proposed. With the developed approach, the radiated power at the jammers' directions is attenuated significantly. Therefore, the probing signal possesses the characteristic of low probability of intercept (LPI). Numerical examples are given to demonstrate the effectiveness of the proposed approach.","2169-3536","","10.1109/ACCESS.2019.2948507","National Natural Science Foundation of China(grant numbers:61801383,61901371,61901112); China Postdoctoral Science Foundation(grant numbers:2018M641009); Natural Science Basic Research Program of Shaanxi(grant numbers:2019JQ-460); Scientific Research Plan of Education Department of Shaanxi Provincial Government(grant numbers:18JK0768); Natural Science Foundation of Jiangsu Province(grant numbers:BK20190330); Aeronautical Science Foundation of China(grant numbers:20182098002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8878189","Airborne radar;deceptive jamming;pattern synthesis;electronic counter-countermeasures (ECCM);space-time adaptive processing (STAP);ADMM","Jamming;Clutter;Airborne radar;Antenna arrays;Electronic countermeasures;Radar antennas","airborne radar;cognitive radar;jamming;probability;radar transmitters","airborne array radar;phase-only pattern notching;nested ADMM;target detection performance;space-time adaptive processing performance;cognitive transmitting scheme;deceptive jamming perception;phase-only transmit pattern;pattern synthesis problem;cognitive antideception-jamming;STAP;PRF waveform transmission;high pulse repetition frequency waveform transmission;nested alternating direction method of multipliers;low probability of intercept;LPI","","3","","36","CCBY","21 Oct 2019","","","IEEE","IEEE Journals"
"BEST-MAC: Bitmap-Assisted Efficient and Scalable TDMA-Based WSN MAC Protocol for Smart Cities","A. N. Alvi; S. H. Bouk; S. H. Ahmed; M. A. Yaqub; M. Sarkar; H. Song","Department of Electrical Engineering, COMSATS Institute of Information Technology, Islamabad, Pakistan; School of Computer Science and Engineering, Kyungpook National University, Daegu, Korea; School of Computer Science and Engineering, Kyungpook National University, Daegu, Korea; School of Computer Science and Engineering, Kyungpook National University, Daegu, Korea; Electrical and Computer Engineering Department, San Diego State University, San Diego, CA, USA; Department of Electrical and Computer Engineering, West Virginia University, Montgomery, WV, USA","IEEE Access","20 May 2017","2016","4","","312","322","Smart cities have been envisioned during the last decade. Moreover, various projects have been initiated to bring this concept into reality. Smart city is basically an emergence of the existing and new Information and Communications Technologies (ICT) to make our living standard more safe and digitized. Wireless communications, such as sensors, actuators, intelligent transportation systems, and smart grids, have played a vital role in the dissemination of information under the given circumstances. Similarly, it is hard to declare any city as a smart city without taking benefits from wireless sensor networks (WSNs). However, with new requirements and delay sensitive applications, the existing WSN requires significant alterations at several layers. In this paper, a new time division multiple access (TDMA)-based medium access control (MAC) protocol, called bitmap-assisted efficient and scalable TDMA-based MAC (BEST-MAC), is proposed for adaptive traffic in hierarchical WSNs that can be deployed in the smart cities. BEST-MAC is specifically designed to improve the quality control of such smart cities applications, where diverse traffic is required and loss or delay in data traffic is unacceptable. The main contributions of BEST-MAC include: 1) it uses small size time slots; 2) the number of those time slots is more than the number of member nodes; 3) knapsack algorithm is used to schedule time slots; and 4) short node address (1 B) is proposed to identify the member nodes. First two contributions of BEST-MAC handle adaptive traffic loads of all members in an efficient manner. The knapsack algorithm not only reduces the job completion time of a node but also minimizes the average packet delay with better link utilization. The short node address reduces the control overhead that improves the energy efficiency. The simulation results verify that the proposed BEST-MAC transmits more data with less delay and energy consumption compared with the existing MAC protocols.","2169-3536","","10.1109/ACCESS.2016.2515096","President’s Leadership Fund Award at San Diego State University, San Diego, CA, USA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7373553","Smart Cities;Wireless Sensor Networks;MAC;TDMA;Contention Free;Smart cities;wireless sensor networks;MAC;TDMA;contention free","Media Access Protocol;Time division multiple access;Wireless sensor networks;Delays;Wireless communication;Smart cities;Wireless sensor networks","energy consumption;knapsack problems;quality control;smart cities;telecommunication power management;telecommunication scheduling;telecommunication traffic;time division multiple access;wireless sensor networks","energy consumption;control overhead reducetion;average packet delay minimization;member node identification;short node address;knapsack algorithm;small size time slot scheduling;data traffic;quality control improvement;adaptive traffic load;medium access control protocol;time division multiple access;delay sensitive applications;wireless sensor network;wireless communication;ICT;Information and Communication Technologies;smart cities;bitmap-assisted efficient and scalable TDMA-based WSN MAC protocol;BEST-MAC","","64","","18","OAPA","6 Jan 2016","","","IEEE","IEEE Journals"
