Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Distributed Cloud Intelligence: Implementing an ETSI MANO-Compliant Predictive Cloud Bursting Solution Using Openstack and Kubernetes","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-63058-4_8","Francescomaria FaticantiJason ZormpasSergey DrozdovKewin RauschOrlando Avila GarcíaFragkiskos SardisSilvio CrettiMohsen AmiribesheliDomenico Siracusa","2020","http://link.springer.com/chapter/10.1007/978-3-030-63058-4_8","Chapter"
"Service-Oriented Technology Architecture for Value-Based and Personalized Medicine","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-030-65726-0_18","Igor V. IlinVadim V. KorablevAnastasia I. Levina","2020","http://link.springer.com/chapter/10.1007/978-3-030-65726-0_18","Chapter"
"Security and Privacy Management in a Fog-to-Cloud Environment","Euro-Par 2019: Parallel Processing Workshops","","","","10.1007/978-3-030-48340-1_8","Antonio SalisJens JensenRoberto BullaGlauco ManciniPaolo Cocco","2020","http://link.springer.com/chapter/10.1007/978-3-030-48340-1_8","Chapter"
"A Blockchain Based Solution for Securing Data of IoT Devices","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_10","Jaspreet KaurVinayak SinglaSumit Kalra","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_10","Chapter"
"Deep Learning for IoT Traffic Prediction Based on Edge Computing","Distributed Computer and Communication Networks: Control, Computation, Communications","","","","10.1007/978-3-030-66242-4_2","Ali R. AbdellahVolkov ArtemAmmar MuthannaDenis GallyamovAndrey Koucheryavy","2020","http://link.springer.com/chapter/10.1007/978-3-030-66242-4_2","Chapter"
"Microservices Management on Cloud/Edge Environments","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_8","André CarruscaMaria Cecília GomesJoão Leitão","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_8","Chapter"
"Delivering Scalable Deep Learning to Research with Bridges-AI","High Performance Computing","","","","10.1007/978-3-030-41005-6_14","Paola A. BuitragoNicholas A. NystromRajarsi GuptaJoel Saltz","2020","http://link.springer.com/chapter/10.1007/978-3-030-41005-6_14","Chapter"
"P3 Block: Privacy Preserved, Trusted Smart Parking Allotment for Future Vehicles of Tomorrow","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58817-5_56","Amit Kumar TyagiShabnam KumariTerrance Frederick FernandezC. Aravindan","2020","http://link.springer.com/chapter/10.1007/978-3-030-58817-5_56","Chapter"
"Blockchain Secured “Smart Buildings” as Cyber Physical Systems","Data Science and Analytics","","","","10.1007/978-981-15-5830-6_4","Anupam TiwariUsha Batra","2020","http://link.springer.com/chapter/10.1007/978-981-15-5830-6_4","Chapter"
"Reverse Power Flow Detection Using Optimally Placed μPMUs in a Distribution System","Sustainable Energy for Smart Cities","","","","10.1007/978-3-030-45694-8_8","Philip Joshua P. ElojaNiko Avel F. JordaMichael Angelo A. Pedrasa","2020","http://link.springer.com/chapter/10.1007/978-3-030-45694-8_8","Chapter"
"RelIoT: Reliability Simulator for IoT Networks","Internet of Things - ICIOT 2020","","","","10.1007/978-3-030-59615-6_5","Kazim ErgunXiaofan YuNitish NageshLudmila CherkasovaPietro MercatiRaid AyoubTajana Rosing","2020","http://link.springer.com/chapter/10.1007/978-3-030-59615-6_5","Chapter"
"Towards Model-Driven Digital Twin Engineering: Current Opportunities and Future Challenges","Systems Modelling and Management","","","","10.1007/978-3-030-58167-1_4","Francis BordeleauBenoit CombemaleRomina EramoMark van den BrandManuel Wimmer","2020","http://link.springer.com/chapter/10.1007/978-3-030-58167-1_4","Chapter"
"White Paper on Industry Experiences in Critical Information Infrastructure Security: A Special Session at CRITIS 2019","Critical Information Infrastructures Security","","","","10.1007/978-3-030-37670-3_18","Giacomo AssenzaValerio CozzaniFrancesco FlamminiNadezhda GotchevaTommy GustafssonAnders HanssonJouko HeikkilaMatteo IaianiSokratis KatsikasMinna NissiläGabriele OlivaEleni RichterMaaike RoelofsMehdi Saman AzariRoberto SetolaWouter Stejin","2020","http://link.springer.com/chapter/10.1007/978-3-030-37670-3_18","Chapter"
"TorqueDB: Distributed Querying of Time-Series Data from Edge-local Storage","Euro-Par 2020: Parallel Processing","","","","10.1007/978-3-030-57675-2_18","Dhruv GargPrathik ShirolkarAnshu ShuklaYogesh Simmhan","2020","http://link.springer.com/chapter/10.1007/978-3-030-57675-2_18","Chapter"
"A Deep Reinforcement Learning Based Intrusion Detection System (DRL-IDS) for Securing Wireless Sensor Networks and Internet of Things","Wireless Internet","","","","10.1007/978-3-030-52988-8_7","Hafsa BenaddiKhalil IbrahimiAbderrahim BenslimaneJunaid Qadir","2020","http://link.springer.com/chapter/10.1007/978-3-030-52988-8_7","Chapter"
"Logging and Monitoring System for Streaming Data","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-60816-3_21","Nguyen Ngoc ChungPhan Duy Hung","2020","http://link.springer.com/chapter/10.1007/978-3-030-60816-3_21","Chapter"
"Energy-Aware Algorithm for LoRa Technology: Prototype Implementation","Internet of Things, Smart Spaces, and Next Generation Networks and Systems","","","","10.1007/978-3-030-65726-0_2","Abdukodir KhakimovMohammed Saleh Ali MuthannaPolovov MikhailIbodulaev IbodullokhodzhaAmmar MuthannaKonstantin Samouylov","2020","http://link.springer.com/chapter/10.1007/978-3-030-65726-0_2","Chapter"
"Guess What I’m Doing!","Leveraging Applications of Formal Methods, Verification and Validation: Applications","","","","10.1007/978-3-030-61467-6_17","Martin FränzlePaul Kröger","2020","http://link.springer.com/chapter/10.1007/978-3-030-61467-6_17","Chapter"
"Anomaly Detection with Machine Learning Technique to Support Smart Logistics","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24289-3_34","Nittaya KerdprasopKacha ChansilpKittisak KerdprasopParadee Chuaybamroong","2019","http://link.springer.com/chapter/10.1007/978-3-030-24289-3_34","Chapter"
"Intelligent Traffic Management System for Smart Cities","Futuristic Trends in Network and Communication Technologies","","","","10.1007/978-981-13-3804-5_12","Abhirup KhannaRohit GoyalManju VermaDeepika Joshi","2019","http://link.springer.com/chapter/10.1007/978-981-13-3804-5_12","Chapter"
"Multilayer Perceptron and Particle Swarm Optimization Applied to Traffic Flow Prediction on Smart Cities","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24305-0_4","Lucas Rodrigues FrankYan Mendes FerreiraEduardo Pagani JulioFrancisco Henrique C. FerreiraBruno José DembogurskiEdelberto Franco Silva","2019","http://link.springer.com/chapter/10.1007/978-3-030-24305-0_4","Chapter"
"The Concept of the Deviant Behavior Detection System via Surveillance Cameras","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24311-1_12","Nikolay TeslyaIgor RyabchikovEvgeniy Lipkin","2019","http://link.springer.com/chapter/10.1007/978-3-030-24311-1_12","Chapter"
"Towards Distributed Learning in Internet of Things. Air Quality Monitoring Use Case","New Trends in Model and Data Engineering","","","","10.1007/978-3-030-32213-7_12","Lazrak NoussairJesualdo Tomás Fernández BreisJihad ZahirHajar Mousannif","2019","http://link.springer.com/chapter/10.1007/978-3-030-32213-7_12","Chapter"
"Open Source Based Industrial IoT Platforms for Smart Factory: Concept, Comparison and Challenges","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24311-1_8","Myungsoo KimJaehyeong LeeJongpil Jeong","2019","http://link.springer.com/chapter/10.1007/978-3-030-24311-1_8","Chapter"
"Combining Artificial Intelligence Services for the Recognition of Flora Photographs: Uses in Augmented Reality and Tourism","Computer Science – CACIC 2018","","","","10.1007/978-3-030-20787-8_26","Guillermo FeierherdFederico GonzálezLeonel VieraRosina SolerLucas RomanoLisandro DelíaBeatriz Depetris","2019","http://link.springer.com/chapter/10.1007/978-3-030-20787-8_26","Chapter"
"Cloud Security Solution Based on Software Defined Network","Cyberspace Safety and Security","","","","10.1007/978-3-030-37337-5_46","Shengli ZhaoZhaochan LiNing Cao","2019","http://link.springer.com/chapter/10.1007/978-3-030-37337-5_46","Chapter"
"Applying a Multilayer Perceptron for Traffic Flow Prediction to Empower a Smart Ecosystem","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24289-3_47","Yan Mendes FerreiraLucas Rodrigues FrankEduardo Pagani JulioFrancisco Henrique C. FerreiraBruno José DembogurskiEdelberto Franco Silva","2019","http://link.springer.com/chapter/10.1007/978-3-030-24289-3_47","Chapter"
"Big Data and Policy Making: Between Real Time Management and the Experimental Dimension of Policies","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24296-1_17","Grazia ConcilioPaola PucciGiovanni VecchioGiovanni Lanza","2019","http://link.springer.com/chapter/10.1007/978-3-030-24296-1_17","Chapter"
"Unsupervised Anomaly Thresholding from Reconstruction Errors","Internet and Distributed Computing Systems","","","","10.1007/978-3-030-34914-1_12","Maryleen U. NdubuakuAshiq AnjumAntonio Liotta","2019","http://link.springer.com/chapter/10.1007/978-3-030-34914-1_12","Chapter"
"Agent-Based Approach for Decentralized Data Analysis in Industrial Cyber-Physical Systems","Industrial Applications of Holonic and Multi-Agent Systems","","","","10.1007/978-3-030-27878-6_11","Jonas QueirozPaulo LeitãoJosé BarbosaEugénio Oliveira","2019","http://link.springer.com/chapter/10.1007/978-3-030-27878-6_11","Chapter"
"User Requirements for the Design of Smart Homes: Dimensions and Goals","Ambient Intelligence","","","","10.1007/978-3-030-34255-5_4","Michaela R. ReisingerSebastian ProstJohann SchrammelPeter Fröhlich","2019","http://link.springer.com/chapter/10.1007/978-3-030-34255-5_4","Chapter"
"Geo-Time Broker: A Web Agent of Dynamic Flows of Geo-Temporal Activity for Smart Cities","Current Trends in Web Engineering","","","","10.1007/978-3-030-03056-8_16","Álvaro E. PrietoJuan Carlos PreciadoJosé María ConejeroÁlvaro Rubio-Largo","2018","http://link.springer.com/chapter/10.1007/978-3-030-03056-8_16","Chapter"
"FPGA Hardware Implementation of Smart Home Autonomous System Based on Deep Learning","Internet of Things – ICIOT 2018","","","","10.1007/978-3-319-94370-1_9","Basman M. Hasan AlhafidhAmar I. DaoodMohammed M. AlawadWilliam Allen","2018","http://link.springer.com/chapter/10.1007/978-3-319-94370-1_9","Chapter"
"Smart Healthcare Based on Internet of Things","Applications of Computing and Communication Technologies","","","","10.1007/978-981-13-2035-4_26","Dhruv RohatgiSiddharth SrivastavaSimran ChoudharyAanchal KhatriVaishali Kalra","2018","http://link.springer.com/chapter/10.1007/978-981-13-2035-4_26","Chapter"
"Building an Ecosystem for the Tyrolean Tourism Knowledge Graph","Current Trends in Web Engineering","","","","10.1007/978-3-030-03056-8_25","Elias KärleUmutcan ŞimşekOleksandra PanasiukDieter Fensel","2018","http://link.springer.com/chapter/10.1007/978-3-030-03056-8_25","Chapter"
"Towards a Runtime Verification Approach for Internet of Things Systems","Current Trends in Web Engineering","","","","10.1007/978-3-030-03056-8_8","Maurizio LeottaDavide AnconaLuca FranceschiniDario OlianasMarina RibaudoFilippo Ricca","2018","http://link.springer.com/chapter/10.1007/978-3-030-03056-8_8","Chapter"
"Privacy Risk Assessment: From Art to Science, by Metrics","Data Privacy Management, Cryptocurrencies and Blockchain Technology","","","","10.1007/978-3-030-00305-0_17","Isabel WagnerEerke Boiten","2018","http://link.springer.com/chapter/10.1007/978-3-030-00305-0_17","Chapter"
"Age Estimation from MR Images via 3D Convolutional Neural Network and Densely Connect","Neural Information Processing","","","","10.1007/978-3-030-04239-4_37","Qi QiBaolin DuMingyong ZhuangYue HuangXinghao Ding","2018","http://link.springer.com/chapter/10.1007/978-3-030-04239-4_37","Chapter"
"Balancing Speedup and Accuracy in Smart City Parallel Applications","Euro-Par 2016: Parallel Processing Workshops","","","","10.1007/978-3-319-58943-5_18","Carlo MastroianniEugenio CesarioAndrea Giordano","2017","http://link.springer.com/chapter/10.1007/978-3-319-58943-5_18","Chapter"
"On the Design of Digitized Industrial Products as Key Resources of Service Platforms for Industrial Service Innovation","Designing the Digital Transformation","","","","10.1007/978-3-319-59144-5_22","Matthias M. Herterich","2017","http://link.springer.com/chapter/10.1007/978-3-319-59144-5_22","Chapter"
"Enabling Semantics within Industry 4.0","Industrial Applications of Holonic and Multi-Agent Systems","","","","10.1007/978-3-319-64635-0_4","Václav JirkovskýMarek Obitko","2017","http://link.springer.com/chapter/10.1007/978-3-319-64635-0_4","Chapter"
"Towards a Framework for Adaptive Resource Provisioning in Large-Scale Distributed Agent-Based Simulation","Euro-Par 2014: Parallel Processing Workshops","","","","10.1007/978-3-319-14325-5_37","Masatoshi HanaiToyotaro SuzumuraAnthony VentresqueKazuyuki Shudo","2014","http://link.springer.com/chapter/10.1007/978-3-319-14325-5_37","Chapter"
