"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IoT in Smart Cities: Exploring Information Theoretic and Deep Learning Models to Improve Parking Solutions","P. K. Sharma; A. Raglin","Army Research Laboratory, Adelphi, MD, USA; Army Research Laboratory, Adelphi, MD, USA","2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","9 Apr 2020","2019","","","1860","1865","The smart city is an emerging concept which appears to be a promising approach not only in urban environment to accommodate the growing needs and to improve the quality of life, but also in military environment for installing and integrating network-connected sensors into the everyday operations. This demands the use of information technologies, digitization, and urban traffic planning for better mobility. Internet of Things (IoT) devices (wireless sensors, actuators, meters, etc.) come in handy to collect and analyze data. Because military bases share many of the same characteristics as small cities, this work in progress sets out to develop a machine learning model to predict the parking availability in IoT environment for smart cities. As IoT offers data nuances challenges, present work explores a recently introduced information theoretic technique, Chisini Jensen Shannon Divergence (CJSD), known for their utility to tease apart data classes with discernible differences. We found that while clustering methods were unable to detect visually identifiable clusters, family of CJSDs was able to capture underlying data regularity and give statistically significant improvement over deep learning model. This is the first application of information theoretic models in IoT environment in the research literature.","","978-1-7281-4034-6","10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060376","Machine Learning;Deep Learning;Information Theory;Jensen Shannon Divergence;Chisini Jensen Shannon Divergence;CJSD;Clustering;SVM;Classification;Entropy;IoT;Smart Parking;Smart City;Smart Base","Kernel;Smart cities;Data models;Machine learning;Automobiles;Intelligent sensors","data analysis;Internet of Things;learning (artificial intelligence);pattern clustering;smart cities;traffic engineering computing;wireless sensor networks","smart city;parking solutions;urban environment;network-connected sensors;urban traffic planning;Internet of Things devices;military bases;machine learning model;parking availability;IoT environment;data classes;data regularity;deep learning model;information theoretic models;Chisini Jensen Shannon divergence;CJSD;clustering methods;visually identifiable cluster detection;data analysis","","1","","31","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Virtual Light Sensors in Industrial Environment Based on Machine Learning Algorithms","M. Drakoulelis; G. Filios; V. Georgopoulos Ninos; I. Katsidimas; S. Nikoletseas","Department of Computer Engineering and Informatics, University of Patras, Greece; Department of Computer Engineering and Informatics, University of Patras, Computer Technology Institute and Press “Diophantus”, Greece; Athenian Brewery S.A. Patras Plant, Greece; Department of Computer Engineering and Informatics, University of Patras, Computer Technology Institute and Press “Diophantus”, Greece; Department of Computer Engineering and Informatics, University of Patras, Computer Technology Institute and Press “Diophantus”, Greece","2019 15th International Conference on Distributed Computing in Sensor Systems (DCOSS)","19 Aug 2019","2019","","","709","716","Internet of Things (IoT) has become the backbone of current and future emerging applications both in the public and the private, industrial sector. The IoT paradigm, enhanced with intelligence and big data analytics, has found applications in a wide range of solutions such as smart home, smart city, industrial IoT etc. Even though IoT implies that cheap motes can conduct a specific task, thus a large number of them can be deployed, we aim to minimize the installed hardware while we still have a high level of quality of service. Machine Learning algorithms can support this challenge by generating virtual data via utilization of real data from a smaller subset of sensors. The generated data can replicate sensor behavior which would otherwise be difficult or impossible to track. It is also possible to use simulation models for data analysis model validation, by generating new data under varying conditions. In this paper, we propose a concept of an IoT testbed which allows virtual IoT resources to be immersed and tested in real life conditions, which are met in everyday life. Additionally, the features of the implemented testbed prototype are discussed while taking into account specific use cases, regarding luminosity scenarios in industrial environments.","2325-2944","978-1-7281-0570-3","10.1109/DCOSS.2019.00126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8804746","virtual sensor, light sensor, machine learning","Sensors;Machine learning algorithms;Data models;Correlation;Buildings;Machine learning;Informatics","Big Data;data analysis;Internet of Things;learning (artificial intelligence);virtualisation","virtual light sensors;industrial environment;private sector;industrial sector;big data analytics;smart home;smart city;virtual data;data analysis model validation;virtual IoT resources;machine learning algorithms","","2","","13","IEEE","19 Aug 2019","","","IEEE","IEEE Conferences"
"A Machine Learning Approach for Intrusion Detection in Smart Cities","A. Elsaeidy; K. S. Munasinghe; D. Sharma; A. Jamalipour","Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia","2019 IEEE 90th Vehicular Technology Conference (VTC2019-Fall)","7 Nov 2019","2019","","","1","5","Over the recent years smart cities have been emerged as promising paradigm for a transition toward providing effective and real time smart services. Despite the great potential it brings to citizens' life, security and privacy issues still need to be addressed. Due to technology advances, large amount of data is produced, where machine learning methods are applied to learn meaningful patterns. In this paper a machine learning-based framework is proposed for detecting distributed Denial of Service (DDoS) attacks in smart cities. The proposed framework applies restricted Boltzmann machines to learn high-level features from raw data and on top of these learned features, a feed forward neural network model is trained for attack detection. The performance of the proposed framework is verified using a smart city dataset collected from a smart water plant. The results show the effectiveness of the proposed framework in detecting DDoS attacks.","2577-2465","978-1-7281-1220-6","10.1109/VTCFall.2019.8891281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8891281","","Computer crime;Smart cities;Intrusion detection;Clustering algorithms;Deep learning","Boltzmann machines;computer network security;data privacy;feedforward neural nets;learning (artificial intelligence);smart cities;water supply","smart water plant;machine learning approach;intrusion detection;smart services;distributed denial of service attacks;restricted Boltzmann machines;high-level feature learning;feed forward neural network model;attack detection;smart city dataset","","5","","15","IEEE","7 Nov 2019","","","IEEE","IEEE Conferences"
"Artificial Intelligence in Smart City Analysis","P. J. Navarathna; V. P. Malagi","AI Innovation Lab, Dayananda Sagar College of Engineering, Bangalore, India; AI Innovation Lab, Dayananda Sagar College of Engineering, Bangalore, India","2018 International Conference on Smart Systems and Inventive Technology (ICSSIT)","1 Jul 2019","2018","","","44","47","Artificial intelligence is expected to significantly support sustainable development of future smart cities. The various growing fields of AI have contributed in transforming conventional cities into highly equipped smart cities. The idea of providing better living standards by incorporating technology into day-to-day activities of people is the sole purpose of the emergence of smart cities. This paper highlights some major technologies and solutions to various problems faced by the citizens due to lack of digitization. It features issues relating to infrastructure of the city, public safety, security and provides optimal solutions for the same. It emphasizes not only on AI, but also on the application of Internet of Things (IoT), deep learning, machine learning, pattern recognition, Big Data Analytics and Cloud Infrastructures in developing a fully functional smart city.","","978-1-5386-5873-4","10.1109/ICSSIT.2018.8748476","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8748476","Artificial intelligence;machine learning;cloud;big data analytics;pattern recognition;deep learning;sensors;IoT","Smart cities;Real-time systems;Deep learning;Intelligent sensors","artificial intelligence;smart cities;sustainable development;town and country planning","AI;fully functional smart city;artificial intelligence;sustainable development;growing fields;conventional cities;smart cities","","11","","10","IEEE","1 Jul 2019","","","IEEE","IEEE Conferences"
"Patent Protection for Artificial Intelligence in Europe","L. Wang; S. Hu","Shanghai University of Political Science and Law, Shanghai, China; Shanghai University of Political Science and Law, Shanghai, China","2020 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)","8 Jun 2020","2020","","","591","594","In order to increase the possibility of patent entitled of artificial intelligence related inventions at the European Patent Office, applications should focus on what technical problems the invention are solving or identify the specific technical improvements. From the perspective of patent analysis, European artificial intelligence technology is leading the world and in this field, the European Patent Office is one of the most important intellectual property offices, and its legislation and practice of patent eligibility examination for artificial intelligence related Inventions have an important impact on the world. the European Patent Office takes the position in the Guidelines that artificial intelligence and machine learning technologies are based on mathematical methods and are therefore generally excluded from patent eligibility unless linked to a technical application. The updated Guidelines did not make substantial changes to the ""technical "" requirements of the patent eligible subject, but only further clarified and refined it.","","978-1-7281-6698-8","10.1109/ICITBS49701.2020.00130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110088","Artificial Intelligence;Computer Program;Machine Learning;Patent Eligibility","Technical requirements;Patents;Technological innovation;Smart cities;Europe;Legislation;Machine learning","data protection;learning (artificial intelligence);legislation;mathematical analysis;patents","European artificial intelligence technology;European Patent Office;intellectual property offices;patent eligibility examination;artificial intelligence related inventions;patent eligible subject;Patent protection;patent analysis;Europe;machine learning technologies;mathematical methods","","","","20","IEEE","8 Jun 2020","","","IEEE","IEEE Conferences"
"Keynote: Building Smart Cities with Knowledge Graphs","A. Fensel","Semantic Technology Institute (STI) Innsbruck, University of Innsbruck, Innsbruck, Austria","2019 International Conference on Computer, Control, Informatics and its Applications (IC3INA)","6 Jan 2020","2019","","","1","1","Smart city systems are increasingly built with data analytics and machine learning techniques, basing on massive data sets. They have a heavy impact on human behavior and quality of life, and thus need to deliver a controllable and sufficiently transparent experience for the users.The aim of my work is to make smart city systems more interoperable and explainable, involving data visualization and communication techniques, sensor data processing, as well as the associated intelligent data value chain production and consumption. Here, the data and the information are shared employing Knowledge Graphs, that are becoming a key enabler for large-scale processing of massive collections of interrelated facts. Examples include the Google Knowledge Graph with dozens of billion facts, dataCommons, DBPedia, YAGO, and Knowledge Vault, a very large scale probabilistic knowledge graph created with information extraction methods for unstructured or semi-structured information. Specifically, Knowledge Graphs provide the means of development of the newest methods for data management, data fusion, data merging, and graph and network optimization and modeling, serving as a source of high quality data and a base for information integration.In particular, Knowledge Graphs help to infer new relationships out of existing facts, giving context and meaning to the content, and can be used in applications. For example, the data generated by a computer vision system could be semantically represented and shared across numerous systems, taking into account the needs and requirements of these systems, as well as the context, provenance, licensing and consent aspects of the generated data. I demonstrate Knowledge Graphs-based methods in advanced smart city applications from the domains such as automation and construction of buildings, energy efficiency, tourism, transport.","","978-1-7281-5540-1","10.1109/IC3INA48034.2019.8949613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949613","","Smart cities;Semantic technology;Computer science;Google;Europe;Informatics","buildings (structures);data analysis;data mining;data visualisation;graph theory;inference mechanisms;knowledge based systems;learning (artificial intelligence);probability;sensor fusion;smart cities;town and country planning","smart city systems;data analytics;machine learning techniques;data visualization;communication techniques;sensor data processing;Google knowledge graph;Knowledge Vault;information extraction methods;data management;data fusion;network optimization;graph optimization;computer vision system;advanced smart city applications;knowledge graphs-based methods;probabilistic knowledge graph;intelligent data value chain production;building automation;DBPedia;dataCommons;YAGO","","3","","0","IEEE","6 Jan 2020","","","IEEE","IEEE Conferences"
"Citizen security using machine learning algorithms through open data","G. B. Rocca; M. Castillo-Cara; R. A. Levano; J. V. Herrera; L. Orozco-Barbosa","Computer Science School-Sciences Faculty, Universidad Nacional de Ingeniería, Perú; Computer Science School-Sciences Faculty, Universidad Nacional de Ingeniería, Perú; Computer Science School-Sciences Faculty, Universidad Nacional de Ingeniería, Perú; Computer Science School-Sciences Faculty, Universidad Nacional de Ingeniería, Perú; Albacete Research Institute of Informatics, Campus Universitario s/n, Albacete, Spain","2016 8th IEEE Latin-American Conference on Communications (LATINCOM)","16 Jan 2017","2016","","","1","6","The following work is an application proposal based on machine learning algorithms for a possible solution for the public safety problem in a South American city. The aim of this application is to reduce the threat risk of the physical integrity of pedestrians by geolocating, in real-time, safer places to walk. In this context for a city, San Isidro, a business district of Lima, has been established as study case. The district has been divided into map sectors and subsectors, so that by using the GPS location service integrated in mobile devices, it is possible to identify areas that have the highest incidence of different types of incidents. This functionality will allow users to choose safer routes by taking into account the information provided for each sector. The data used in this application has been obtained from an Open Data platform managed by the San Isidro municipality. In this application, we have processed the data enabling the easy and friendly access to the information by the end user. The importance of this work is how we have used the machine learning algorithm for incident rates in real and future time, trying to make predictions that can not only provide safe routes to users, but also predict disasters and allow public authorities to act in advance, thus minimizing the impact of future incidents.","","978-1-5090-5137-3","10.1109/LATINCOM.2016.7811562","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7811562","Machine learning;Smart City;Open Data;Data mining;Android;safe routes;Data analytics;citizen security","Automobiles;Vehicle crash testing;Urban areas;Machine learning algorithms;Correlation;Prediction algorithms","disasters;Global Positioning System;learning (artificial intelligence);mobile computing;pedestrians;public administration","citizen security;machine learning algorithm;public safety problem;South American city;pedestrians physical integrity risk;San Isidro;business district of Lima;GPS location service;mobile device;Open Data platform;disaster prediction","","5","","20","IEEE","16 Jan 2017","","","IEEE","IEEE Conferences"
"Activity recognition for Smart City scenarios: Google Play Services vs. MoST facilities","G. Cardone; A. Cirri; A. Corradi; L. Foschini; R. Montanari","Dipartimento di Informatica – Scienza e Ingegneria (DISI), University of Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria (DISI), University of Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria (DISI), University of Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria (DISI), University of Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria (DISI), University of Bologna, Italy","2014 IEEE Symposium on Computers and Communications (ISCC)","29 Sep 2014","2014","","","1","6","The ever increasing diffusion of smartphones today equipped with several physical and virtual sensors allow to directly collect information about surrounding physical and logical context that range from monitoring current social pulse of individuals and entire communities to detecting user current physical activity. Enabling those advanced sensing capabilities requires complex signal processing, machine learning, and resource management algorithms that are often beyond the skills of many mobile app developers. This paper describes the relevance of these facilities for mobile crowdsensing applications in Smart City scenarios and presents our solution for activity detection, comparing it with the reference implementations provided by Google as part of the Google Play Services library.","1530-1346","978-1-4799-4277-0","10.1109/ISCC.2014.6912458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6912458","","Sensors;Google;Libraries;Smart phones;Pipelines;Legged locomotion;Accelerometers","image recognition;learning (artificial intelligence);mobile computing;object detection;search engines","Google play services library;mobile crowdsensing;mobile app developers;resource management algorithms;machine learning;complex signal processing;advanced sensing capability;user current physical activity detection;social pulse monitoring;physical context;logical context;virtual sensors;smart phones;MoST facilities;smart city scenarios;activity recognition","","7","","12","IEEE","29 Sep 2014","","","IEEE","IEEE Conferences"
"A Microservice Based Architecture Topology for Machine Learning Deployment","J. L. Ribeiro; M. Figueredo; A. Araujo; N. Cacho; F. Lopes","Department of Informatics and Applied Mathematics, Federal University of Rio Grande do Norte, Natal, Brazil; Department of Informatics and Applied Mathematics, Federal University of Rio Grande do Norte, Natal, Brazil; Department of Informatics and Applied Mathematics, Federal University of Rio Grande do Norte, Natal, Brazil; Department of Informatics and Applied Mathematics, Federal University of Rio Grande do Norte, Natal, Brazil; Department of Informatics and Applied Mathematics, Federal University of Rio Grande do Norte, Natal, Brazil","2019 IEEE International Smart Cities Conference (ISC2)","20 Apr 2020","2019","","","426","431","Smart solutions that make use of machine learning and data analyses are on the rise. Big Data analysis is attracting more and more developers and researchers, and at least five requirements (Velocity, Volume, Value, Variety, and Veracity) show challenges in deploying such solutions. Across the globe, many Smart City initiatives are using Big Data Analytics as a tool for doing predictive analytics which can be helpful to human well being. This work presents a generic architecture named Machine Learning in Microservices Architecture (MLMA) that provides design patterns to transform a monolithic architecture of machine learning pipelines in microservices with separate roles. We present two case studies deployed to a Smart City initiative, where we discuss how each component of the architecture applied in specific applications that use predictions with machine learning. Among the benefits of this architecture, we argue prediction performance, scalability, code maintenance and reusability makes such transition a natural trend in Big Data and machine learning applications.","2687-8860","978-1-7281-0846-9","10.1109/ISC246665.2019.9071708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9071708","microservices;machine learning;design patterns;recommendation systems;predictive policing","Feature extraction;Machine learning;Computer architecture;Smart cities;Data mining;Monitoring;Containers","Big Data;data analysis;learning (artificial intelligence);smart cities","Smart City initiative;Big Data Analytics;monolithic architecture;machine learning deployment;microservice based architecture topology;predictive analytics","","3","","21","IEEE","20 Apr 2020","","","IEEE","IEEE Conferences"
"An Ensemble Model for Short-Term Traffic Prediction in Smart City Transportation System","G. Zheng; W. K. Chai; V. Katos","Department of Computing and Informatics, Bournemouth University, Dorset, U.K.; Department of Computing and Informatics, Bournemouth University, Dorset, U.K.; Department of Computing and Informatics, Bournemouth University, Dorset, U.K.","2019 IEEE Global Communications Conference (GLOBECOM)","27 Feb 2020","2019","","","1","6","Smart city visions aim to offer citizens with intelligent services in various aspects of life. The services envisioned have been significantly enhanced with the proliferation of Internet-of-Things (IoT) technology offering real-time and ubiquitous monitoring capability. In this paper, we focus on the short-term traffic flow prediction problem based on real-world traffic data as one critical component of a smart city. In contrast to long-term traffic prediction, accurate prediction of short-term traffic flow facilitates timely traffic management and rapid response. We develop and study a novel ensemble model (EM) based on long short term memory (LSTM), deep autoencoder (DAE) and convolutional neural network (CNN) models. Our approach takes into account both temporal and spatial characteristics of the traffic conditions. We evaluate our proposal against well-known existing prediction models. We use two real traffic data (California and London roadways) with different characteristics to train and test the models. Our results indicate that our proposed ensemble model achieves the most accurate predictions (approx. 97.50% and approx. % accuracy) and is robust against high variance traffic flow.","2576-6813","978-1-7281-0962-6","10.1109/GLOBECOM38437.2019.9014061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9014061","","Predictive models;Data models;Feature extraction;Autoregressive processes;Logic gates;Smart cities;Machine learning","convolutional neural nets;Internet of Things;learning (artificial intelligence);recurrent neural nets;road traffic;smart cities;telecommunication traffic;traffic engineering computing;traffic information systems;transportation","smart city visions;intelligent services;Internet-of-Things technology;ubiquitous monitoring capability;short-term traffic flow prediction problem;real-world traffic data;long-term traffic prediction;short-term traffic flow facilitates timely traffic management;ensemble model;deep autoencoder;convolutional neural network models;traffic conditions;prediction models;accurate prediction;high variance traffic flow;short-term traffic prediction;smart city transportation system;CNN;LSTM;DAE","","4","","27","IEEE","27 Feb 2020","","","IEEE","IEEE Conferences"
"Machine Learning in the Wild: The Case of User-Centered Learning in Cyber Physical Systems","A. R. Khamesi; E. Shin; S. Silvestri","Computer Science Department, University of Kentucky, Lexington, KY, USA; Computer Science Department, University of Kentucky, Lexington, KY, USA; Computer Science Department, University of Kentucky, Lexington, KY, USA","2020 International Conference on COMmunication Systems & NETworkS (COMSNETS)","9 Mar 2020","2020","","","275","281","Smart environments, such as smart cities and smart homes, are Cyber-Physical-Systems (CPSs) which are becoming an increasing part of our everyday lives. Several applications in these systems, such as energy management through home appliance identification or activity recognition, adopt Machine Learning (ML) as a practical tool for extracting useful knowledge from raw data. These applications are usually characterized by a sequential stream of data, unlike the classical ML scenario in which the entire data is available during training. For such applications, Stream-based Active Learning (SAL) has been designed as a type of supervised ML in which an expert is asked to label the most informative instances as they arrive. Previous SAL techniques assume that the expert is always available and always labels the data correctly. However, in several applications, such as those mentioned above, the SAL activity interweaves with the everyday life of regular residents, who are often not experts, and may also not always be willing to participate in the labeling process. In this paper, we discuss the importance of user-centered ML, and show how taking into account realistic models of user behavior significantly improves the accuracy and reduces the training period of smart environment applications based on SAL. We consider two use cases, namely appliance identification and activity recognition. Results based on real data sets show an improvement in terms of accuracy up to 55.38%.","2155-2509","978-1-7281-3187-0","10.1109/COMSNETS48256.2020.9027329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9027329","Cyber-Physical-Systems (CPSs);Internet of Things (IoT);Smart City;Smart Home;Machine Learning;Active Learning;User-Centered","Labeling;Home appliances;Training;Smart homes;Smart cities;Machine learning;Energy management","cyber-physical systems;data analysis;learning (artificial intelligence)","activity recognition;cyber physical systems;smart environments;smart cities;smart homes;energy management;home appliance identification;machine learning;sequential stream;supervised ML;SAL activity;labeling process;user-centered ML;user behavior;smart environment applications","","6","","44","IEEE","9 Mar 2020","","","IEEE","IEEE Conferences"
"Road Traffic Event Detection Using Twitter Data, Machine Learning, and Apache Spark","E. Alomari; R. Mehmood; I. Katib","Faculty of Computing and Information Technology, King AbdulAziz University, Jeddah, Saudi Arabia; High Performance Computing Center, King AbdulAziz University, Jeddah, Saudi Arabia; Faculty of Computing and Information Technology, King AbdulAziz University, Jeddah, Saudi Arabia","2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","9 Apr 2020","2019","","","1888","1895","Road transportation is the backbone of modern societies, yet it costs annually over a million deaths and trillions of dollars to the global economy. Social media such as Twitter have increasingly become an important source of information in many dimensions of smart societies. Automatic detection of road traffic events using Twitter data mining is one such area of a great many applications and enormous potential, albeit facing major challenges concerning the management and analysis of big data (volume, velocity, variety, and veracity). Various approaches on the subject have been proposed in recent years, but the methods and outcomes are in their infancy. This paper proposes a method for automatic detection of road traffic related events from tweets in the Saudi dialect using machine learning and big data technologies. Firstly, we build and train a classifier using three machine learning algorithms, Naïve Bayes, Support Vector Machine, and logistic regression, to filter tweets into relevant and irrelevant. Subsequently, we train other classifiers to detect multiple types of events including accident, roadwork, road closure, road damage, traffic condition, fire, weather, and social events. The results from the analysis of one million tweets show that our method is able to detect road traffic events, as well as their location and time, automatically, without any prior knowledge of the events. To the best of our knowledge, this is the first work on traffic event detection from Arabic tweets using machine learning and the Apache Spark big data platform.","","978-1-7281-4034-6","10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060213","Twitter data analysis, Smart transportation, Event detection, Smart cities, Machine learning, Text mining, Big data analytics, Apache Spark, MongoDB, Naïve Bayes, Support Vector Machine (SVM), Logistic Regressio","Event detection;Roads;Twitter;Big Data;Machine learning;Support vector machines","Big Data;data mining;learning (artificial intelligence);regression analysis;road traffic control;social networking (online);support vector machines;traffic engineering computing","smart societies;automatic detection;road traffic events;Twitter data mining;machine learning;Big Data technologies;support vector machine;road closure;road damage;traffic condition;social events;tweets;Apache Spark Big Data platform;road traffic event detection;road transportation","","15","","32","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Towards a Crime Hotspot Detection Framework for Patrol Planning","A. Araújo; N. Cacho; L. Bezerra; C. Vieira; J. Borges","Universidade Federal do Rio Grande do Norte, Natal, RN, Brazil; Universidade Federal do Rio Grande do Norte, Natal, RN, Brazil; Universidade Federal do Rio Grande do Norte, Natal, RN, Brazil; Universidade Federal do Rio Grande do Norte, Natal, RN, Brazil; Karlsruhe Institute of Technology, Karlsruhe, Germany","2018 IEEE 20th International Conference on High Performance Computing and Communications; IEEE 16th International Conference on Smart City; IEEE 4th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","24 Jan 2019","2018","","","1256","1263","By monitoring crime incidence with quantitative techniques, many studies have shown that it is possible to improve decision making through pattern recognition and prediction. In a smart city scenario, such approaches can be used to compose analytical background to improve resource allocation. This work presents a novel framework to improve patrol planning that precisely provides places and times that are likely to be more dangerous than short-term average using a portfolio of machine learning algorithms. Our approach follows an algorithm-as-a-service architecture (AaaS), providing insights to existing public safety systems and platforms. The service comprises the broader ROTA framework, a robust public safety platform devised for the ongoing smart cities initiative of Natal, Brazil. Results of an experimental evaluation provided insights about spatial granularity effects on the performance of the estimators adopted. Furthermore, an evaluation on algorithm selection demonstrates its outcomes on the hotspot detection task.","","978-1-5386-6614-2","10.1109/HPCC/SmartCity/DSS.2018.00211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622949","crime prediction, machine learning, patrol planning","Smart cities;Law enforcement;Machine learning algorithms;Predictive models;Task analysis;Data models","learning (artificial intelligence);police data processing;resource allocation;smart cities","smart city scenario;resource allocation;patrol planning;machine learning algorithms;algorithm-as-a-service architecture;robust public safety platform;crime hotspot detection framework;crime incidence;pattern recognition;public safety systems;ROTA framework","","14","","31","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"GPUPerfML: A Performance Analytical Model Based on Decision Tree for GPU Architectures","R. Zheng; Q. Hu; H. Jin","Services Computing Technology and System Lab, Huazhong University of Science and Technology, Wuhan, China; Services Computing Technology and System Lab, Huazhong University of Science and Technology, Wuhan, China; Services Computing Technology and System Lab, Huazhong University of Science and Technology, Wuhan, China","2018 IEEE 20th International Conference on High Performance Computing and Communications; IEEE 16th International Conference on Smart City; IEEE 4th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","24 Jan 2019","2018","","","602","609","GPU has been applied to many fields for its excellent parallel computing ability, but the complexity of GPU architecture makes it hard to find the performance bottlenecks of GPU applications. Although profiling tools exist, they only provide a large number of data that programmers can not well understand. Some mathematical modelling methods are presented for analysis, but they are often too complicated and time-consuming for users. A performance evaluation method named GPUPerfML is proposed, which combines decision tree and theoretical analytical model to locate performance bottlenecks of GPU applications and guide application optimization. Based on its feature selection, decision tree is used to extract the sorted influential features from a large number of features. The proposed theoretical analysis model defines the categories of performance issues and establishes mapping relationships between features and performance issues, so as to quickly and directly identify performance bottlenecks. Besides, theoretical analysis can be used to guide decision tree building and features analysis, which improves and guarantees the accuracy of the proposed method. The experiments on three common applications (Matrix transpose, Parallel Reduction, and BFS) show that it can identify performance bottlenecks accurately and quickly, to help programmers write high-efficient programs conveniently.","","978-1-5386-6614-2","10.1109/HPCC/SmartCity/DSS.2018.00110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622848","Performance analysis;GPU architecture;Decision tree;Analytical model","Graphics processing units;Analytical models;Decision trees;Performance evaluation;Machine learning;Computer architecture","decision trees;feature selection;graphics processing units;parallel architectures;performance evaluation","GPU applications;application optimization;feature selection;decision tree building;features analysis;GPUPerfML;performance analytical model;GPU architecture;mathematical modelling methods;performance evaluation method;theoretical analytical model;parallel computing ability","","1","","16","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"Machine Learning Based Edge-Assisted UAV Computation Offloading for Data Analyzing","K. Kim; Y. M. Park; C. Seon Hong","Department of Computer Science and Engineering, Kyung Hee University, Yongin, Republic of Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, Republic of Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, Republic of Korea","2020 International Conference on Information Networking (ICOIN)","2 Mar 2020","2020","","","117","120","Recently, Combining communication technology with Unmanned Aerial Vehicle (UAV) have been regarding as one of the promising techniques in the future network. Various services can be served through UAV, such as information collection in disaster area or traffic monitoring in smart city. However, on-board computation resource and the battery lifetime of UAV are limited. For that reason, there is a limit to perform analysis, such as, machine learning using collected data. In this situation, UAV can get help from an adjacent Mobile Edge Computing (MEC) server that has computing resources. However, the closest MEC server does not always guarantee optimal computing performance and communication efficiency. In this paper, to solve this problem, we propose the overall system of machine learning based UAV to MEC computation offloading for data analyzing. First, we define the problems into two. Firstly, we define two problems 1) matching UAV and task cluster in consideration of energy efficiency. 2) Finding optimal MEC server to offload the task to minimize the total processing time and energy consumption. Then, we apply a machine-learning algorithm to solve the two problems. In the simulation section, we analyze the proposed method and greedy method in terms of total energy consumption and total processing time. Simulation results demonstrate that our proposed mechanism is efficient in total energy consumption of UAV and total processing time of tasks.","1976-7684","978-1-7281-4199-2","10.1109/ICOIN48656.2020.9016432","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9016432","Mobile Edge Computing;Reinforcement Learning;Q-Learning","Task analysis;Servers;Unmanned aerial vehicles;Energy consumption;Computational modeling;Delays;Machine learning","autonomous aerial vehicles;control engineering computing;data analysis;disasters;greedy algorithms;learning (artificial intelligence);mobile computing","machine-learning algorithm;total energy consumption;machine learning based edge-assisted UAV computation offloading;data analyzing;on-board computation resource;computing resources;optimal computing performance;communication efficiency;MEC computation offloading;MEC server;adjacent mobile edge computing server;unmanned aerial vehicle","","11","","6","IEEE","2 Mar 2020","","","IEEE","IEEE Conferences"
