Title,Year,DOI,Link,Abstract,Author Keywords
"Robust Pixel-Level Crack Detection Using Deep Fully Convolutional Neural Networks",2019,"10.1061/(ASCE)CP.1943-5487.0000854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069773934&doi=10.1061%2f%28ASCE%29CP.1943-5487.0000854&partnerID=40&md5=a63a022fc83e1fb4814eb0d35e65c089","This paper introduces the idea of using deep fully convolutional neural networks for pixel-level defect detection in concrete infrastructure systems. Although coarse patch-level deep learning crack detection models abound in the literature and have shown promise, the coarse level of detail provided, together with the requirement for fixed-size input images, significantly detract from their applicability and usefulness for refined damage analysis. The deep fully convolutional model for crack detection introduced in this paper (CrackPix) leverages well-known image classification architectures for dense predictions by transforming their fully connected layers into convolutional filters. A transposed convolution layer is then used to upsample and resize the resulting prediction heatmap to the size of the input images, thus providing pixel-level predictions. To develop and train these models, a concrete crack image data set was collected and carefully annotated at the pixel level and was then used to train the model. Sensitivity analysis showed that CrackPix was capable of correctly detecting over 92% of crack pixels and 99.9% of noncrack pixels in the validation set. The model performance was then compared against a state-of-the-art patchwise model, as well as traditional edge detection and adaptive thresholding alternatives, and its advantages were illustrated. The success of CrackPix, which enables the quantification of crack characteristics (e.g., width and length) in concrete structures, provides a key step toward automated inspection and quality assurance for infrastructure in future smart cities. © 2019 American Society of Civil Engineers.","Automated inspection; Crack detection and segmentation; Deep learning; Fully convolutional neural network; Infrastructure; Pixel level"
"An adaptive whale optimization algorithm guided smart city big data feature identification for fair resource utilization",2019,"10.35940/ijitee.L3763.1081219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073780274&doi=10.35940%2fijitee.L3763.1081219&partnerID=40&md5=f616d6ca958962341464385a028317d2","World improvement is the development of every single province of the world. Smart city implies changed hardware to adjusted individuals. Smart cities have the most indispensable part in altering distinctive regions of human life, touching segments like transportation, wellbeing, vitality, and instruction. Productively to make measurements to improve distinctive smart city benefits huge information frameworks are put away, prepared, and mined in smart cities. For the change and course of action of huge information applications for smart cities, different difficulties are faces. In this paper, we propose a wrapper display based ideal element recognizable proof calculation for ideal use of assets given highlight subset age. Nine component determination techniques used for compelling element extraction. At last, which includes best add to the ideal usage of assets got by means of a novel element recognizable proof calculation made by the application out of a Whale Optimization Algorithm with Adaptive Multi-Population (WOA-AMP) system as inquiry process in a wrapper display driven by the notable relapse demonstrate regression model Random Forest with Support Vector Machine (RF-SVM). Our proposed calculation gives the exact method to choose the most agreeable feature blend, which prompts ideal asset usage. © BEIESP.","Adaptive Multi-Population (AMP); Feature selection; Random forest; Smart city; Whale Optimization Algorithm (WOA)"
"Interoperability network model for traffic forecast and full electric vehicles power supply management within the smart city",2019,"10.1016/j.adhoc.2019.101929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067441513&doi=10.1016%2fj.adhoc.2019.101929&partnerID=40&md5=a8b92e4e9fa6f1d0d6680b37c11cef5a","Information technologies and applied mathematics provide us with a comprehensive framework to search for solutions to problems derived from traffic management.It is relevant for the mobility in our future cities to integrate the Full Electric Vehicle (FEV) in an interoperability network which allows us to track the FEV autonomy and to forecast the traffic and the power supply demand in the city. The target is to optimize the energy consumption and to improve the mobility in the city. To achieve these goals we propose an infrastructure to efficiently manage the power supply availability in the network of charge stations in the city and an adaptive model to predict the traffic based on historic data and on time series obtained mathematically. © 2019","Applied computing∼information integration and interoperability; Interoperability for mobility; Power supply and traffic forecast modeling; Prediction algorithm; Smart city ecosystem; Software and its engineering∼software design engineering; Time series and Markov modeling"
"Traffic management and accident recording and reporting system for smart cities",2019,"10.35940/ijitee.K1382.0981119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073391069&doi=10.35940%2fijitee.K1382.0981119&partnerID=40&md5=e7b5b99bc47332f1d197022b4c87cd67","Accident deaths are a major problem not only in India but the entire world. Statistics are a proof that far more number of accidents deaths are due to car accidents rather than airplane crash deaths. In this paper, the proposed model aims to solve the problem by establishing an information infrastructure that would help connect the street cameras to the concerned authorities like police and ambulance and provide critical assistance to the victims at the fastest. It has been noticed that most of the car accident deaths in India are due to untimely assistance provide to the victims. The proposed solution best works in the scenario of accident prone areas and would save the high operational costs due to human involvement and provide more objective support. The system serves as an information gateway from the street camera to authorities like the police and hospitals. It detects accidents using image processing and sends an alert to the authorities. An adaptive traffic flow system has been introduced at the junctions and it is based on the traffic density in the lanes. ©BEIESP.","Accident recording; Accident reporting system; Adaptive traffic flow system at intersections; Smart traffic management; Vehicle tracking"
"Transferring Knowledge from Monitored to Unmonitored Areas for Forecasting Parking Spaces",2019,"10.1142/S0218213019600030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072954484&doi=10.1142%2fS0218213019600030&partnerID=40&md5=d1e3fd57c37914da4ac2b200f7863975","Smart cities around the world have begun monitoring parking areas in order to estimate available parking spots and help drivers looking for parking. The current results are promising, indeed. However, existing approaches are limited by the high cost of sensors that need to be installed throughout the city in order to achieve an accurate estimation. This work investigates the extension of estimating parking information from areas equipped with sensors to areas where they are missing. To this end, the similarity between city neighborhoods is determined based on background data, i.e., from geographic information systems. Using the derived similarity values, we analyze the adaptation of occupancy rates from monitored-to unmonitored parking areas. © 2019 World Scientific Publishing Company.","data mining; machine learning; semantic annotation; Smart parking"
"An adaptive energy aware strategy based on game theory to add privacy in the physical layer for cognitive WSNs",2019,"10.1016/j.adhoc.2018.10.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056852026&doi=10.1016%2fj.adhoc.2018.10.026&partnerID=40&md5=0c6693e956e2c2e344903c575af25325","The expansion of big data and the evolution of Internet of Things (IoT) technologies will play an important role in the feasibility of Smart City initiatives. In this IoT network infrastructure Cognitive Wireless Sensor Networks (WSNs), as a network of nodes that work in a cooperative way to sense the spectrum and control the environment surrounding them, are one of the main technologies. Security and privacy appear as key aspects for the development of new applications and services. In this work we propose a novel artificial noise generation strategy based on game theory in order to improve the security against privacy attacks in CWSNs. Artificial noise generation consists in introducing interferences in the spectrum in order to mask the real information. The decision whether or not to introduce artificial noise is modeled through a light non-cooperative game designed for low-resources networks that balance security enhancement and energy consumption. We show, using several simulations, that even with a cognitive attacker our strategy has reduced the information obtained by the attacker (Secrecy Outage Probability) to a value under 10%. The overhead (energy consumption and spectrum occupancy) of the strategy has also been deeply analyzed. All possible cases our approach provides better results, in the ratio energy consumption - security, than not using the strategy or using a random noise generation strategy. Also, although the saturation of the radio spectrum is strongly affected, the reliability of the network is maintained in 95% of application packages received. Therefore, we can conclude that an improvement of the privacy in the physical layer is obtained, taking into account energy consumption and maintaining levels of spectrum saturation suitable for the application proposes. © 2018 Elsevier B.V.","Artificial noise generation; Cognitive radio; Cooperative communications; Energy efficiency; Game theory; Physical layer security; Security; Wireless sensor networks"
"An image feature-based method for parking lot occupancy",2019,"10.3390/fi11080169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071119154&doi=10.3390%2ffi11080169&partnerID=40&md5=f1afa1e8b890be60572099a027d3dfca","The main scope of the presented research was the development of an innovative product for the management of city parking lots. Our application will ensure the implementation of the Smart City concept by using computer vision and communication platforms, which enable the development of new integrated digital services. The use of video cameras could simplify and lower the costs of parking lot controls. In the aim of parking space detection, an aggregated decision was proposed, employing various metrics, computed over a sliding window interval provided by the camera. The history created over 20 images provides an adaptive method for background and accurate detection. The system has shown high robustness in two benchmarks, achieving a recognition rate higher than 93%. © 2019 by the authors.","Car parking occupancy; Image features; Monitoring; Smart city"
"Novel algorithm for enhancing manet protocol in smart environment",2019,"10.35940/ijitee.J9214.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071288038&doi=10.35940%2fijitee.J9214.0881019&partnerID=40&md5=acb6b557224fe5de01211176286e3d9c","Future smart environment will consist of smart devices (objects) that will form an autonomous and distributed ad-hoc network near the user end. This network needs efficient, cooperative and effective protocols for the changing network. So it requires a flexible and unified framework for wireless intelligent devices communication that will permit secure and adaptive routing to fulfill ad-hoc networking requirements. It is important to propose effective protocols and to identify good architecture for the future internet. Active routing protocols update the table of information on a regular basis and keep the mobility factor in control. The result of routing optimization with an efficient and effective scheme to mobility control and energy consumption in MANET-IoT system shows the main solution of Smart Network. Combination of IoT and MANET routing mechanism enhances the lifetime of nodes in the overall smart environment. This combination helps in the provision of services and accessibility for a longer period of time over the future smart environment. This paper presents various securities and safety-related issues of MANET-IoT system, and also advocate the requirement of enhancing routing protocols in a smart environment. In this paper, a new algorithm has been developed to reduce the delay factor of MANET protocol in a smart environment and performance is evaluated between the existing and proposed approach on the active protocol. © BEIESP.","AODV; IoT; IoT applications; MANET; Routing Protocol; Security requirements; Smart city; Smart environment"
"Research on smart city service system based on adaptive algorithm",2019,"10.1007/s10586-018-2266-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043702909&doi=10.1007%2fs10586-018-2266-0&partnerID=40&md5=73d855026f52b10269695a02a98abbec","The information resources of various departments are limited, resulting in duplication of information systems and extensive redundancy of hardware and software resources. In order to change the above status, catalogue management service system for smart city is introduced. In addition, the structural level of government information resources is analyzed. Cloud platform, information recommendation, string similarity matching and other technologies are used to connect and share the system information of the departmental government. In this case, the catalogue information resources are used wisely. The LPvA-Index index structure is given based on the existing Gram–Trie tree. LPvA-Index adaptively selects the appropriate length of the Prefix filter, resulting in fewer inverted tables. In addition, filters are used during reads, thus reducing the number of candidate sets and increasing the query efficiency of strings. At the same time, the length segmentation and location segmentation methods are applied to the Gram–Trie tree. Finally, the test platform is built. The efficiency of the LPvA-Index index structure and the existing LPA-Index index structure under certain conditions is tested and compared. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","Index; Service system; Smart city; String similarity search"
"GoalD: A Goal-Driven deployment framework for dynamic and heterogeneous computing environments",2019,"10.1016/j.infsof.2019.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064225214&doi=10.1016%2fj.infsof.2019.04.003&partnerID=40&md5=b457fb2b5cdc28e66b87400011ed02ec","Context: Emerging paradigms like Internet of Things and Smart Cities utilize advanced sensing and communication infrastructures, where heterogeneity is an inherited feature. Applications targeting such environments require adaptability and context-sensitivity to uncertain availability and failures in resources and their ad-hoc networks. Such heterogeneity is often hard to predict, making the deployment process a challenging task. Objective: This paper proposes GoalD as a goal-driven framework to support autonomous deployment of heterogeneous computational resources to fulfill requirements, seen as goals, and their correlated components on one hand, and the variability space of the hosting computing and sensing environment on the other hand. Method: GoalD comprises an offline and an online stage to fulfill autonomous deployment by leveraging the use of goals. Deployment configuration strategies arise from the variability structure of the Contextual Goal Model as an underlying structure to guide autonomous planning by selecting available as well as suitable resources at runtime. Results: We evaluate GoalD on an existing exemplar from the self-adaptive systems community – the Tele Assistance Service provided by Weyns and Calinescu [1]. Furthermore, we evaluate the scalability of GoalD on a repository consisting of 430,500 artifacts. The evaluation results demonstrate the usefulness and scalability of GoalD in planning the deployment of a system with thousands of components in a few milliseconds. Conclusion: GoalD is a framework to systematically tackle autonomous deployment in highly heterogeneous computing environments, partially unknown at design-time following a goal-oriented approach to achieve the user goals in a target environment. GoalD has demonstrated itself able to scale for deployment planning dealing with thousands of components in a few milliseconds. © 2019 Elsevier B.V.","Autonomous deployment; Contextual goal modelling; Deployment planning; Heterogeneous computational resources"
"Toward global IoT-enabled smart cities interworking using adaptive semantic adapter",2019,"10.1109/JIOT.2019.2905275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067872110&doi=10.1109%2fJIOT.2019.2905275&partnerID=40&md5=91a81bba716fa1820331b49f24ae7e04","Since the Internet-of-Things (IoT) has been introduced, it is considered as one of the emerging technologies providing great opportunities to many vertical industries. One of the major IoT application areas that gets significant attention is smart city. Since it is unrealistic to expect full convergence toward a single IoT platform in the near future, it is mandatory to enable interworking between different platforms based on multiple standards, coexisting in the emerging smart cities. In this paper, we take the example of two global IoT standards, FIWARE and oneM2M, which are actively used in many smart city projects, and analyze them to show the feasibility of IoT platforms interworking. Based on the analysis, we design and implement a novel IoT interworking architecture providing a semantic driven integration framework suitable for smart city. The core idea behind our approach is to introduce interworking proxies that: 1) conduct a static mapping of sensor information between IoT platforms and 2) perform semantic interoperability using semantically annotated resources via a semantic interworking proxy that dynamically discovers new kinds of information and adapts itself to enable automatic translation of semantic data between given source and target IoT platforms while it is running. We present the system based on these proxies and evaluate it in Santander smart city. The results demonstrate that it is able to discover and manage IoT sensors connected to both oneM2M and FIWARE. It appears that the semantic approach provides the flexibility and dynamic adaptivity needed for fast growing and rapidly changing urban environments. © 2014 IEEE.","FIWARE; Internet-of-Things (IoT); Interoperability; Interworking; Machine-to-machine (M2M); OneM2M; Semantics; Smart city; Standards"
"Residual energy-based cluster-head selection in WSNs for IoT application",2019,"10.1109/JIOT.2019.2897119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067835994&doi=10.1109%2fJIOT.2019.2897119&partnerID=40&md5=dfa4d1b52618045c1e02ee815d9692e6","Wireless sensor networks (WSNs) groups specialized transducers that provide sensing services to Internet of Things (IoT) devices with limited energy and storage resources. Since replacement or recharging of batteries in sensor nodes is almost impossible, power consumption becomes one of the crucial design issues in WSN. Clustering algorithm plays an important role in power conservation for the energy constrained network. Choosing a cluster head (CH) can appropriately balance the load in the network thereby reducing energy consumption and enhancing lifetime. This paper focuses on an efficient CH election scheme that rotates the CH position among the nodes with higher energy level as compared to other. The algorithm considers initial energy, residual energy, and an optimum value of CHs to elect the next group of CHs for the network that suits for IoT applications, such as environmental monitoring, smart cities, and systems. Simulation analysis shows the modified version performs better than the low energy adaptive clustering hierarchy protocol by enhancing the throughput by 60%, lifetime by 66%, and residual energy by 64%. © 2014 IEEE.","Cluster head (CH) selection; Energy efficient; Internet of Things (IoT); Lifetime; Residual energy; Wireless sensor network (WSN)"
"An ensemble intrusion detection technique based on proposed statistical flow features for protecting network traffic of internet of things",2019,"10.1109/JIOT.2018.2871719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054216613&doi=10.1109%2fJIOT.2018.2871719&partnerID=40&md5=080872082b9921e2491e062bec7e485f","Internet of Things (IoT) plays an increasingly significant role in our daily activities, connecting physical objects around us into digital services. In other words, IoT is the driving force behind home automation, smart cities, modern health systems, and advanced manufacturing. This also increases the likelihood of cyber threats against IoT devices and services. Attackers may attempt to exploit vulnerabilities in application protocols, including Domain Name System (DNS), Hyper Text Transfer Protocol (HTTP) and Message Queue Telemetry Transport (MQTT) that interact directly with backend database systems and client-server applications to store data of IoT services. Successful exploitation of one or more of these protocols can result in data leakage and security breaches. In this paper, an ensemble intrusion detection technique is proposed to mitigate malicious events, in particular botnet attacks against DNS, HTTP, and MQTT protocols utilized in IoT networks. New statistical flow features are generated from the protocols based on an analysis of their potential properties. Then, an AdaBoost ensemble learning method is developed using three machine learning techniques, namely decision tree, Naive Bayes (NB), and artificial neural network, to evaluate the effect of these features and detect malicious events effectively. The UNSW-NB15 and NIMS botnet datasets with simulated IoT sensors' data are used to extract the proposed features and evaluate the ensemble technique. The experimental results show that the proposed features have the potential characteristics of normal and malicious activity using the correntropy and correlation coefficient measures. Moreover, the proposed ensemble technique provides a higher detection rate and a lower false positive rate compared with each classification technique included in the framework and three other state-of-the-art techniques. © 2014 IEEE.","Botnet; Ensemble learning; Internet of Things (IoT); Network intrusion detection system (NIDS); Statistical flow features"
