"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic Network Slicing for IoT in Smart City","F. Zhou; P. Yu; L. Feng; X. Qiu; Z. Wang; L. Meng; M. Kadoch; L. Gong; X. Yao","BUPT, Beijing; BUPT, Beijing; BUPT, Beijing; BUPT, Beijing; BUPT, Beijing; BUPT, Beijing; Ecole de Technologie Superieure; Academy of Broadcast Planning NRTA of China; State Grid Shanghai Municipal Electric Power Company","IEEE Wireless Communications","7 Jan 2021","2020","27","6","108","115","Internet of things (IoT) in smart city consists of a diversity of public utility and vertical industry services with extremely different performance requirements. As a key technology of 5G networks, network slicing (NS) is featured to provide distinct virtual networks and differentiated QoS guarantees in a shared infrastructure. Therefore, it becomes necessary to employ intelligent NS management for IoT in smart city. This work proposes a machine learning (ML) driven automatic NS framework which can intelligently scale slice according to network state. The resource preservation and slicing implementation scheme is given to trade off robustness and resource efficiency. Finally, the present study provides preliminary results via simulation and experimentation to justify the effectiveness and efficiency of the presented design.","1558-0687","","10.1109/MWC.001.2000069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9232929","","Network slicing;Smart cities;Internet of Things;5G mobile communication;Companies;Resource management;Dynamic scheduling","Internet of Things;learning (artificial intelligence);quality of service;smart cities;virtualisation","vertical industry services;distinct virtual networks;differentiated QoS guarantees;intelligent NS management;IoT;smart city;network state;resource preservation;slicing implementation scheme;automatic network slicing;public utility;machine learning driven automatic NS framework","","10","","15","IEEE","20 Oct 2020","","","IEEE","IEEE Magazines"
"Towards a Practical Crowdsensing System for Road Surface Conditions Monitoring","A. S. El-Wakeel; J. Li; A. Noureldin; H. S. Hassanein; N. Zorba","Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada; Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada; School of Computing and the Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada; Department of Electrical Engineering, Qatar University, Doha, Qatar","IEEE Internet of Things Journal","16 Jan 2019","2018","5","6","4672","4685","The Internet of Things (IoT) infrastructure, systems, and applications demonstrate potential in serving smart city development. Crowdsensing approaches for road surface conditions monitoring can benefit smart city road information services. Deteriorated roads induce vehicle damage, traffic congestion, and driver discomfort which influence traffic management. In this paper, we propose a framework for monitoring road surface anomalies. We analyze the common road surface types and irregularities as well as their impact on vehicle motion. In addition to the traditional use of sensors available in smart devices, we utilize the vehicle motion sensors (accelerometers and gyroscopes) presently available in most land vehicles. Various land vehicles were used in this paper, spanning different sizes, and year model for extensive road experiments. These trajectories were used to collect and build multiple labeled data sets that were used in the system structure. In order to enhance the performance of the sensor measurements, wavelet packet de-noising is used in this paper to enable efficient classification of road surface anomalies. We adopt statistical, time domain, and frequency domain features to distinguish different road anomalies. The descriptive data sets collected in this paper are used to build, train, and test a system classifier through machine learning techniques to detect and categorize multiple road anomalies with different severity levels. Furthermore, we analyze and assess the capabilities of the smart devices and the other vehicle motion sensors to accurately geo-reference the road surface anomalies. Several road test experiments examine the benefits and assess the performance of the proposed architecture.","2327-4662","","10.1109/JIOT.2018.2807408","Natural Sciences and Engineering Research Council of Canada(grant numbers:STPGP 479248); Qatar National Research Fund(grant numbers:NPRP 9-185-2-096); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8294187","Crowdsensing;machine learning;road information services (RISs);signal processing;smart city applications","Road traffic;Monitoring;Global Positioning System;Intelligent sensors;Smart cities;Intelligent vehicles;Crowdsourcing;Machine learning","","","","79","","55","IEEE","19 Feb 2018","","","IEEE","IEEE Journals"
"Smart City Case Study: City of Coral Gables Leverages the Internet of Things to Improve Quality of Life","R. Rodulfo",City of Coral Gables,"IEEE Internet of Things Magazine","25 Jun 2020","2020","3","2","74","81","The City of Coral Gables, Florida, has implemented a smart city engineering framework that features a diverse array of cyber-physical systems (CPS), Internet of Things (IOT) platforms, and smart connected devices for numerous applications. The City's IoT network relies on a transport layer of high-speed resilient communications with fiber optics and wireless infrastructure that covers the City's most critical arteries, facilities, smart districts in Downtown as well as university campus and residential areas. The City's IoT systems rely on distributed cloud platforms and datacenters where data is aggregated, integrated, analyzed and correlated in a business intelligence and analytics backend with computer vision, artificial intelligence (AI) and machine learning (ML) capabilities. Realtime IoT data is visualized and presented to the public and all stakeholders for consumption and collaboration via the Coral Gables Smart City Hub public platform.","2576-3199","","10.1109/IOTM.0001.2000023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125438","","Intelligent sensors;Smart cities;Internet of Things;Optoelectronic and photonic sensors;Sensor systems and applications","cloud computing;cyber-physical systems;data visualisation;Internet of Things;smart cities","business intelligence;data centers;Florida;Coral Gables Smart City Hub public platform;distributed cloud platforms;IoT systems;high-speed resilient communications;smart connected devices;cyber-physical systems;smart city engineering framework","","4","","0","IEEE","25 Jun 2020","","","IEEE","IEEE Magazines"
"A Novel Framework for Recommending Data Mining Algorithm in Dynamic IoT Environment","M. A. Hossain; R. Ferdousi; S. A. Hossain; M. F. Alhamid; A. E. Saddik","Department of Software Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; Advanced Systems and Software Lab (ASySLab), Khulna, Khulna, Bangladesh; Computer Science and Engineering Discipline, Khulna University, Khulna, Bangladesh; Department of Software Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, Canada","IEEE Access","3 Sep 2020","2020","8","","157333","157345","Internet of Things (IoT) has been the driving force for many smart city applications. The huge volume of IoT data generated from these applications require efficient processing to get the insight, which poses significant difficulty. Data mining and machine learning (DM) algorithms are used to minimize such difficulty. However, it is still very challenging to select a particular DM algorithm that can process a dynamic IoT dataset based on some application-specific goals to achieve better accuracy. This paper proposes a knowledge-driven framework that considers the knowledge of datasets, available DM algorithms, and application goals to select the suitable DM algorithm for performing a target data processing task. This work considers data from cultural domain, health domain, and transportation domain in the experiment. The results show that the proposed approach dynamically selects the best-suited DM algorithms for the available datasets and target goals that exhibits satisfactory performance in obtaining accurate results compared to the existing work. The proposed approach not only provides flexibility in conducting dynamic IoT data mining tasks, but also reduces the complexity that would otherwise be necessary while adopting the traditional data mining approaches.","2169-3536","","10.1109/ACCESS.2020.3019480","Deanship of Scientific Research at King Saud University, Riyadh, Saudi Arabia, for funding this Research Group No. (RG-049); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9176996","Internet of Things;data mining;machine learning;algorithm selection","Heuristic algorithms;Data mining;Machine learning algorithms;Machine learning;Smart cities;Classification algorithms;Internet of Things","data mining;Internet of Things;learning (artificial intelligence)","dynamic IoT data mining tasks;target goals;transportation domain;health domain;cultural domain;target data processing task;application goals;knowledge-driven framework;application-specific goals;DM algorithm;smart city applications;dynamic IoT environment;data mining algorithm","","11","","28","CCBY","25 Aug 2020","","","IEEE","IEEE Journals"
"Collaborate Edge and Cloud Computing With Distributed Deep Learning for Smart City Internet of Things","H. Wu; Z. Zhang; C. Guan; K. Wolter; M. Xu","Center for Applied Mathematics, Tianjin University, Tianjin, China; School of Mathematics, Tianjin University, Tianjin, China; School of Mathematics, Tianjin University, Tianjin, China; Institut für Informatik, Freie Universität Berlin, Berlin, Germany; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China","IEEE Internet of Things Journal","15 Sep 2020","2020","7","9","8099","8110","City Internet-of-Things (IoT) applications are becoming increasingly complicated and thus require large amounts of computational resources and strict latency requirements. Mobile cloud computing (MCC) is an effective way to alleviate the limitation of computation capacity by offloading complex tasks from mobile devices (MDs) to central clouds. Besides, mobile-edge computing (MEC) is a promising technology to reduce latency during data transmission and save energy by providing services in a timely manner. However, it is still difficult to solve the task offloading challenges in heterogeneous cloud computing environments, where edge clouds and central clouds work collaboratively to satisfy the requirements of city IoT applications. In this article, we consider the heterogeneity of edge and central cloud servers in the offloading destination selection. To jointly optimize the system utility and the bandwidth allocation for each MD, we establish a hybrid offloading model, including the collaboration of MCC and MEC. A distributed deep learning-driven task offloading (DDTO) algorithm is proposed to generate near-optimal offloading decisions over the MDs, edge cloud server, and central cloud server. Experimental results demonstrate the accuracy of the DDTO algorithm, which can effectively and efficiently generate near-optimal offloading decisions in the edge and cloud computing environments. Furthermore, it achieves high performance and greatly reduces the computational complexity when compared with other offloading schemes that neglect the collaboration of heterogeneous clouds. More precisely, the DDTO scheme can improve computational performance by 63%, compared with the local-only scheme.","2327-4662","","10.1109/JIOT.2020.2996784","National Basic Research Program of China (973 Program)(grant numbers:2018YFC0809800); National Natural Science Foundation of China(grant numbers:61801325); Natural Science Foundation of Tianjin City(grant numbers:18JCQNJC00600); Huawei Innovation Research Program(grant numbers:HO2018085138); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9099242","City Internet of Things (IoT);distributed deep learning;mobile cloud computing (MCC);mobile-edge computing (MEC);task offloading","Task analysis;Cloud computing;Servers;Internet of Things;Urban areas;Machine learning;Mobile handsets","bandwidth allocation;cloud computing;computational complexity;distributed algorithms;Internet of Things;learning (artificial intelligence);mobile computing;optimisation;smart cities","computational resources;strict latency requirements;mobile cloud computing;MCC;mobile devices;mobile-edge computing;MEC;heterogeneous cloud computing environments;city IoT applications;offloading destination selection;hybrid offloading model;distributed deep learning-driven task offloading algorithm;near-optimal offloading decisions;edge cloud server;central cloud server;computational complexity;smart city Internet-of-Things applications;DDTO algorithm;bandwidth allocation","","111","","44","IEEE","25 May 2020","","","IEEE","IEEE Journals"
"Predicting Available Parking Slots on Critical and Regular Services by Exploiting a Range of Open Data","C. Badii; P. Nesi; I. Paoli","Distributed Systems and Internet Technologies Lab, University of Florence, Florence, Italy; Distributed Systems and Internet Technologies Lab, University of Florence, Florence, Italy; Distributed Systems and Internet Technologies Lab, University of Florence, Florence, Italy","IEEE Access","28 Aug 2018","2018","6","","44059","44071","Looking for available parking slots has become a serious issue in contemporary urban mobility. The selection of suitable car parks could be influenced by multiple factors-e.g., the walking distance to destination, driving and waiting time, parking prices, availability, and accessibility-while the availability of unused parking slots might depend on parking location, events in the area, traffic flow, and weather conditions. This paper presents a set of metrics and techniques to predict the number of available parking slots in city garages with gates. With this aim, we have considered three different predictive techniques, while comparing different approaches. The comparison has been performed according to the data collected in a dozen of garages in the area of Florence by using Sii-Mobility National Research Project and Km4City infrastructure. The resulting solution has demonstrated that a Bayesian regularized neural network exploiting historical data, weather condition, and traffic flow data can offer a robust approach for the implementation of reliable and fast predictions of available slots in terms of flexibility and robustness to critical cases. The solution adopted in a Smart City Apps in the Florence area for sustainable mobility has been welcomed with broad appreciation or has been praised as successful.","2169-3536","","10.1109/ACCESS.2018.2864157","MIUR; University of Florence; companies through the Sii-Mobility National Project on Smart City Mobility and Transport(grant numbers:SCN112); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8430514","Smart city;available parking lots;prediction model;parking garage;machine learning","Predictive models;Urban areas;Automobiles;Logic gates;Neural networks;Real-time systems","automobiles;Bayes methods;data handling;neural nets;road traffic;smart cities;transportation","weather condition;traffic flow data;contemporary urban mobility;Sii-Mobility National Research Project;parking slots;car parks;predictive techniques;Bayesian regularized neural network;smart city apps","","61","","50","CCBY","9 Aug 2018","","","IEEE","IEEE Journals"
"Replay Attack Detection in Smart Cities Using Deep Learning","A. A. Elsaeidy; N. Jagannath; A. G. Sanchis; A. Jamalipour; K. S. Munasinghe","Faculty of Science and Technology, University of Canberra, Canberra, Australia; Faculty of Science and Technology, University of Canberra, Canberra, Australia; School of Science, UNSW Canberra, Canberra, Australia; School of Electrical and Information Engineering, The University of Sydney, Sydney, Australia; School of Electrical and Information Engineering, The University of Sydney, Sydney, Australia","IEEE Access","4 Aug 2020","2020","8","","137825","137837","Intrusion detection is an important and challenging problem that has a major impact on quality and reliability of smart city services. To this extent, replay attacks have been one of the most common threats on smart city infrastructure, which compromises authentication in a smart city network. For example, a replay attack may physically damage smart city infrastructure resulting in loss of sensitive data, incurring considerable financial damages. Therefore, towards securing smart cities from reply attacks, intrusion detection systems and frameworks based on deep learning have been proposed in the recent literature. However, the absence of the time dimension of these proposals is a major limitation. Therefore, we have developed a deep learning-based model for replay attack detection in smart cities. The novelty of the proposed methodology resides in the adoption of deep learning based models as an application for detecting replay attacks to improve detection accuracy. The performance of this model is evaluated by applying it to a real life smart city dataset, where replay attacks were simulated. Our results show that the proposed model is capable of distinguishing between normal and attack behaviours with relatively high accuracy. In addition, according to the results, our proposed model outperforms traditional classification and deep learning models. Last but not least, as an additional contribution, this paper presents a real life smart city data set with simulated replay attacks for future research.","2169-3536","","10.1109/ACCESS.2020.3012411","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9151152","Smart cities;intrusion detection;replay attack;deep learning;convolutional neural networks","Smart cities;Machine learning;Intrusion detection;Authentication;Convolution;Time series analysis;Australia","computer network security;learning (artificial intelligence);pattern classification;smart cities;town and country planning","replay attack detection;deep learning based models;detection accuracy;smart city dataset;normal attack;deep learning models;simulated replay attacks;smart city services;smart city infrastructure;smart city network;intrusion detection systems;deep learning-based model","","30","","55","CCBY","28 Jul 2020","","","IEEE","IEEE Journals"
"Multimodal Data Processing Framework for Smart City: A Positional-Attention Based Deep Learning Approach","Q. Ma; Y. Nie; J. Song; T. Zhang","Department of Automation, Tsinghua University, Beijing, China; Department of Strategic Missile and Underwater Weapon, Naval Submarine Academy, Qingdao, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China","IEEE Access","8 Dec 2020","2020","8","","215505","215515","In the past few years, edge computing has brought tremendous convenience to the development of smart cities, releasing computation pressure to edge compute nodes. However, a series of problems, such as the explosive growth of smart devices and limited spectrum resources, still greatly limit the application of edge computing. Different types of end devices generate and collect multimodal information, and substantial data is transmitted to upper nodes. Multimodal machine learning methods process data at edge nodes, and only high-level features are uploaded to the cloud in order to save bandwidth. In this article, we propose a novel multimodal data processing framework based on multiple attention mechanisms. Two distinct attention mechanisms are used to capture inter and intra-modality dependencies and align different modalities together. We conduct experiments on image captioning, a core research hotspot in multimodal machine learning. A unified hierarchical structure extracts features from images and natural language. Matching attention aligns visual and textual information. Besides, we propose a new attention mechanism, positional attention, which finds the relationship of each element within one sensory modality. The hierarchical structure realizes parallel computation in the training phase and speeds up the training of the model. Experiments and analysis demonstrate significant improvements over baselines, proving the effectiveness of our method.","2169-3536","","10.1109/ACCESS.2020.3041447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274421","Attention mechanism;convolutional neural network;smart city;multimodal machine learning","Smart cities;Edge computing;Cloud computing;Servers;Deep learning;Data processing;Task analysis","cloud computing;data analysis;feature extraction;image matching;learning (artificial intelligence);mobile computing;natural language processing;neural nets;smart cities","smart cities;positional-attention;deep learning;edge computing;smart devices;multimodal machine learning;multiple attention mechanisms;distinct attention mechanisms;intra-modality dependencies;parallel computation;multimodal data processing;inter-modality dependencie;feature extraction;natural language;visual information matching;textual information matching;image captioning","","","","43","CCBYNCND","1 Dec 2020","","","IEEE","IEEE Journals"
"QoE-Driven Big Data Architecture for Smart City","X. He; K. Wang; H. Huang; B. Liu",Nanjing University of Posts and Telecommunications; Hong Kong Polytechnic University; Hong Kong Polytechnic University; La Trobe University,"IEEE Communications Magazine","13 Feb 2018","2018","56","2","88","93","In the era of big data, the applications/services of the smart city are expected to offer end users better QoE than in a conventional smart city. Nevertheless, various types of sensors will produce an increasing volume of big data along with the implementation of a smart city, where we face redundant and diverse data. Therefore, providing satisfactory QoE will become the major challenge in the big-data-based smart city. In this article, to enhance the QoE, we propose a novel big data architecture consisting of three planes: the data storage plane, the data processing plane, and the data application plane. The data storage plane stores a wide variety of data collected by sensors and originating from different data sources. Then the data processing plane filters, analyzes, and processes the ocean of data to make decisions autonomously for extracting high-quality information. Finally, the application plane initiates the execution of the events corresponding to the decisions delivered from the data processing plane. Under this architecture, we particularly use machine learning techniques, trying to acquire accurate data and deliver precise information to end users. Simulation results indicate that our proposals could achieve high QoE performance for the smart city.","1558-1896","","10.1109/MCOM.2018.1700231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8291120","","Big Data;Smart cities;Quality of experience;Memory;Data mining;Sensors","Big Data;learning (artificial intelligence);quality of experience;smart cities;town and country planning","QoE;big-data;data processing plane;data application plane;smart city;data sources;Big Data architecture;data storage plane;high-quality information extraction","","87","","15","IEEE","13 Feb 2018","","","IEEE","IEEE Magazines"
"Enabling Cognitive Smart Cities Using Big Data and Machine Learning: Approaches and Challenges","M. Mohammadi; A. Al-Fuqaha",Western Michigan University; Western Michigan University,"IEEE Communications Magazine","13 Feb 2018","2018","56","2","94","101","The development of smart cities and their fast-paced deployment is resulting in the generation of large quantities of data at unprecedented rates. Unfortunately, most of the generated data is wasted without extracting potentially useful information and knowledge because of the lack of established mechanisms and standards that benefit from the availability of such data. Moreover, the highly dynamic nature of smart cities calls for a new generation of machine learning approaches that are flexible and adaptable to cope with the dynamicity of data to perform analytics and learn from real-time data. In this article, we shed light on the challenge of underutilizing the big data generated by smart cities from a machine learning perspective. In particular, we present the phenomenon of wasting unlabeled data. We argue that semi-supervision is a must for smart cities to address this challenge. We also propose a three-level learning framework for smart cities that matches the hierarchical nature of big data generated by smart cities with a goal of providing different levels of knowledge abstraction. The proposed framework is scalable to meet the needs of smart city services. Fundamentally, the framework benefits from semi-supervised deep reinforcement learning where a small amount of data that has users' feedback serves as labeled data, while a larger amount without such users' feedback serves as unlabeled data. The framework utilizes a mix of labeled and unlabeled data to converge toward better control policies instead of wasting the unlabeled data. This article also explores how deep reinforcement learning and its shift toward semi-supervision can handle the cognitive side of smart city services and improve their performance by providing several use cases spanning the different domains of smart cities. We also highlight several challenges as well as promising future research directions for incorporating machine learning and high-level intelligence into smart city services.","1558-1896","","10.1109/MCOM.2018.1700298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8291121","","Smart cities;Big Data;Hidden Markov models;Cloud computing;Data mining;Learning (artificial intelligence);Analytical models","Big Data;learning (artificial intelligence);smart cities;town and country planning","big data;machine learning approaches;smart city services;cognitive smart cities;semisupervised deep reinforcement learning","","216","","15","IEEE","13 Feb 2018","","","IEEE","IEEE Magazines"
"Predicting Microblog Sentiments via Weakly Supervised Multimodal Deep Learning","F. Chen; R. Ji; J. Su; D. Cao; Y. Gao","Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Xiamen, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Xiamen, China; School of Software, Xiamen University, Xiamen, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Xiamen, China; School of Software, Key Laboratory for Information System Security, Ministry of Education (KLISS), Tsinghua University, Beijing, China","IEEE Transactions on Multimedia","15 Mar 2018","2018","20","4","997","1007","Predicting sentiments of multimodal microblogs composed of text, image, and emoticon have attracted ever-increasing research focus recently. The key challenge lies in the difficulty of collecting a sufficient amount of training labels to train a discriminative model for multimodal prediction. One potential solution is to exploit the labels collected from social media users, which is, however, restricted by the negative effect of label noise. Besides, we have quantitatively found that sentiments in different modalities may be independent, which disables the usage of previous multimodal sentiment analysis schemes in our problem. In this paper, we introduce a weakly supervised multimodal deep learning (WS-MDL) scheme toward robust and scalable sentiment prediction. WS-MDL learns convolutional neural networks iteratively and selectively from “weak” emoticon labels, which are cheaply available and noise containing. In particular, to filter out the label noise and to capture the modality dependency, a probabilistic graphical model is introduced to simultaneously learn discriminative multimodal descriptors and infer the confidence of label noise. Extensive evaluations are conducted in a million-scale, real-world microblog sentiment dataset crawled from Sina Weibo. We have validated the merits of the proposed scheme by quantitatively showing its superior performance over several state-of-the-art and alternative approaches.","1941-0077","","10.1109/TMM.2017.2757769","National Key R&D Program of China(grant numbers:(No. 2016YFB1001503, and No. 2017YFC011300)); Nature Science Foundation of China(grant numbers:61422210, 61373076, 61402388, and 61572410); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8052551","Sentiment prediction;weakly supervised learning;multi-modality;deep learning","Visualization;Machine learning;Noise measurement;Social network services;Sentiment analysis;Neural networks;Supervised learning","feedforward neural nets;graph theory;learning (artificial intelligence);probability;sentiment analysis;social networking (online)","probabilistic graphical model;real-world microblog sentiment dataset;multimodal microblogs;discriminative model;multimodal prediction;social media users;weakly supervised multimodal deep learning scheme;robust sentiment prediction;scalable sentiment prediction;weak emoticon labels;multimodal sentiment analysis;microblog sentiment prediction;convolutional neural networks;modality dependency;discriminative multimodal descriptors learning;Sina Weibo","","46","","48","IEEE","28 Sep 2017","","","IEEE","IEEE Journals"
"RSSI Fingerprinting-Based Localization Using Machine Learning in LoRa Networks","M. Anjum; M. A. Khan; S. A. Hassan; A. Mahmood; H. K. Qureshi; M. Gidlund","NA; NA; NA; NA; Communication Engineering, Mid Sweden University, Sundsvall, Sweden; Computer Engineering, Mid Sweden University, Sundsvall, Sweden","IEEE Internet of Things Magazine","11 Jan 2021","2020","3","4","53","59","The scale of wireless technologies' penetration in our daily lives, primarily triggered by Internet of Things (IoT)-based smart cities, is bea-coning the possibilities of novel localization and tracking techniques. Recently, low-power wide-area network (LPWAN) technologies have emerged as a solution to offer scalable wireless connectivity for smart city applications. LoRa is one such technology, which provides energy efficiency and wide-area coverage. This article explores the use of intelligent machine learning techniques, such as support vector machines, spline models, decision trees, and ensemble learning, for received signal strength indicator (RSSI)-based ranging in LoRa networks on a training dataset collected in two different environments: indoors and outdoors. The suitable ranging model is then used to experimentally evaluate the accuracy of localization and tracking using trilateration in the studied environments. Later, we present the accuracy of a LoRa-based positioning system (LPS) and compare it with the existing ZigBee, WiFi, and Bluetooth-based solutions. In the end, we discuss the challenges of satellite-independent tracking systems and propose future directions to improve accuracy and provide deployment feasibility.","2576-3199","","10.1109/IOTM.0001.2000019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9319633","","Location awareness;Wireless communication;Smart cities;Zigbee;Machine learning;Distance measurement;Internet of Things","Bluetooth;decision trees;indoor radio;Internet of Things;learning (artificial intelligence);radionavigation;smart cities;support vector machines;wireless LAN;wireless sensor networks;Zigbee","RSSI fingerprinting-based localization;LoRa networks;wireless technologies;beaconing;wide-area network technologies;scalable wireless connectivity;smart city applications;energy efficiency;wide-area coverage;intelligent machine learning techniques;support vector machines;spline models;decision trees;received signal strength indicator-based ranging;ranging model;trilateration;LoRa-based positioning system;satellite-independent tracking systems","","22","","15","IEEE","11 Jan 2021","","","IEEE","IEEE Magazines"
"Nonparametric Event Detection in Multiple Time Series for Power Distribution Networks","Y. Zhou; R. Arghandeh; H. Zou; C. J. Spanos","EECS Department, University of California, Berkeley, CA, USA; ECE Department, Florida State University, Tallahassee, FL, USA; EECS Department, University of California, Berkeley, CA, USA; EECS Department, University of California, Berkeley, CA, USA","IEEE Transactions on Industrial Electronics","30 Sep 2018","2019","66","2","1619","1628","With the unprecedented advancement of sensing technology, smart city applications are now enriched with massive measurement data related to system states, patterns, and the behavior of its users. However, classic data analysis or machine learning tools ignore some unique characteristics of the multistream measurement data, in particular, the coexistence of strong temporal correlation and interstream relatedness. To this end, in this paper we discuss the problem of novelty detection with multiple coevolving time series data. To capture both the temporal dependence and the interseries relatedness, a multitask nonparametric model is proposed, which can be extended to family of data distributions by adopting the notion of Bregman divergence. Albeit convex, the learning problem can be hard as the time series accumulate. In this regard, an efficient randomized block coordinate descent algorithm is proposed. The model and the algorithm is tested with a real-world application, involving novelty detection and event analysis in smart city power distribution networks with high-resolution multistream measurements. It is shown that the incorporation of interseries relatedness enables the detection of system-level events, which would otherwise be unobservable with traditional methods. The experimental results not only justify the benefits of incorporating information from different sources, but also demonstrate the potential of the proposed multistream analysis tool as one of the core computational components to improve smart city observability, security, and reliability.","1557-9948","","10.1109/TIE.2018.2840508","NSF(grant numbers:1640587); Republic of Singapore's National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370797","Artificial intelligence;electrical fault detection;power system analysis;statistical learning","Time series analysis;Mathematical model;Power systems;Analytical models;Phasor measurement units;Hidden Markov models;Data models","data analysis;distribution networks;learning (artificial intelligence);time series","nonparametric event detection;multiple time series;unprecedented advancement;smart city applications;massive measurement data;system states;classic data analysis;machine learning tools;unique characteristics;multistream measurement data;strong temporal correlation;interstream relatedness;multiple coevolving time series data;temporal dependence;interseries relatedness;multitask nonparametric model;data distributions;Bregman divergence;learning problem;time series accumulate;descent algorithm;real-world application;event analysis;smart city power distribution networks;high-resolution multistream measurements;system-level events;multistream analysis tool;smart city observability;randomized block","","22","","33","IEEE","1 Jun 2018","","","IEEE","IEEE Journals"
