"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Chaotic Pilot and Synchronization Encryption of Optical OFDM System Based on Polar Code","Y. Xiao; C. Long; J. Cao; Y. Chen; Y. Liu; J. He; Z. Xiao","College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China","2019 IEEE 21st International Conference on High Performance Computing and Communications; IEEE 17th International Conference on Smart City; IEEE 5th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","3 Oct 2019","2019","","","177","181","In this paper, we propose a chaotic pilot and synchronization encryption scheme for optical orthogonal frequency division multiplexing (O-OFDM) system based on polar code. In the chaotic pilot encryption scheme, the pilot structure and the pilot interval are encrypted. In the proposed scheme, the chaotic sequences produced by the three-dimensional Lorenz chaotic system are used to generate the structure of the pilot and the interval of pilot insertion, which can improve the physical layer security (PLS) of the system. Meanwhile, the chaotic sequences are also used to complete the OFDM symbol time synchronization by encrypting the training sequence. In addition, polar code is adopted to reduce the bit error rate (BER) of the system and improve system performance. Compared with the traditional OFDM signal, simulation shows that the BER performance of the system has been improved, and ~8.2dB gain can be reached at BER of 10-3 after 60km standard single-mode fiber (SSMF) transmission.","","978-1-7281-2058-4","10.1109/HPCC/SmartCity/DSS.2019.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8855714","chaos, pilot encryption, OFDM, polar code","Encryption;OFDM;Optical network units;Synchronization;Adaptive optics;Passive optical networks","error statistics;OFDM modulation;optical fibre networks;optical modulation;polar codes;synchronisation;telecommunication security","optical OFDM system;polar code;chaotic pilot encryption scheme;pilot structure;pilot interval;chaotic sequences;three-dimensional Lorenz chaotic system;pilot insertion;OFDM symbol time synchronization;system performance;traditional OFDM signal;optical orthogonal frequency division multiplexing system;chaotic pilot and synchronization encryption scheme;standard single-mode fiber transmission;bit error rate;physical layer security;gain 8.2 dB;distance 60.0 km","","","","20","IEEE","3 Oct 2019","","","IEEE","IEEE Conferences"
"Adaptive Deadlock Detection and Resolution in Real-Time Distributed Environments","W. Haque; M. Fontaine; A. Vezina","Department of Computer Science, University of Northern British Columbia Prince George, Canada; Department of Computer Science, University of Northern British Columbia Prince George, Canada; Department of Computer Science, University of Northern British Columbia Prince George, Canada","2017 IEEE 19th International Conference on High Performance Computing and Communications; IEEE 15th International Conference on Smart City; IEEE 3rd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","15 Feb 2018","2017","","","571","577","In real-time distributed transaction processing, deadlocks must be detected and resolved. Timeouts are not a viable option because they lead to lost work and missed deadlines. We have proposed a suite of deadlock detection protocols and a resolution protocol which carry a varying degree of (generally low) overhead. The protocols behave differently under varying load conditions and transaction characteristics. Further, the invocation period of these protocols can be controlled to improve performance when the overhead tends to become large. The performance of these protocols has been demonstrated using a distributed real-time transaction processing simulator which provides an interactive interface to set parameters, and also has provisions to select from a variety of concurrency control, priority assignment, workload distribution and other protocols. The impact of transaction workload, underlying system configuration, resource availability, detection rates, and congestion on each of the proposed protocols is observed and presented. In general, the multi-cycle detection protocol demonstrated the most superior performance over a broad range of parameters. The results presented in this paper were obtained from over 147,000 simulations.","","978-1-5386-2588-0","10.1109/HPCC-SmartCity-DSS.2017.74","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8291977","distributed database systems; high performance computing; deadlock detection; deadlock resolution","System recovery;Protocols;Real-time systems;Concurrency control;Distributed databases;Database systems","concurrency control;protocols;real-time systems;system recovery;transaction processing","priority assignment;multicycle detection protocol;detection rates;transaction workload;workload distribution;concurrency control;real-time transaction processing simulator;invocation period;transaction characteristics;load conditions;overhead;varying degree;resolution protocol;deadlock detection protocols;real-time distributed transaction processing;real-time distributed environments;adaptive deadlock detection","","2","","14","IEEE","15 Feb 2018","","","IEEE","IEEE Conferences"
"E-Service Quality Assesment of Mobile-based Smart Regency with M-S-QUAL Approach","A. K. Darmawan; D. O. Siahaan; T. D. Susanto; Hoiriyah; B. A. Umam; Anwari","Department of Information System, Universitas Islam Madura, Pamekasan, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Information System, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Information System, Universitas Islam Madura, Pamekasan, Indonesia; Department of Information Technology, Universitas Islam Madura, Pamekasan, Indonesia; Department of Information System, Universitas Islam Madura, Pamekasan, Indonesia","2020 3rd International Conference on Information and Communications Technology (ICOIACT)","29 Jan 2021","2020","","","212","217","Today, almost every country struggles to implement city management with the concept of smart cities. Several previous studies have produced several models to measure the quality of information system services. Previously there had been several studies that measured service quality and experience quality in the context of smart city application. However, less work still explores the quality of service calculation of the Smart District model, which is quite different from the common smart - city concept. This study aims to evaluate the quality of service from the application of mobile-based smart regency or districts. The model and approach used is the Mobile Service Quality (M-S-QUAL) model, which is a model of development and adaptation of the previous model, namely SERVQUAL, a viral model for measuring the quality of information system services. Data collection was carried out from one hundred and seventy respondents who were successfully collected using the online survey method - data processing using SmartPLS v.3.2.8 software. Research findings indicate that the variables proposed in the M-S-QUAL model are positive and essential relationships for measuring the quality of smart district services. This research contributes to determining the effective use of intelligent regional mobile applications. This research confirms that lawmakers pay more attention to important issues that influence the performance of smart district mobile service quality.","","978-1-7281-7356-6","10.1109/ICOIACT50329.2020.9331965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9331965","e-Service Quality;smart city;smart regency;M-SQUAL;mobile-based application","Adaptation models;Smart cities;Quality of service;Software;Mobile applications;Information and communication technology;Information systems","customer services;Internet;mobile computing;town and country planning","service quality assesment;mobile-based smart regency;m-s-qual approach;city management;information system services;smart city application;quality of service;Smart District model;Mobile Service Quality model;M-S-QUAL model;intelligent regional mobile applications;smart district mobile service quality","","5","","42","IEEE","29 Jan 2021","","","IEEE","IEEE Conferences"
"A hybrid-based 3D streaming framework for mobile devices over IoT environments","M. A. Ja'afreh; M. Aloqaily; I. A. Ridhawi; N. Mostafa","School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, CA; College of Engineering and Technology, American University of of the Middle East (AUM), Egaila, Kuwait; College of Engineering and Technology, American University of the Middle East, Kuwait, KW; College of Engineering and Technology, American University of of the Middle East (AUM), Egaila, Kuwait","2018 Third International Conference on Fog and Mobile Edge Computing (FMEC)","31 May 2018","2018","","","211","216","Today, we are witnessing the evolution of the Internet of Things (IoT), where trillions of objects are interconnected and starting to re-define the design of the Internet and its services. In fact, IoT plays a prominent role in the realization of the smart city paradigm. One of the highly demanded services in a smart city infrastructure is to enable Networked Virtual Environment (NVE) class of applications, like collaborative Augmented Reality (AR), virtual walkthroughs, and Massively Multiplayer Online games (MMOGs), on mobile things. Perversely, pre-downloading and rendering a complex 3D graphics is very computationally intensive and neither commensurate with the current mobiles hardware specifications and their dynamic mobility natures nor with the available wireless bandwidth. In addition, most IoT environments are generally deployed via a service-centric architecture which obviously suffers from a single point of failure, service latency, and scalability issues between IoT gateways and mobile devices. In order to address these problems, a framework that combines the pros of both central and distributed based schemes has been proposed. The proposed hybrid framework, referred to as STREAMIT, facilitates the 3D texture streaming over thin devices to cope with the mobile hardware resources and alleviate the challenges of client-server and ad-hoc 3D streaming. In addition, STREAMIT implements adaptive strategies to select, prioritize, and convey 3D texture graphical objects that only contribute to the user's visible scene. STREAMIT has been evaluated using NS3 discrete network simulator where extensive experiments have confirmed big achievements in terms of resource utilization, latency, throughput, and overhead.","","978-1-5386-5896-3","10.1109/FMEC.2018.8364067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8364067","Internet of things;Networked Virtual Environment;3D streaming;Smart city;Mobile devices","Three-dimensional displays;Mobile handsets;Streaming media;Smart cities;Rendering (computer graphics);Real-time systems;Multimedia communication","augmented reality;client-server systems;computer games;Internet of Things;internetworking;mobile computing;smart cities;virtualisation","dynamic mobility natures;Internet of Things;Networked Virtual Environment;Massively Multiplayer Online games;STREAMIT hybrid framework;3D texture streaming;ad-hoc 3D streaming;NS3 discrete network simulator;current mobiles hardware specifications;complex 3D graphics;Multiplayer Online games;virtual walkthroughs;collaborative Augmented Reality;smart city infrastructure;smart city paradigm;hybrid-based 3D streaming framework;NS3 discrete network;3D texture graphical objects;client-server;mobile hardware resources;STREAMIT;central distributed based schemes;mobile devices;IoT gateways;service latency;service-centric architecture;IoT environments;available wireless bandwidth","","4","","15","IEEE","31 May 2018","","","IEEE","IEEE Conferences"
"Study on the Influence of Subway Passengers' Non-adaptive Behavior Based on Knowledge-Attitude-Practice Theory","Y. Wang; L. Cheng; S. Li","Xi'an University of Science and Technology, Xi'an, Shaanxi, CN; Xi'an University of Science and Technology, Xi'an, Shaanxi, CN; Xi'an University of Science and Technology, Xi'an, Shaanxi, CN","2019 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)","21 Mar 2019","2019","","","72","76","In order to reduce the non-adaptive behavior of subway passengers during emergency evacuation, the emergency evacuation efficiency is improved. Based on the knowledge-based line (KAP) theory, a structural equation model for the non-adaptive behavior of subway evacuation passengers is constructed. The data collected by the questionnaire is used to verify the above theoretical model, and the passenger experience knowledge and safety attitude are analyzed. influences. The results show that the experience and safety attitude of evacuation passengers have a significant negative effect on non-adaptive behaviors. For other factors, the empirical knowledge factors and evacuation safety attitude factors increase by 1%, non-adaptive behaviors, the probability of occurrence will drop by 0.48% and 0.53%. Therefore, improving the passenger's experience knowledge and evacuation safety attitude can effectively interfere with or reduce the occurrence of passengers' non-adaptive behavior.","","978-1-7281-1307-4","10.1109/ICITBS.2019.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669567","Fire Emergency Evacuation;Knowledge-Attitude-Practice;Non-Adaptive Behavior;Structural Equation modeling","Fires;Mathematical model;Public transportation;Fitting;Software reliability","behavioural sciences;decision making;emergency management;emergency services;probability;railway industry;statistical analysis","subway passengers;knowledge-attitude-practice theory;nonadaptive behavior;emergency evacuation efficiency;knowledge-based line theory;subway evacuation passengers;passenger experience knowledge;evacuation safety attitude factors","","2","","20","IEEE","21 Mar 2019","","","IEEE","IEEE Conferences"
"Evaluation of Transportation Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness and Sustainability","L. Xu; L. Li; K. Liu; J. Zhang; Y. Chang; Y. Fang; H. Yuan; Z. Yang; J. Chen; Y. Wang; Y. Fang","Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA; Universal Village Society, Cambridge, USA","2020 5th International Conference on Universal Village (UV)","11 May 2021","2020","","","1","63","Transportation systems have revolutionized the form of society. With modern transportation methods, countries and cities are becoming more interconnected, allowing for less traveling time and efficiency. However, the transportation system nowadays is also facing great challenges. The limited resources cannot meet the ever-growing demand for transportation, the expensive modern lifestyle puts the environment we rely on in jeopardy, the exhaustion of traditional transportation tools damages the health of all living creatures, and the current transportation system even brings about many safety and security issues. Although the Intelligent Transportation System (ITS) has been proposed to address these issues in the last century, many connectivity problems are still not considered. In this paper, we evaluate, from the UV perspective, the challenges of the transportation system and the current status of ITS based on a framework of closed feedback control loop: data acquisition, communication, decision making, and action. We propose that an effective ITS should take into consideration the interaction between the ITS and other seven smart city subsystems: smart home and community, smart medicine and healthcare, smart energy management, smart city infrastructure, smart environmental protection, smart response system for city emergency, and smart humanity, and also study how the ITS would be affected by four major impacting factors of smart cities: information flow, material cycle, lifestyle, and community. This systematic study will help us explore in-depth the complicated dynamic relationship between multiple impacting factors and propose a UV-oriented, integrated, resilient, inclusive, and sustainable development framework design to address current imminent challenges and to improve our modern intelligent transportation system through our innovative methods of accurate static and dynamic information matching based on the redundancy in data acquisition, novel communication mechanism based on multi-dimensional layers of information that ensures the information effectiveness, robustness and self-adaptive methods, and demand-response management.","","978-1-7281-9523-0","10.1109/UV50937.2020.9426197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426197","Universal Village;Intelligent Transportation System;Smart Cities;Closed Loop;Information Flow;Material Cycle;Lifestyle;Community;Mobility;Integration;Resilience;Inclusiveness;Sustainability","Smart cities;Data acquisition;Transportation;Medical services;Tools;Robustness;Safety","data acquisition;decision making;demand side management;feedback;health care;sustainable development;transportation","intelligent transportation system;transportation tools;smart city subsystems;smart energy management;smart city infrastructure;smart response system;UV-oriented solution;ever-growing demand;security issues;safety issues;closed feedback control loop;data acquisition;decision making;smart home and community;smart medicine;healthcare;smart environmental protection;city emergency;smart humanity;information flow;material cycle;UV-oriented;sustainable development framework design;innovative method;dynamic information matching;communication mechanism;multidimensional layers;information effectiveness;self-adaptive methods;demand-response management","","2","","261","IEEE","11 May 2021","","","IEEE","IEEE Conferences"
"Towards a Smart(er) Social Science Using High-Dimensional Continuous-Time Trajectories from the Open Dynamic Interaction Networks (ODIN) Platform","B. Khan; K. Dombrowski; A. Bellam; G. F. Sayeras; K. Pi; D. Crawford; P. Habecker; M. Jauernig","Department of Sociology, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; Department of Sociology, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; Social Network Research Group, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; Social Network Research Group, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; REACH Lab, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; REACH Lab, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; REACH Lab, University of Nebraska-Lincoln, Lincoln, Nebraska, USA; Social Network Research Group, University of Nebraska-Lincoln, Lincoln, Nebraska, USA","2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","9 Apr 2020","2019","","","37","44","In this paper, we describe Open Dynamic Interaction Networks (ODIN), a software platform designed to move the social, behavioral, and public health sciences toward a new investigative paradigm. ODIN enables us to collect and analyze rich, contextual continuous-time data on both personal change and interpersonal interaction. It achieves this by supporting dynamic delivery of questions based on the currently sensed context of each participant. The ODIN system extends beyond static (or even stepwise dynamic) graph-theoretic renderings of social life and individual behavior by considering “social relationship” to be measured in terms of high-dimensional continuous-time trajectories. The system is designed to be extensible, allowing seamless incorporation of new sensors, and correspondingly sophisticated compound rules by which contexts of interest may be specified. As such, ODIN opens the door for a ""smarter"" social science based on continuous contextual data, and a ""smarter"" data science that is reflective and sociologically informed.","","978-1-7281-4034-6","10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060269","social network analysis;dynamic networks;longitudinal networks;temporal networks contextual survey;adaptive survey;ecological momentary assessment","","graph theory;health care;human computer interaction;public domain software;rendering (computer graphics);social sciences computing","individual behavior;social relationship;high-dimensional continuous-time trajectories;smarter social science;smarter data science;Open Dynamic Interaction Networks platform;software platform;social health sciences;public health sciences;ODIN system;behavioral health sciences;graph-theoretic renderings;contextual continuous-time data analysis","","1","","46","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Adaptive Neural Network Observer Based PID-Backstepping Terminal Sliding Mode Control for Robot Manipulators","R. Xi; Z. Yang; X. Xiao","State Key Laboratory of Internet of Things for Smart City, University of Macau, Taipa, Macau SAR, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Taipa, Macau SAR, China; Department of Biomedical Engineering, National University of Singapore, Singapore","2020 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM)","5 Aug 2020","2020","","","209","214","In this paper, a single weight RBF neural network based state and disturbance observer and the observer based proportional integral differential backstepping terminal sliding mode controller (PID-BTSMC) are proposed for control of robot manipulators subject to system uncertainties, external disturbances and unmeasured states. The single weight RBF neural network is first time used in design of state and disturbance observer to improve the online learning efficiency for practical engineering applications. The observer based backstepping terminal sliding mode controller (BTSMC) is introduced with the merits of high robustness, fast transient response, finite time convergence and globally asymptotic stability. Then a PID-BTSMC is proposed which preserves the merits of both PID and BTSMC. The proposed controller is applied for tracking control for a single link robot system and compared with the related PID, Backstepping and nonsingular fast terminal sliding mode controller. The superior performance of the proposed approach is demonstrated in the comparison results.","2159-6255","978-1-7281-6794-7","10.1109/AIM43001.2020.9158859","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9158859","Robot control;Terminal sliding mode control(TSMC);RBF neural networks;State observer;Disturbance observer.","Manipulators;Disturbance observers;Neural networks;Uncertainty;Backstepping","adaptive control;asymptotic stability;control nonlinearities;control system synthesis;manipulators;neurocontrollers;nonlinear control systems;observers;position control;radial basis function networks;robust control;stability;three-term control;transient response;variable structure systems","adaptive neural network observer based PID-Backstepping terminal sliding mode control;robot manipulators;single weight;disturbance observer;proportional integral differential backstepping terminal;PID-BTSMC;backstepping terminal sliding mode controller;tracking control;single link robot system;nonsingular fast terminal sliding mode controller","","1","","14","IEEE","5 Aug 2020","","","IEEE","IEEE Conferences"
"User and home appliances pervasive interaction in a sensor driven smart home environment: The SandS approach","G. Stratogiannis; A. Vlachostergiou; G. Siolas; G. Caridakis; P. Mylonas; A. Stafylopatis; S. Kollias","Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece; Intelligent Systems, National Technical University of Athens, Zografou, Greece","2015 10th International Workshop on Semantic and Social Media Adaptation and Personalization (SMAP)","4 Jan 2016","2015","","","1","6","EU FIRE research project ""Social and Smart"" aims to formalize and build a complete ecosystem of users, context sensors and smart home appliances that interact following the ubiquitous computing paradigm in order to adapt and enhance the everyday user-appliance interaction. In this framework a user is modeled through the use of Personas stereotypes. Contextual information is collected via wireless ambient sensors, such as temperature and humidity ones, but can also include Smart City sensors and services. This contextual information is further re-lated to each user's model through the enforcement of home rules, expressed in a high level language. Knowledge representation is supported through Semantic Web technologies that also ensure the interoperability between all the actors of the ecosystem. Preliminary experimental results have been carried in a small scale Smart Home setting, but also in a larger scale using the FIWARE1 framework provided by the SmartSandander testbed.","","978-1-4673-8395-0","10.1109/SMAP.2015.7370088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7370088","Pervasive Computing;Smart Homes;Sensors;Con-text Awareness;Semantic Interoperability;Smart Cities","Context;Context modeling;Adaptation models;Computational modeling;Human computer interaction;Home appliances;Smart homes","domestic appliances;home automation;knowledge representation;semantic Web;smart cities;ubiquitous computing","home appliances pervasive interaction;sensor driven smart home environment;SandS approach;EU FIRE research project;social and smart;context sensors;smart home appliances;ubiquitous computing paradigm;everyday user-appliance interaction;personas stereotypes;wireless ambient sensors;smart city sensors;knowledge representation;semantic Web technologies;interoperability;smart home setting;FIWARE framework;SmartSandander testbed","","1","","27","IEEE","4 Jan 2016","","","IEEE","IEEE Conferences"
"A spectrum-based adaptive sampling algorithm for smart sensing","I. Scarabottolo; C. Alippi; M. Roveri","Faculty of Informatics, Università della Svizzera Italiana; D.E.I.B, Università della Svizzera Italiana; D.E.I.B., Politecnico di Milano","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","28 Jun 2018","2017","","","1","8","The ever-increasing diffusion of smart pervasive systems has brought to attention the need to optimally manage available energy as well as the request for more general intelligent functionalities. In this direction the paper presents a novel spectrum-based change detection test (CDT) designed to be executed on low-power embedded devices. By exploiting the energy-based features extracted from spectral sub-bands the CDT detects changes in time variance in the incoming signal (reactions to the change might follow) as well as disambiguates between changes and aliasing phenomena. When aliasing is detected an adaptation mechanism is activated to adapt the sampling frequency to the real needs of the signal under inspection (so as to reduce energy consumption). This algorithm enhances the state-of-the-art of adaptive sampling by offering an efficient alternative to complete spectral investigation. The effectiveness of the proposed solution has been assessed on synthetic and real datasets.","","978-1-5386-0435-9","10.1109/UIC-ATC.2017.8397444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397444","smart systems;adaptive sampling;change detection","Time-frequency analysis;Microsoft Windows;Adaptation models;Autoregressive processes;Feature extraction;Predictive models;Frequency estimation","embedded systems;energy consumption;feature extraction;intelligent sensors;signal detection;signal sampling;telecommunication power management;wireless sensor networks","smart sensing;smart pervasive systems;change detection test;CDT;low-power embedded devices;spectral sub-bands;aliasing phenomena;sampling frequency;energy consumption;intelligent functionalities;spectrum-based adaptive sampling algorithm","","2","","32","IEEE","28 Jun 2018","","","IEEE","IEEE Conferences"
"TPCAM: Real-time traffic pattern collection and analysis model based on deep learning","U. K. Sreekumar; R. Devaraj; Q. Li; K. Liu","Computer Engineering Department, San Jose State University (SJSU), San Jose, CA, USA; Computer Engineering Department, San Jose State University (SJSU), San Jose, CA, USA; Computer Engineering Department, San Jose State University (SJSU), San Jose, CA, USA; Computer Engineering Department, San Jose State University (SJSU), San Jose, CA, USA","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","28 Jun 2018","2017","","","1","4","Real-time, robust and reliable traffic surveillance is one of the important requirements to improve urban traffic control systems and eliminate congestions. One of the major drawbacks with the existing traffic surveillance infrastructure is the need for storing and transmitting the huge video data before processing it. In this paper, we focus to enable the intelligence of traffic system as well as eliminate the need for storing and transmitting big data. To achieve this, we propose a real-time system called traffic pattern collection and analysis model (TPCAM) that aims at collecting and generating the statistics of traffic data at intersections. The system employs deep learning models and real-time algorithms to process live traffic information on a resource constrained embedded platform. However, the achievable frame rate on the most advanced embedded systems (NVIDIA Jetson TX2) is only 3 FPS, which is too low to capture the full moving trace of the vehicles. To improve the frame rate, we further propose deep object tracking algorithm leveraging adaptive multi-modal models and make it robust to object occlusions and varying lighting conditions. Based on the deep learning based detection and tracking, we can achieve pseudo-30FPS via adaptive key frame selection.","","978-1-5386-0435-9","10.1109/UIC-ATC.2017.8397674","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397674","traffic surveillance;real-time traffic data;edge computing;deep learning;multiple object tracking","Object tracking;Real-time systems;Cameras;Target tracking;Optical imaging;Analytical models","embedded systems;learning (artificial intelligence);object detection;object tracking;real-time systems;road traffic;traffic engineering computing;video signal processing;video surveillance","TPCAM;robust traffic surveillance;urban traffic control systems;traffic system;real-time system;traffic data;deep learning models;traffic information;advanced embedded systems;deep learning based detection;data storage;big data;statistics;real-time traffic pattern collection;traffic surveillance infrastructure;deep object tracking algorithm;adaptive multimodal models;traffic pattern collection and analysis model;NVIDIA Jetson TX2;object occlusions;lighting conditions;huge video data transmission","","3","","20","IEEE","28 Jun 2018","","","IEEE","IEEE Conferences"
"Retracted: An Adaptive Directional Non-Local Means Algorithm with Size-Adaptive Search Window for Image Denoising","M. Chen; H. Zhang; G. Lin","Robot Technology Used for Special Environment Key Laboratory of Sichuan Province, Southwest University of Science and Technology, Mianyang, China; Robot Technology Used for Special Environment Key Laboratory of Sichuan Province, Southwest University of Science and Technology, Mianyang, China; School of Automation & Information Engineering, Sichuan University of Science & Engineering, Zigong, China","2018 3rd International Conference on Smart City and Systems Engineering (ICSCSE)","6 May 2019","2018","","","834","839","The non-local means (NLM) algorithm computes the pixel similarity using a globally-fixed average patch and research window. Few studies have attempted to find a method of adaptively choosing a patch shape and research window size based on local characteristics. To exploit the local characteristics effectively, we propose an adaptive directional non-local means algorithm with size-adaptive search window (ADNLM-AW). The proposed algorithm first computes the direction of each pixel and partitions the entire image region into three classes. Subsequently, the directional rectangular patches are rotated to coincide with the direction of the texture and the search windows are adaptively adjusted to match the local characteristics of the regions. The experimental results show that the proposed algorithm outperforms other current NLM algorithms in terms of visual quality and peak signal to noise ratio (PSNR).","","978-1-7281-1366-1","10.1109/ICSCSE.2018.00180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8705542","","","","","","","","10","IEEE","6 May 2019","","","IEEE","IEEE Conferences"
"A Fast, Scalable SLINK Algorithm for Commodity Cluster Computing Exploiting Spatial Locality","P. Goyal; S. Kumari; S. Sharma; D. Kumar; V. Kishore; S. Balasubramaniam; N. Goyal","Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA; Department of Computer Science & Information Systems, BITS-Pilani, INDIA","2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","26 Jan 2017","2016","","","268","275","Single linkage (SLINK) hierarchical clustering algorithm is a preferred clustering algorithm over traditional partitioning-based clustering as it does not require the number of clusters as input. But, due to its high time complexity and inherent data dependencies, it does not scale well for large datasets. To the best of our knowledge, all existing parallel SLINK algorithms are based on the traditional SLINK algorithm and thus require large number of computing resources. In this paper, we present a novel optimization of SLINK algorithm, GridSLINK, which is an order of magnitude faster than the existing state-of-the-art implementation. The optimization in GridSLINK comes from reduction in number of distance calculations required by SLINK. This reduction is achieved by exploiting spatial locality of data points and using an adaptive gridding technique. GridSLINK is parallelized for distributed memory systems. Scalable performance is achieved for increasing number of compute nodes. The proposed parallel algorithm, dGridSLINK, is benchmarked against the best existing parallel algorithm in literature and found to outperform the latter for all the real datasets considered. dGridSLINK can cluster millions of data points in few seconds/minutes using a small number of processing elements, without compromising the quality of clustering.","","978-1-5090-4297-5","10.1109/HPCC-SmartCity-DSS.2016.0047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7828388","Parallel computing;multi-core;multi-node;clustering;SLINK;adaptive gridding","Algorithm design and analysis;Clustering algorithms;Partitioning algorithms;Merging;Parallel algorithms;Approximation algorithms;Data structures","computational complexity;distributed memory systems;parallel processing;pattern clustering;statistics;workstation clusters","commodity cluster computing;spatial locality;single linkage;hierarchical clustering algorithm;high time complexity;data dependencies;data points;adaptive gridding;distributed memory systems;parallel algorithm;dGridSLINK","","10","","32","IEEE","26 Jan 2017","","","IEEE","IEEE Conferences"
