Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
An intelligent IoT Enabled Traffic queue handling System Using Machine Learning Algorithm,S. C; S. Radhika; M. K; S. Ranjith; N. Sasirekha,"Department of Electronics and Communication Engineering, MIT, MAHE, Bengaluru; Department of Computer Science Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai; Department of Master of Computer Applications, S.A. Engineering College, Thiruverkadu, Chennai; Department of Electronics and Communication Engineering, Jeppiaar Engineering College, Semmenchery, Chennai; Department of Electronics and Communication Engineering, Sona College of Technology, Salem","2022 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)",14-Oct-22,2022,,,1,9,"Overcrowding, pollutants, and logistical delays have been exacerbated by the fast expansion in the number of automobiles. The Internet of Things (IoT) is a new breakthrough that is bringing the world closer to fully automated processes and systems with sophisticated control. The growth of a nation on the other side of the world leads to an increase in personal automobiles. As a result, metropolitan cities have seen an increase in traffic. A improved traffic management system is needed, therefore. Good and dependable traffic control and bottleneck management may save a lot of money and time. IoT-based ITM sensors are installed in automated cars and smart gadgets to detect, acquire, and send data.. The use of machine learning (ML) may also help to enhance the transportation system. Because of the many issues with current transportation management systems, there is a high prevalence of traffic congestion, delays, and fatalities. Adaptive traffic control based on machine learning and the internet of things is the subject of this study. For the purposes of this proposal, vehicles, infrastructure, and events all play a key role in its design. The design uses a variety of situations to address all of the transportation system's challenges. A machine-learning-based DBSCAN clustering algorithm is included into the system's design to catch any unintentional anomalies. The suggested algorithm continually adjusts traffic light timings based on traffic flow and predicted movements from neighboring intersections. In addition to reducing travel time, it also reduces traffic congestion by creating a smoother transition. For smart-city-based transportation systems, the suggested traffic-management technique greatly outperforms the traditional approach, according to the results of an experiment. Decreases traffic jams, decrease traffic fatalities and enhances the overall route experience via the use of a suggested solution.",,978-1-6654-7413-9,10.1109/ICSES55317.2022.9914294,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9914294,traffic management system;IoT;ML;DBSCAN method;intelligent traffic management;smart road;intelligent transport system,Machine learning algorithms;Transportation;Clustering algorithms;Machine learning;Traffic control;Prediction algorithms;Delays,automobiles;data mining;Internet of Things;learning (artificial intelligence);pattern clustering;road traffic;road traffic control;telecommunication traffic;traffic control;traffic engineering computing;transportation,intelligent IoT enabled traffic queue;machine learning;logistical delays;fast expansion;fully automated processes;sophisticated control;personal automobiles;metropolitan cities;improved traffic management system;good traffic control;dependable traffic control;bottleneck management;IoT-based ITM sensors;automated cars;transportation system;current transportation management systems;traffic congestion;adaptive traffic control;machine-learning-based DBSCAN clustering algorithm;traffic light timings;traffic flow;smart-city-based transportation systems;suggested traffic-management technique;decreases traffic jams;decrease traffic fatalities,,,,13,IEEE,14-Oct-22,,,IEEE,IEEE Conferences
Image Enhancement Algorithm based on Local Contrast for Convolutional Neural Network-Based Infrared Target Recognition: *Note: Subtitles are not captured in Xplore and should not be used,B. Nian; L. Ma; Y. Zhang; Y. Zhang; H. Shi,"The 32nd Institute, China Electricity Science and Technology, China; College of Science,National University of Defense Technology; College of Electronic Science,National University of Defense Technology; College of Electronic Science,National University of Defense Technology; The 32nd Institute, China Electricity Science and Technology, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",28-Mar-23,2022,,,1609,1617,"In the task of infrared weak and small target recognition, in order to improve the image quality and solve the problem of poor learning ability of convolutional neural network (CNN) due to the imbalance of positive and negative samples, this study proposes a three-stage image enhancement algorithm named adaptive filter for quality enhancement based on local contrast (AFQELC). Firstly, AFQELC analyzes the statistical characteristics of the image and constructs a local contrast adaptive filter (LCAF) to enhance the detailed information of the image, which promotes the deep learning model to learn low-level semantic information. Secondly, principal component analysis (PCA) fusion combines information from the original image and the image enhanced by LCAF to reduce noise. Finally, the gradient component of the original image is extracted to further revise the processing result, which promotes the deep learning model to learn advanced semantic information. The proposed non-data-driven algorithm has a clear and interpretable process, which is superior to other traditional and neural network based image enhancement algorithms. The experiment results show that the quality of images enhanced by AFQELC is improved significantly. In addition, AFQELC can improve the recognition and positioning accuracy of the CNN-based algorithm for infrared target recognition by alleviating the imbalance of positive and negative samples.",,979-8-3503-1993-4,10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00245,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074956,image enhancement;infrared image;imbalanced positive and negative samples;image quality,Image quality;Deep learning;Image recognition;Target recognition;Semantics;Adaptive filters;Convolutional neural networks,adaptive filters;convolutional neural nets;deep learning (artificial intelligence);feature extraction;image enhancement;learning (artificial intelligence);principal component analysis,advanced semantic information;AFQELC analyzes;CNN-based algorithm;convolutional neural network-based infrared target recognition;deep learning model;image quality;infrared weak target recognition;LCAF;local contrast adaptive filter;low-level semantic information;negative samples;neural network based image enhancement algorithms;nondata-driven algorithm;poor learning ability;positioning accuracy;positive samples;principal component analysis fusion combines information;quality enhancement;small target recognition;three-stage image enhancement algorithm;traditional network based image enhancement algorithms,,,,30,IEEE,28-Mar-23,,,IEEE,IEEE Conferences
Road Intersection Optimization with Resource-Constrained Metaheuristic: A Case Study,L. Szatmari; L. Prodan; A. Iovanovici; D. Avramoni,"Department of Computer and Information Technology, Politehnica University Timisoara; Department of Computer and Information Technology, Politehnica University Timisoara; Department of Computer and Information Technology, Politehnica University Timisoara; Department of Computer and Information Technology, Politehnica University Timisoara",2022 IEEE 20th Jubilee International Symposium on Intelligent Systems and Informatics (SISY),13-Feb-23,2022,,,261,266,"Configuring the traffic light scheduling for a complex intersection in dense urban environments can be challenging because of conflicting directions that have to receive fair servicing. While commercial traffic simulations allow these configurations be computed automatically, there is often a sense of missing optimization that could be implemented and which may yield additional traffic flow. This paper presents a case study for a major intersection in the city of Timisoara, in which traffic light coordination is achieved by implementing the Firefly algorithms, its performance being compared through simulations in VISSIM with the actual conditions for the same intersection. Results show that the intersection could still benefit from additional improvements to the traffic flow.",1949-0488,978-1-6654-8988-1,10.1109/SISY56759.2022.10036312,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036312,intelligent transportation systems;adaptive traffic lights;smart city;genetic algorithm;FireFly,Processor scheduling;Roads;Urban areas;Metaheuristics;Transportation;Traffic control;Timing,intelligent transportation systems;metaheuristics;road traffic;road traffic control;traffic engineering computing,additional traffic flow;commercial traffic simulations;complex intersection;dense urban environments;fair servicing;resource-constrained metaheuristic;road intersection optimization;traffic light coordination,,,,25,IEEE,13-Feb-23,,,IEEE,IEEE Conferences
Pose Adaptive Margin Loss for Face Verification,J. Lei; B. Zhang; L. Xia; H. Ling,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; Nanchang University, Nanchang, China; School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",30-May-22,2021,,,1116,1122,"Face verification is to determine whether two faces belong to the same person, and is widely used in ordinary life. Deep Learning-based Face verification (FV) has made great progress and achieved very high performance on LFW in recent years. And FV is an open-set problem, so is expected to learn discriminative features which intra-class variation of features is small and inter-class difference is large. While at the same time, we notice that the variance in pose greatly degrades the verification performance, due to the intrinsic difficulties in generalization and robust feature extraction from relative few non-frontal face examples. Margin based Softmax loss has achieved outstanding improvements, and we argue that the margin should be adjusted according to different poses. In this paper, we propose an pose adaptive margin loss to improve the generalization ability of margin based Softmax loss in face verification problems, where faces with different poses have different additive margin. Extensive experiments demonstrate that our method achieves better performance than popular margin-based approaches.",,978-1-6654-9457-1,10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00173,Natural Science Foundation of China(grant numbers:61972169); National key research and development program of China(grant numbers:2019QY(Y)0202); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781003,Face verification;Pose-adaptive Margin;Non-frontal Face;Deep Learning,Training;Representation learning;Additives;Smart cities;Benchmark testing;Feature extraction;Task analysis,deep learning (artificial intelligence);face recognition;feature extraction,pose adaptive margin loss;interclass difference;robust feature extraction;margin-based approaches;deep learning-based face verification;LFW;discriminative feature learning;margin based softmax loss generalization ability,,,,33,IEEE,30-May-22,,,IEEE,IEEE Conferences
Acoustic Howling Suppression with Neural Networks using Real-world Data,L. Wan; B. Lv; H. Liu; L. Gan; Y. Zhou,"School of Communication and Information Engineering Chongqing University of Posts and Telecommunications, Chongqing, China; School of Communication and Information Engineering Chongqing University of Posts and Telecommunications, Chongqing, China; School of Communication and Information Engineering Chongqing University of Posts and Telecommunications, Chongqing, China; College of Engineering, Design and Physical Science Brunel Univeristy, London, UK; School of Communication and Information Engineering Chongqing University of Posts and Telecommunications, Chongqing, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",28-Mar-23,2022,,,2270,2274,"Due to the closed loop between the microphone and loudspeaker, howling occurs in scenarios such as meetings, KTV, and smart classroom. The howling will not only affect the people's hearing, but also damage audio equipment, bringing poor experiences to listeners. The current high-end devices are equipped with howling suppression algorithms, where traditional signal processing methods such as frequency shift, notch filter, and adaptive feedback cancellation are usually adopted. In this work, we attempt to leverage the power of deep learning techniques to perform howling suppression. To that aim, we set up an environment in which the howling sound is generated and recorded. Based on this setting, we totally collected 36 hours data for the purpose of training. To demonstrate the potentials of deep learning, several networks have been experimented and the corresponding results are reported. The results show that the deep learning-based methods produce a superior howling suppression performance, which indicates the feasibility of using deep learning in this task.",,979-8-3503-1993-4,10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00335,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074718,Howling suppression;deep learning;data col-lection;networks,Deep learning;Training;Learning systems;Performance evaluation;Neural networks;Signal processing algorithms;Signal processing,acoustic signal processing;audio equipment;audio signal processing;deep learning (artificial intelligence);feedback;hearing aids;learning (artificial intelligence);loudspeakers;microphones;notch filters;signal processing,36 hours data;acoustic howling suppression;adaptive feedback cancellation;closed loop;current high-end devices;damage audio equipment;deep learning techniques;deep learning-based methods;frequency shift;howling sound;howling suppression algorithms;neural networks;notch filter;people;poor experiences;real-world data;smart classroom;superior howling suppression performance;time 36.0 hour;traditional signal,,,,22,IEEE,28-Mar-23,,,IEEE,IEEE Conferences
IoE Knowledge Flow Model in Smart Cities,V. C. Paes; C. H. M. Pessoa; V. C. Farias Da Costa; L. F. S. Oliveira; J. M. De Souza,"Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Federal Institute of Rio de Janeiro, Niterói, Brazil; Systems Engineering and Computer Science Program, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil","2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",18-Nov-22,2022,,,982,987,"With a growing demand for new technologies, concepts such as the Internet of Everything (IoE) – in which smart sensors (humans and machines) connect, communicate, and share information from the surrounding environment – are gaining notoriety. Thus, this study focuses on developing a knowledge flow model in the IoE scenario for Smart Cities, including how knowledge is disseminated in these intelligent environments in human-to-machine interactions. The study considers a knowledge-based taxonomy defined for IoE environments and supports the full realization of IoE applications through a knowledge management strategy. The proposed IoE Knowledge Flow Model contributes to identification of knowledge flows related to IoE architecture layers in smart city applications.",2577-1655,978-1-6654-5258-8,10.1109/SMC53654.2022.9945275,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9945275,internet of everything;knowledge model;taxonomy;layered architecture;knowledge flow,Adaptation models;Smart cities;Knowledge based systems;Taxonomy;Regulation;Knowledge management;Internet of Things,human computer interaction;intelligent sensors;Internet of Things;knowledge based systems;knowledge management;smart cities,human-to-machine interactions;Internet of Everything;IoE architecture layers;IoE knowledge flow;knowledge management;knowledge-based taxonomy;smart city;smart sensors,,,,31,IEEE,18-Nov-22,,,IEEE,IEEE Conferences
DALU: Adaptive Learning Rate Update in Distributed Deep Learning,W. Zhu; Y. Tang,"School of Computer Science, Wuhan University, China; School of Computer Science, Wuhan University, China","2021 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/IOP/SCI)",18-Nov-21,2021,,,203,209,"In the last decade, deep learning has attracted much attention from both the academia and industry. As one of the important hyperparameters, learning rate greatly affects the speed and convergence of deep learning. In the existing approaches, the learning rate is commonly adjusted with the training process, however, does not consider the model accuracy after each training epoch. This problem is even more complex in distributed deep learning approach, which involves multiple machines for learning. In this study, we propose an adaptive learning rate updating strategy (DALU) for distributed deep learning. After completing each training epoch, the classification accuracy on training data set is recorded. Learning rate is adjusted according to the accuracy of current epoch and previous epochs. We also design several special machines having more aggressive learning rate update than regular machines in the distributed system. Compared with current commonly used learning rate adjusting approaches, exponential decay learning rate and cosine decay learning rate, DALU improves the accuracy of deep learning by 3.0% to 3.9%.",,978-1-6654-1236-0,10.1109/SWC50871.2021.00036,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9604461,Learning Rate;Distributed;Deep Learning,Deep learning;Training;Industries;Adaptive learning;Technological innovation;Adaptation models;Smart cities,deep learning (artificial intelligence),training epoch;aggressive learning rate update;exponential decay learning rate;cosine decay learning rate;distributed deep learning approach;adaptive learning rate updating strategy;DALU,,,,15,IEEE,18-Nov-21,,,IEEE,IEEE Conferences
HSS: Faster and More Accurate Sliding Sketch by Using Half Fields,Z. Hang; Y. Wang; S. Huang,"National University of Defense Technology, China; National University of Defense Technology, China; National University of Defense Technology, China","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",30-May-22,2021,,,439,447,"Network measurement is indispensable to network management. This paper focuses on three fundamental network measurement tasks: membership query, frequency query, and heavy hitter query. The State-of-the-art Sliding Sketch (SS) is a sliding window framework for network measurement with the strengths of accurate, fast, and generic. However, SS still can be improved in terms of accuracy and speed. Accordingly, this paper proposes the Half Sliding Sketch (HSS), which utilizes only half fields of SS. We apply HSS to five current sketches for the three kinds of queries noted above. Theoretical analysis reveals that the proposed HSS is faster and more accurate than the state-of-the-art SS while still being generic. Extensive experimental results show that HSS improves accuracy by 2x to 28.7x, 1.5x to 9x, and 2.4x to 3.6x, respectively, for the three query tasks. As for the speed, HSS is 1.2x to 1.5x faster than the SS.",,978-1-6654-9457-1,10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00082,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781011,network measurement;heavy hitter detection;Software-Defined Networking,Analytical models;Adaptation models;Current measurement;Memory management;Data structures;Frequency measurement;Velocity measurement,computer networks;query processing,HSS;half fields;network measurement;membership query;frequency query;heavy hitter query;sliding window framework;half sliding sketch,,,,42,IEEE,30-May-22,,,IEEE,IEEE Conferences
Multi-agent deep reinforcement learning for traffic signal control with Nash Equilibrium,W. Wei; Q. Wu; J. Wu; B. Du; J. Shen; T. Li,"School of Computer Science and Engineering, Xi'an University of Technology, Xi'an, China; Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu, China; School of Computing and Information Technology, University of Wollongong, Wollongong, Australia; SMART Infrastructure Facility, University of Wollongong, Wollongong, Australia; School of Computing and Information Technology, University of Wollongong, Wollongong, Australia; China Mobile Communications Corporation, Lanzhou, China","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",30-May-22,2021,,,1435,1442,"Traffic signal control is an essential and chal-lenging real-world problem, which aims to alleviate traffic congestion by coordinating vehicles' movements at road in-tersections. Deep reinforcement learning (DRL) combines deep neural networks (DNNs) with a framework of reinforcement learning, which is a promising method for adaptive traffic signal control in complex urban traffic networks. Now, multi-agent deep reinforcement learning (MARL) has the potential to deal with traffic signal control at a large scale. However, current traffic signal control systems still rely heavily on simplified rule- based methods in practice. In this paper, we propose: (1) a MARL algorithm based on Nash Equilibrium and DRL, namely Nash Asynchronous Advantage Actor-Critic (Nash-A3C); (2) an urban simulation environment (SENV) to be essentially close to the real-world scenarios. We apply our method in SENV, obtaining better performance than benchmark traffic signal control methods by 22.1%, which proves that Nash-A3C to be more suitable for large industrial level deployment.",,978-1-6654-9457-1,10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00215,Natural Science Foundation of Shaanxi Province of China(grant numbers:2021JM-344); Shaanxi Key Laboratory of Intelligent Processing for Big Energy Data(grant numbers:IPBED7); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781235,traffic signal control;DRL;MARL;Nash Equilibrium;simulation environment;Nash-A3C;SENV,Performance evaluation;Deep learning;Computational modeling;Roads;Neural networks;Reinforcement learning;Nash equilibrium,adaptive control;control engineering computing;deep learning (artificial intelligence);game theory;multi-agent systems;reinforcement learning;road traffic control;traffic engineering computing,multiagent deep reinforcement learning;Nash equilibrium;traffic congestion;deep neural networks;adaptive traffic signal control;urban traffic networks;Nash-A3C;DRL;DNNs;MARL algorithm;Nash asynchronous advantage actor-critic;SENV;urban simulation environment,,2,,30,IEEE,30-May-22,,,IEEE,IEEE Conferences
"ROI-demand Traffic Prediction: A Pre-train, Query and Fine-tune Framework",Y. Cui; S. Li; W. Deng; Z. Zhang; J. Zhao; K. Zheng; X. Zhou,"The Hong Kong University of Science and Technology, Hong Kong SAR, China; Guangzhou University, Guangzhou, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; The Hong Kong University of Science and Technology, Hong Kong SAR, China; University of Electronic Science and Technology of China, Chengdu, China; The Hong Kong University of Science and Technology, Hong Kong SAR, China",2023 IEEE 39th International Conference on Data Engineering (ICDE),26-Jul-23,2023,,,1340,1352,"Traffic prediction has drawn increasing attention due to its essential role in smart city applications. To achieve precise predictions, a large number of approaches have been proposed to model spatial dependencies and temporal dynamics. Despite their superior performance, most existing studies focus datasets that are usually in large geographic scales, e.g., citywide, while ignoring the results on specific regions. However, in many scenarios, for example, route planning on time-dependent road networks, only small regions are of interest. We name the task of answering forecasting requests from any query region of interest (ROI) as ROI-demand traffic prediction (RTP). In this paper, we make a primary observation that existing methods fail to jointly achieve effectiveness and efficiency for RTP. To address this issue, a novel model-agnostic framework based on pre-Training, Querying and fine-Tuning, named TQT, is proposed, which first customizes input data given an ROI, and then makes fast adaptation from pre-trained traffic prediction backbone models by fine-tuning. We evaluate TQT on two real-world traffic datasets, performing both flow and speed prediction tasks. Extensive experiment results demonstrate the effectiveness and efficiency of the proposed method.",2375-026X,979-8-3503-2227-9,10.1109/ICDE55515.2023.00107,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184520,traffic forecasting;time series forecasting;pre-train;fine-tune,Adaptation models;Smart cities;Roads;Predictive models;Data engineering;Data models;Planning,intelligent transportation systems;learning (artificial intelligence);query processing;road traffic;smart cities,model-agnostic framework;precise predictions;query region;ROI-demand traffic prediction;smart city applications;spatial dependencies;speed prediction tasks;time-dependent road networks;TQT framework;traffic prediction backbone models,,,,47,IEEE,26-Jul-23,,,IEEE,IEEE Conferences
Intelligent Live Video Streaming for Object Detection,M. Chen; J. Sun; K. Aida; R. J. Figueiredo; Y. -J. Ku; K. Subratie,"Department of Informatics, The Graduate University for Advanced Studies, SOKENDAI, Tokyo, Japan; National Institute of Informatics, Tokyo, Japan; Department of Informatics, National Institute of Informatics, The Graduate University for Advanced Studies, SOKENDAI, Tokyo, Japan; Electrical and Computer Engineering, University of Florida, Florida, USA; Electrical and Computer Engineering, University of Florida, Florida, USA; Electrical and Computer Engineering, University of Florida, Florida, USA","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",30-May-22,2021,,,1427,1434,"These days, sensors and cameras are being deployed on an increasingly large scale. Furthermore, the rapid development of machine learning models for computer vision now presents novel opportunities for the use of artificial intelligence (AI) and Internet of Things (IoT) combinations in various application scenarios. However, challenges remain in supporting low-latency video streaming from distributed mobile IoT devices under dynamic network environments, and overcoming video data quality degradation that results from weather “noise”, which reduces the accuracy of AI-based data analyses such as object detection. In this paper, we propose a live video stream processing system for supporting intelligent services that integrates the following features. First, to cope with dynamic networks and achieve low latency, our approach employs a peer-to-peer (P2P)-based virtual network at the edge and a multi-tiered architecture composed of IoT cameras, edge, and cloud servers. Second, we construct a flexible messaging system for video analysis built upon SINETStream, which is a messaging system that adopts a topic-based pub/sub model. Third, we implement a framework that can remove weather-related (rain, snow, and fog) noise by applying weather classification and adaptive noise removal models that improve the accuracy of video analysis from data collected outdoors. The latency, throughput, and image quality benchmark experiments conducted to validate the feasibility of our proposed system showed that the process resulted in image quality improvements of approximately 30% (on average).",,978-1-6654-9457-1,10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00214,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781127,IoT;Edge Computing;P2P;Video Stream;Object Detection,Image quality;Adaptation models;Image edge detection;Object detection;Streaming media;Throughput;Internet of Things,cameras;cloud computing;computer vision;image sensors;Internet of Things;learning (artificial intelligence);message passing;middleware;mobile computing;object detection;peer-to-peer computing;video signal processing;video streaming,weather classification;adaptive noise removal models;image quality benchmark experiments;intelligent live video streaming;object detection;sensors;machine learning models;computer vision;artificial intelligence;low-latency video streaming;distributed mobile IoT devices;dynamic network environments;AI-based data analyses;virtual network;IoT cameras;flexible messaging system;Internet of Things combinations;video data quality degradation;peer-to-peer-based virtual network;multitiered architecture;SINETStream;topic-based pub-sub model;weather-related noise,,,,18,IEEE,30-May-22,,,IEEE,IEEE Conferences
A Cost-Efficient Metadata Scheme for High-Performance Deduplication Systems,Y. Mo; Y. Hua; P. Li; Q. Cao; X. Liu,Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; Huazhong University of Science and Technology; McGill University,"2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",30-May-22,2021,,,49,56,"Data deduplication has been widely used in backup systems to eliminate redundant data, which speeds up the backup process and reduces the storage overhead. Deduplication packs multiple chunks into a large, fixed-size container as a storage unit to maintain the locality and achieve efficient compression. We observe that the traditional containers have low filling ratios due to a large amount of metadata generated by small files. Unfilled containers require more space to store a backup, which decreases the storage efficiency and reduces restore performance. In order to address this problem, we propose a Metadata region Adaptive Container Structure, called MACS. MACS maintains a tag to record the length of metadata region in the container. The boundary between meta-data region and data region is dynamically decided to ensure the maximum space efficiency of the containers. Moreover, we propose a container metadata length-based indexing and cache replacement strategy to allow MACS to be practical in data backup systems. We demonstrate the advantages of MACS with three real world backup datasets. MACS achieves over 95% average container filling ratio, which is significantly higher than existing designs. MACS further achieves better restore performance than the traditional container structure. When combined with existing rewriting method, MACS achieves an efficient trade-off between deduplication ratio and restore performance.",,978-1-6654-9457-1,10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00034,National Natural Science Foundation of China(grant numbers:61772212); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9780990,Data Deduplication;Storage Efficiency;Restore Performance;Container Structure,Smart cities;Containers;Metadata;Filling;Indexing,access protocols;cache storage;data compression;indexing;meta data;storage management,cost-efficient metadata scheme;high-performance deduplication systems;data deduplication;redundant data;backup process;storage overhead;deduplication packs multiple chunks;fixed-size container;storage unit;efficient compression;traditional containers;low filling ratios;unfilled containers;storage efficiency;Metadata region Adaptive Container Structure;called MACS;meta-data region;maximum space efficiency;container metadata length-based indexing;cache replacement strategy;data backup systems;world backup datasets;95% average container filling ratio;traditional container structure;efficient trade-off between deduplication ratio,,,,26,IEEE,30-May-22,,,IEEE,IEEE Conferences
Image Anomaly Detection With Semantic- Enhanced Augmentation and Distributional Kernel,M. Wang; Y. Zhu; G. Li; G. Liu; B. Yang,"College of Computer Science and Technology, Jilin University, Changchun, China; Centre for Cyber Security Research and Innovation Deakin University, Geelong, Australia; Centre for Cyber Security Research and Innovation Deakin University, Geelong, Australia; College of Computer Science and Technology Harbin Engineering University, Harbin, China; College of Computer Science and Technology, Jilin University, Changchun, China","2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",28-Mar-23,2022,,,163,170,"In the field of image anomaly detection, self-supervised learning using only normal samples has become a hot research topic since it is difficult to acquire sufficient abnormal data. However, existing self-supervised methods usually consider the impact of the superficial information rather than the semantics of images, resulting in limited generalisation performance. Furthermore, the small amount of training data further limits the performance of anomaly detection. To overcome both issues, we propose a two-stage self-supervised learning framework based on CutPaste with a feature extraction stage followed by an anomaly detection stage. We first add a diminished semantics augmentation to generate harder abnormal samples, so that the feature extraction model pays more attention to semantic information. Furthermore, we increase the density of normal samples with normal sample augmentations and integrate a data-dependent distributional kernel to improve the detection of abnormal images in the second stage, based on the adaptive distributional similarity. Our extensive experiments on the MVTec anomaly detection dataset demonstrate the superior performance of the proposed method.",,979-8-3503-1993-4,10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00054,"National Natural Science Foundation of China(grant numbers:62172185,61876069); Jilin Province Natural Science Foundation(grant numbers:20200201036JC); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074928,Anomaly detection;Self-supervised learning;Semantic information;Data augmentation;Isolation Distributional Kernel,Representation learning;Adaptation models;Semantics;Training data;Self-supervised learning;Feature extraction;Kernel,data handling;feature extraction;image classification;learning (artificial intelligence);pattern classification;supervised learning;unsupervised learning,abnormal images;adaptive distributional similarity;anomaly detection stage;data-dependent distributional kernel;diminished semantics augmentation;existing self-supervised methods;feature extraction model;feature extraction stage;generalisation performance;harder abnormal samples;image anomaly detection;MVTec anomaly detection dataset;normal sample augmentations;normal samples;self-supervised learning framework;semantic information;sufficient abnormal data;superficial information;training data,,,,49,IEEE,28-Mar-23,,,IEEE,IEEE Conferences
