Title,Year,DOI,Link,Abstract,Author Keywords
"Collaborative learning services in the smart university environment",2019,"10.1145/3368756.3369020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077760219&doi=10.1145%2f3368756.3369020&partnerID=40&md5=8d688ca38ac65ca80ee597f5b4a7c65f","Smart University (SU) system is significantly based on the deep integration of information technologies in the educationals process, indeed, the emergence of Smart University (SU) concept enable smart learning process by encompassing a range of smart components, which involve the implementation of an adaptive educational model using informational smart technologies. Through a process of interaction between academics and the organizational structure, it promotes modern methods of collaboration to increase the success and effectiveness of education. The service-oriented paradigm is crucial in ensuring a collaborative learning environment, which boosted by intelligent layers, additional treatment and data-powered. The paper concludes with “smart collaborative learning”, as a relevant concept that adopts smart interactions to promotes modern methods of collaboration between teams of smart learners. © 2019 Association for Computing Machinery.","Collaborative Learning; Service Oriented Architecture; Smart Services; Smart University"
"Geospatial water resources allocation modeling and prognostic scenario planning in lower Benue River Basin, Nigeria.",2019,"10.1145/3368756.3369063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077738413&doi=10.1145%2f3368756.3369063&partnerID=40&md5=4c4b6f0765e0d1794ded9f9a6bb8c3b4","Water allocation management in an equitable and sustainable way is intrinsically complex. Climate change and managerial policy have further adversely altered the hydrologic cycles thus, threatens to worsen the current supply-demand imbalance. This study was conducted in Lower Benue River Catchment in the North Central crevice of Nigeria, to assess the consequences of climate change due to changing rainfall patterns in the area and proposes different prognostic scenarios adaptation on the current and future water allocation sharing in the area. The Soil and Water Assessment Tool (SWAT) was interfaced with Map window - Geographic Information Systems (GIS) for the basin hydrological modeling to assess the impact of the watershed characteristics on runoff and subsequent quantification of the catchment water yield before been allocated optimally based on percentage dependable flow rates of 70% and 85% reliability flow regime at Makurdi, Nigeria discharge station. Furthermore, the Water Evaluation and Planning tool (WEAP) model was used for the water resources utilization simulation and adaptation scenarios by the different riparian users. The SWAT model performed satisfactorily for streamflow and water yield prediction both in the calibration and validation phases with a R2 of 0.57-0.68 and RSR of 0.66-0.82, while the WEAP model calibration and validation at the same station with rainfall data posted a R2 of 0.64 and 0.89. Planners and decision-makers on water resources allocation, therefore, need to consider several integrated plans as alternatives to the adaptation to climate change impacts and anthropogenic activities in resolving the unmet demands. © 2019 Association for Computing Machinery.","Climate change; Dependable flow; Geographic Information Systems; SWAT; Water Management; WEAP"
"Simulation in random waypoint model scenario of a new alert dissemination protocol based on leach routing protocol",2019,"10.1145/3368756.3369035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077755039&doi=10.1145%2f3368756.3369035&partnerID=40&md5=0276cbab6ff865d6720fe25815460b5f","The More recently, researchers around the world have developed a vision of networks whose design differs from that of conventional wireless networks. MANet networks (Mobile Ad-Hoc Networks) are completely decentralized and do not have a fixed infrastructure. Mobile ad hoc networks made up of vehicles (called ad hoc vehicle networks, VANET) are a derivative of the MANET networks and will be used to increase the safety and comfort of road transportation. Among the known systems in the field of road safety there is ABS (anti-lock braking system) and ESP (electronic stability program). But these systems can access only the sensor data of his own vehicle and the driver is not warned in advance of the danger. Therefore the need for a system that allows for a connection between vehicles to improve proactive road safety. In this paper we have injected alert message dissemination functionality to the Low-Energy Adaptive Clustering Hierarchy protocol (LEACH). The basic routing functionalities of LEACH are maintained. We have integrated five procedures to LEACH protocol, which will ensure the following features: Event point detection, search for close neighbors, sending of messages to nearby neighbors, communications from vehicles to Infrastructure and Communications From infrastructure to Vehicles. We have simulate our protocol functionalities on a random waypoint model and exanimate the impact of varying density on the number of received / sent packets and average delay. The results of the number of packets received / sent and of the low average delay prove that our proposed algorithm is reliable and is better suited to dense network. © 2019 Association for Computing Machinery.","Cbrgen; ITS; LEACH; Random Waypoint Mobility Model; Routing; Setdest; Vanet"
"Ubittention 2019: 4th international workshop on smart & Ambient notification and attention management",2019,"10.1145/3341162.3347766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072895952&doi=10.1145%2f3341162.3347766&partnerID=40&md5=42f8c490bf9ec2b21c2377e4ec4b2bf9","Users are increasingly being confronted with a tremendous amount of information proactively provided via notifications from versatile applications and services, through multiple devices and screens in their environment ubiquitously. However, human attention is limited. Further, the latest computing trends including versatile IoT devices, and contexts, such as smart cities and vehicles, are further competing for limited attention. To counter this challenge, “attention management”, including attention representation, sensing, prediction, analysis, and adaptive behavior is needed in our computing systems. Following the successful UbiTtention 2016, 2017 and 2018 workshops with up to 50 participants, the UbiTtention 2019 workshop brings together researchers and practitioners from academia and industry to explore the management of human attention and notifications across versatile devices and contexts to overcome information overload and overchoice. © 2019 Copyright held by the owner/author(s).","Ambient Interfaces; Attention Management; Internet of Things; Interruption Management; Notifications; Smart Cities"
"Low Latency Scalable Point Cloud Communication",2019,"10.1109/ICIP.2019.8803373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076810912&doi=10.1109%2fICIP.2019.8803373&partnerID=40&md5=acbb8533aaf7d3e607980217377d04ba","Mobile edge and V2V Low latency streaming of 3D information is a crucial technology for smart city and autonomous driving. In this paper, we propose a joint source-channel coding framework for transmitting 3D point cloud data to different quality-of-service devices by creating a scalable representation of point cloud. We employ a scalable Binary Tree embedded Quad Tree point cloud encoder with adaptive modulation and coding schemes to guarantee the latency as well as the quality requirement of each user. We perform link level simulations using outdoor 3D point cloud dataset from LiDAR scans for auto-driving. The scalability of our encoded point cloud provides a trade-off in the received voxel size/quality vs channel condition under a hard latency constraint. The users with good channel conditions receive a near lossless point cloud whereas users with bad channel conditions are still able to receive at least the base layer point cloud. © 2019 IEEE.","Auto-driving; Channel Coding; JSCC; Point Cloud; Source Encoding"
"Towards resilient internet of things: Vision, challenges, and research roadmap",2019,"10.1109/ICDCS.2019.00174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073871910&doi=10.1109%2fICDCS.2019.00174&partnerID=40&md5=cb1afc453d83c62b677b6aa2c37fdd3e","Internet of Things (IoT) systems open up massive versatility and opportunity to our world. Providing solutions for smart cities, healthcare, energy, and mobility, such systems increasingly permeate critical aspects of human activity. In a flourish of growth, these complex systems run software, are dynamic, without stable spatial and temporal boundaries, and involve mostly independent software components with different lifespans and evolution models. IoT systems provide data-centric, device-centric and service-centric functionalities that are subject to continuous disruption, under limitations such as resource-constrained devices, platforms heterogeneity, deployment in adverse environments and administrative domains. As these systems evolve and gain complexity, resilience becomes a crucial system property. Bolstering resilience entails understanding and systematically managing dynamic behavior and decentralizing operations. We advocate that to systematically engineer resilience in IoT systems, a complete rethink is necessary regarding their design and operation. In this paradigm shift, systems demand conceptual frameworks, techniques, and mathematically-backed formalisms to treat change and achieve decentralization. We outline a vision for addressing fundamental challenges that software engineering and distributed systems research encounters when building resilient IoT systems. Within a roadmap, we identify techniques and methods that can be leveraged to maintain resilience in the face of disruption, especially in the absence of central control and persistently at the system's runtime. © 2019 IEEE.","Decentralization; Dependability; edge computing; Internet of Things; Resilience; self-adaptive systems"
"Routing autonomous emergency vehicles in smart cities using real time systems analogy: A conceptual model",2019,"10.1109/INDIN41052.2019.8972218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079043317&doi=10.1109%2fINDIN41052.2019.8972218&partnerID=40&md5=da3aeabdc0b3b80699a9c8ecf097b004","Emergency service vehicles like ambulance, fire, police etc. should respond to emergencies on time. Existing barriers like increased congestion, multiple signalized intersections, queued vehicles, traffic phase timing etc. can prevent emergency vehicles (EVs) achieving desired response times. Existing solutions to route EVs have not been successful because they do not use dynamic traffic parameters. Real time information on increased congestion, halts on road, pedestrian flow, queued vehicles, real and adaptive speed, can be used to properly actuate pre-emption and minimise the impact that EV movement can have on other traffic.Smart cities provide the necessary infrastructure to enable two critical factors in EV routing: real-time traffic data and connectivity. In addition, using autonomous vehicles (AVs) in place of normal emergency service vehicles can have further advantages in terms of safety and adaptability in smart city environments. AVs feature several sensors and connectivity that can help them make real-time decisions. We propose a novel idea of using autonomous emergency vehicles (AEVs) that can meet the critical response time and drive through a complex road network in smart cities efficiently and safely. This is achieved by considering traffic network analogous to real-time systems (RTS) where we use mixed-criticality real-time system (MCRTS) task scheduling to schedule AEVs for meeting response time. © 2019 IEEE.","Autonomous vehicles; Emergency responses; Real time systems; Smart cities"
"A distributed predictive road traffic management system in urban VANETs",2019,"10.1109/IWCMC.2019.8766717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073894876&doi=10.1109%2fIWCMC.2019.8766717&partnerID=40&md5=9dba85a3077b9f653d852299e245c46c","Nowadays traffic management is considered as a key factor application to enhance transportation system performances. It aims to reduce traffic jams, fuel consumption and to optimise travel time for road users to reach their destinations in the least possible time. This traffic issue is directly affected by congestions generated at intersections when vehicles spend longer time when crossing them. In this paper, we present a distributed predictive road traffic management system for Vehicular Ad-hoc Networks (VANETs). It aims at predicting the future road traffic along with a continuous adaptation of routes for each vehicle at each junction to minimise driving time and to avoid future congestions in the network. This work highlights communications between vehicles and road-side units and shows how traffic prediction can be achieved in a distributed way without using a central server. We have implemented our proposal using OMNeT++ simulator and we have measured two performance indicators: the total waiting time and the total driving time in order to evaluate its performances compared to other proposals. These indicators have confirmed that our proposed method has better performances under some conditions. © 2019 IEEE.","C-ITS; Distributed traffic management; Smart city; Traffic prediction; VANET"
"Adversarial adaptation of scene graph models for understanding civic issues",2019,"10.1145/3308558.3313681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066901793&doi=10.1145%2f3308558.3313681&partnerID=40&md5=438d83d66c1f6580042f44047c55e934","Citizen engagement and technology usage are two emerging trends driven by smart city initiatives. Typically, citizens report issues, such as broken roads, garbage dumps, etc. through web portals and mobile apps, in order for the government authorities to take appropriate actions. Several mediums - text, image, audio, video - are used to report these issues. Through a user study with 13 citizens and 3 authorities, we found that image is the most preferred medium to report civic issues. However, analyzing civic issue related images is challenging for the authorities as it requires manual effort. In this work, given an image, we propose to generate a Civic Issue Graph consisting of a set of objects and the semantic relations between them, which are representative of the underlying civic issue. We also release two multi-modal (text and images) datasets, that can help in further analysis of civic issues from images. We present an approach for adversarial adaptation of existing scene graph models that enables the use of scene graphs for new applications in the absence of any labelled training data. We conduct several experiments to analyze the efficacy of our approach, and using human evaluation, we establish the appropriateness of our model at representing different civic issues. © 2019 IW3C2 (International World Wide Web Conference Committee), published under Creative Commons CC-BY 4.0 License.","Adversarial Adaptation; Civic Engagement; Intelligent Systems on Web; Scene Graph Generation; Smart Cities"
"Spatio-temporal capsule-based reinforcement learning for mobility-on-demand network coordination",2019,"10.1145/3308558.3313401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066900187&doi=10.1145%2f3308558.3313401&partnerID=40&md5=91be32ee4d3861819ce866821b9a3f9f","As an alternative means of convenient and smart transportation, mobility-on-demand (MOD), typified by online ride-sharing and connected taxicabs, has been rapidly growing and spreading worldwide. The large volume of complex traffic and the uncertainty of market supplies/demands have made it essential for many MOD service providers to proactively dispatch vehicles towards ride-seekers. To meet this need effectively, we propose STRide, an MOD coordination-learning mechanism reinforced spatio-temporally with capsules. We formalize the adaptive coordination of vehicles into a reinforcement learning framework. STRide incorporates spatial and temporal distributions of supplies (vehicles) and demands (ride requests), customers' preferences and other external factors. A novel spatio-temporal capsule neural network is designed to predict the provider's rewards based on MOD network states, vehicles and their dispatch actions. This way, the MOD platform adapts itself to the supply-demand dynamics with the best potential rewards. We have conducted extensive data analytics and experimental evaluation with three large-scale datasets (∼21 million rides from Uber, Yellow Taxis and Didi). STRide is shown to outperform state-of-the-arts, substantially reducing request-rejection rate and passenger waiting time, and also increasing the service provider's profits, often making 30% improvement over state-of-the-arts. © 2019 IW3C2 (International World Wide Web Conference Committee), published under Creative Commons CC-BY 4.0 License.","Capsule network; Mobility-on-demand; Reinforcement learning; Ride-sharing platform; Smart city; Smart transportation coordination"
"Cooperative Reinforcement Learning Based Adaptive Resource Allocation in V2V Communication",2019,"10.1109/SPIN.2019.8711578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066910724&doi=10.1109%2fSPIN.2019.8711578&partnerID=40&md5=17d71531b2a8096c90273d88f48f9e4b","Platooning is one of the key applications of Intelligent Transportation System (ITS) for the smart cities. Various wireless technologies have been proposed for meeting the stringent requirements of platooning. 3GPP has initiated standardization work for LTE based V2V communication. It offers potential means to support transmission of safety critical messages among platoon vehicles with high reliability, security and ultra low latency. However, efficient resource allocation has been a challenge in LTE based networks. In this paper, we propose a Cooperative-Reinforcement Learning (C-RL) based resource selection algorithm for communication among connected vehicles utilizing LTE-Direct technology. The proposal outperforms the distributed resource selection scheme in terms of actual time required for Cooperative Awareness Messages (CAM) dissemination among vehicles forming the platoon and performance of other vehicular links sharing the similar Resource Blocks (RBs). Simulation results shows the efficacy of the proposed algorithm in terms of efficient resource utilization and faster dissemination of messages among the connected vehicles. © 2019 IEEE.","Cooperative Reinforcement Learning; Device-to-Device Communication; Resource Selection"
"DingNet: A self-adaptive internet-of-things exemplar",2019,"10.1109/SEAMS.2019.00033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071085754&doi=10.1109%2fSEAMS.2019.00033&partnerID=40&md5=b8a8a8d362f26ac8f294177b92c8572c","Recent efforts have shown that research on self-adaptive systems can benefit from exemplars to evaluate and compare new methods, techniques and tools. One highly relevant application domain for self-adaptation is the Internet-of-Things (IoT). While some initial exemplars have been proposed for IoT, these exemplars are limited in scope to support research in realistic IoT domains, such as smart cities. To address this limitation, we introduce the DingNet exemplar, a reference implementation for research on self-adaptation in the domain of IoT. DingNet offers a simulator that maps directly to a physical IoT system that is deployed in the area of Leuven, Belgium. DingNet models a set of geographically distributed gateways, which are connected to a user application that is deployed at a front-end server. The gateways can interact over a LoRaWAN network with local stationary and mobile motes that can be equipped with sensors and actuators. The exemplar comes with a set of scenarios for comparing the effectiveness of different self-adaptive solutions. We illustrate how the exemplar is used for a typical adaptation problem of smart city IoT application, where mobile motes dynamically have to adapt their communication settings to ensure reliable and energy efficient communication. © 2019 IEEE.","exemplar; Internet-of-Things; self-adaptation"
"A unified smart surveillance system incorporating adaptive foreground extraction and deep learning-based classification",2019,"10.1109/ICAIIC.2019.8669017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063882804&doi=10.1109%2fICAIIC.2019.8669017&partnerID=40&md5=a2724c46281d99acdede576445f41ffc","The smart surveillance system is one of the most important services provided in a smart city. The smart surveillance applications are equipped with camera sensors to automatically detect and identify potential regions through automated object detection methods. Usually, such methods require high-complexity image processing techniques and algorithms. Hence, the design of low-complexity automated object detection algorithms becomes an important topic in this area. We consider a foreground extraction and deep learning to achieve these goals. A novel unified technique is proposed to detect a moving object from the surveillance videos based on CPU (central processing units). Unlike most of the existing methods that are relying on pixel information, we use a block-based texture and spatial-Temporal information. We use this method to determine the area of the detected moving object(s) only. Furthermore, the area will be processed through a deep learning-based image classification in GPU (graphics processing units) in order to ensure high efficiency and accuracy. It cannot only help to detect object rapidly and accurately, but also can reduce big data volume needed to be stored in smart surveillance systems. © 2019 IEEE.",
"A Framework for Design and Implementation of Adaptive Digital Predistortion Systems",2019,"10.1109/AICAS.2019.8771476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070479753&doi=10.1109%2fAICAS.2019.8771476&partnerID=40&md5=683ad509a56e6a462198151eb915c0e8","Digital predistortion (DPD) has important applications in wireless communication for smart systems, such as, for example, in Internet of Things (IoT) applications for smart cities. DPD is used in wireless communication transmitters to counteract distortions that arise from nonlinearities, such as those related to amplifier characteristics and local oscillator leakage. In this paper, we propose an algorithm-architecture-integrated framework for design and implementation of adaptive DPD systems. The proposed framework provides energy-efficient, real-time DPD performance, and enables efficient reconfiguration of DPD architectures so that communication can be dynamically optimized based on time-varying communication requirements. Our adaptive DPD design framework applies Markov Decision Processes (MDPs) in novel ways to generate optimized runtime control policies for DPD systems. We present a GPU-based adaptive DPD system that is derived using our design framework, and demonstrate its efficiency through extensive experiments. © 2019 IEEE.","dataflow modeling; digital predistortion; Markov decision processes; Smart systems"
"Online Drone-Based Moving Target Detection System in Dense-Obstructer Environment",2019,"10.1109/PADSW.2018.8644908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063330827&doi=10.1109%2fPADSW.2018.8644908&partnerID=40&md5=7b6fe498f2ff05e06ce7abab371272cd","Detection of moving targets is a basic but challenging function of drone-based surveillance systems (DBSSs), which could give rise to various potential applications in smart city and intelligent transportation. However, how to detect moving targets in the dynamic high-altitude environment with restricted computational resources is one of the most critical ones. Furthermore, during the detection, the moving target could travel in dynamic speed and be blocked by dense-obstructer, such as woods and buildings. In this paper, we develop an online drone-based moving target detection (ODMTD)system, which performs moving target detection in dense-obstructer areas. Specifically, first, our proposed system simultaneously performs adaptive path planning and autonomous drone flight via the combination of historical path cost and energy loss computation by using drone attitudes. Second, to detect moving targets in the dynamic background, we develop an algorithm of combing the speed up robust features and approximate nearest neighbors, shortly SURF-ANN, for estimating and compensating the global motion of the background. Finally, in order to calibrate distorted images taken by the camera obliquely, we utilize perspective transformation to remap images into another plane, and then detect moving targets by subtracting registered images (SRI). Furthermore, real-time outdoor high-altitude experiments, by comprising with the state-of-art methods, demonstrate the effectiveness of our ODMTD system. © 2018 IEEE.","dense-obstructer; drone-based surveillance systems; moving target detection; online"
