Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Using the Means-Ends Approach to Understand the Value of Sustainability on the Property Market","Smart City 360°","","","","10.1007/978-3-319-33681-7_65","Michal GluszakMałgorzata Zięba","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_65","Chapter"
"Environmental Management as Part of a Socially Responsible Behavior in the Volkswagen Group","Smart City 360°","","","","10.1007/978-3-319-33681-7_78","Marcela BasovnikovaDaniela SpirkovaRoman Dubovy","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_78","Chapter"
"Socio-Economics Aspects of Housing Quality in the Context of Energy Poverty","Smart City 360°","","","","10.1007/978-3-319-33681-7_53","Daniela SpirkovaMaria ZubkovaJanka BabelovaDagmar Caganova","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_53","Chapter"
"Identification of Key Supply Chain Elements from the Supply Chain Resilience Viewpoint Using the Computer Simulation and Design of Experiments","Smart City 360°","","","","10.1007/978-3-319-33681-7_54","Radim LenortPavel WicherEva JarošováMarek KarkulaDavid StašDavid Holman","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_54","Chapter"
"Traffic Signs in Urban Logistics with the Use of RFID Technology","Smart City 360°","","","","10.1007/978-3-319-33681-7_49","Michal BalogErik SzilagyiMiroslav Mindas","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_49","Chapter"
"Analysis of the Effects of Storage Capabilities Integration on Balancing Mechanisms in Agent-Based Smart Grids","Multiagent System Technologies","","","","10.1007/978-3-319-45889-2_16","Serkan ÖzdemirRainer UnlandWolfgang Ketter","2016","http://link.springer.com/chapter/10.1007/978-3-319-45889-2_16","Chapter"
"Seniors’ Life Satisfaction in Regions of the Czech Republic","Smart City 360°","","","","10.1007/978-3-319-33681-7_80","Martina RašticováNaďa BirčiakováIvana KolářováKateřina Rampulová","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_80","Chapter"
"Self-healing Restoration of Smart Microgrids in Islanded Mode of Operation","Smart City 360°","","","","10.1007/978-3-319-33681-7_33","M. ZakiEl-SharafyH. E. Farag","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_33","Chapter"
"Green Supply Chain Design Considering Warehousing and Transportation","Smart City 360°","","","","10.1007/978-3-319-33681-7_56","Ingo Gestring","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_56","Chapter"
"Detecting Communities of Commuters: Graph Based Techniques Versus Generative Models","On the Move to Meaningful Internet Systems: OTM 2016 Conferences","","","","10.1007/978-3-319-48472-3_29","Ashish DandekarStéphane BressanTalel AbdessalemHuayu WuWee Siong Ng","2016","http://link.springer.com/chapter/10.1007/978-3-319-48472-3_29","Chapter"
"Sustainable E-marketing of Selected Tourism Subjects from the Mediterranean Through Active Online Reputation Management","Smart City 360°","","","","10.1007/978-3-319-33681-7_60","František PollákPeter DorčákNikola RačetaNella Svetozarovová","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_60","Chapter"
"The WoT as an Awareness Booster in Agile Development Workspaces","Web Engineering","","","","10.1007/978-3-319-38791-8_56","Olivier LiechtiJacques PasquierLaurent PrévostPascal Gremaud","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_56","Chapter"
"Informatization of Rail Freight Wagon by Implementation of the RFID Technology","Smart City 360°","","","","10.1007/978-3-319-33681-7_50","Michal BalogMiroslav Mindas","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_50","Chapter"
"Beyond Innovation Within the City Limits","Design, User Experience, and Usability: Novel User Experiences","","","","10.1007/978-3-319-40355-7_43","Pavel Farkas","2016","http://link.springer.com/chapter/10.1007/978-3-319-40355-7_43","Chapter"
"Knowledge Management in the Marketing Mix of Small Food Businesses","Smart City 360°","","","","10.1007/978-3-319-33681-7_45","Michal Pružinský","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_45","Chapter"
"A Tool-Chain for Statistical Spatio-Temporal Model Checking of Bike Sharing Systems","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_46","Vincenzo CianciaDiego LatellaMieke MassinkRytis PaškauskasAndrea Vandin","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_46","Chapter"
"Economic Analysis of Chemical Energy Storage Technologies","Smart City 360°","","","","10.1007/978-3-319-33681-7_23","Parvez Ahmed KhanBala Venkatesh","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_23","Chapter"
"Wind Resource Assessment of the Metropolitan Area of Barcelona","Smart City 360°","","","","10.1007/978-3-319-33681-7_28","Guillaume CaniotMaría Bullido GarcíaStephane SanquerStarsky NayaEmili del Pozo","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_28","Chapter"
"Revisiting Service-Oriented Architecture for the IoT: A Middleware Perspective","Service-Oriented Computing","","","","10.1007/978-3-319-46295-0_1","Valérie IssarnyGeorgios BouloukakisNikolaos GeorgantasBenjamin Billet","2016","http://link.springer.com/chapter/10.1007/978-3-319-46295-0_1","Chapter"
"Designing Product Service Systems in the Context of Social Internet of Things","Exploring Services Science","","","","10.1007/978-3-319-32689-4_32","Pazanee CarpanenLia PatricíoBernardo Ribeiro","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_32","Chapter"
"Development of Costs of Living in the South Moravian Region of the Czech Republic, and Affordable Housing","Smart City 360°","","","","10.1007/978-3-319-33681-7_51","Pavel Zufan","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_51","Chapter"
"User Behavior Modeling for Estimating Residential Energy Consumption","Smart City 360°","","","","10.1007/978-3-319-33681-7_29","Baris AksanliAlper Sinan AkyurekTajana Simunic Rosing","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_29","Chapter"
"Feature-Based Room-Level Localization of Unmodified Smartphones","Smart City 360°","","","","10.1007/978-3-319-33681-7_11","Jiaxing ShenJiannong CaoXuefeng LiuJiaqi WenYuanyi Chen","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_11","Chapter"
"A Knowledge-Based Approach for the Implementation of a SDSS in the Partenio Regional Park (Italy)","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42089-9_8","Maria CerretaSimona PanaroGiuliano Poli","2016","http://link.springer.com/chapter/10.1007/978-3-319-42089-9_8","Chapter"
"The Requirements to Develop a Competency Model for the Position of a Team Leader in Industrial Enterprises in Slovakia","Smart City 360°","","","","10.1007/978-3-319-33681-7_48","Barbora SokolovskáDagmar CagáňováKristína Kašníková","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_48","Chapter"
"Geospatial Future Is Open: Lessons Learnt from Applications Based on Open Data","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_39","Branka Cuca","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_39","Chapter"
"Influence of Traffic Congestions on Safety Stock in Company","Smart City 360°","","","","10.1007/978-3-319-33681-7_62","Juraj DubovecJana MakyšováMilan Kubina","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_62","Chapter"
"The Charging Personas of the E-Mobility Users of Newcastle-Gateshead Urban Area","Smart City 360°","","","","10.1007/978-3-319-33681-7_12","Eiman Y. ElBanhawy","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_12","Chapter"
"Energy-Efficient Buildings in Slovakia: Green Atrium","Smart City 360°","","","","10.1007/978-3-319-33681-7_75","Miroslav PanikAndrej AdamuscinJulius Golej","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_75","Chapter"
"Technology Transfer – Case of Slovak Academic Environment","Smart City 360°","","","","10.1007/978-3-319-33681-7_58","Jana KundríkováAnna ZávodskáJakub Soviar","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_58","Chapter"
"Traditional Cost Accounting as the Key Obstacle to Reach Sustainable SCM Solution in the Industry of the 3rd Millennium","Smart City 360°","","","","10.1007/978-3-319-33681-7_55","Jiří MichnaDavid HolmanRadim LenortDavid StašPavel Wicher","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_55","Chapter"
"Ultra Narrow Band Radio Technology in High-Density Built-Up Areas","Information and Software Technologies","","","","10.1007/978-3-319-46254-7_54","Radim KalfusTomáš Hégr","2016","http://link.springer.com/chapter/10.1007/978-3-319-46254-7_54","Chapter"
"Understanding Intercity Freeway Traffic Variability at Holidays Using Anonymous Cell Phone Data","Smart City 360°","","","","10.1007/978-3-319-33681-7_5","Gang LiuChenhao WangTony Z. Qiu","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_5","Chapter"
"The Challenges of Sustainable Logistics in Finland","Smart City 360°","","","","10.1007/978-3-319-33681-7_57","Jorma Imppola","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_57","Chapter"
"Secure Management and Processing of Metered Data in the Cloud","Smart City 360°","","","","10.1007/978-3-319-33681-7_30","Bokun ZhangPirathayini SrikanthaDeepa Kundur","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_30","Chapter"
"Eco-Innovation in Manufacturing Process in Automotive Industry","Smart City 360°","","","","10.1007/978-3-319-33681-7_44","Martin SpirkoDaniela SpirkovaDagmar CaganovaManan Bawa","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_44","Chapter"
"A Smart Mobility Serious Game Concept and Business Development Study","Games and Learning Alliance","","","","10.1007/978-3-319-40216-1_43","Francesco BellottiRiccardo BertaAlessandro De GloriaGautam DangePratheep Kumar ParanthamanFrancesco CuratelliChiara MartinengoGiulio BarabinoGiuseppe SciuttoElias DemirtzisFlorian Hausler","2016","http://link.springer.com/chapter/10.1007/978-3-319-40216-1_43","Chapter"
"5G-Optimizing Network Coverage in Radio Self Organizing Networks by M/L Based Beam Tilt Algorithm","Smart City 360°","","","","10.1007/978-3-319-33681-7_4","Premkumar KarthikeyanNagabushanam Hari KumarSrinivasan Aishwarya","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_4","Chapter"
"Day-Ahead Electricity Spike Price Forecasting Using a Hybrid Neural Network-Based Method","Smart City 360°","","","","10.1007/978-3-319-33681-7_36","Harmanjot Singh SandhuLiping FangLing Guan","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_36","Chapter"
"Changes in the Demographic Structure of the Central City in the Light of the Suburbanization Process (The Study of Poznań)","Smart City 360°","","","","10.1007/978-3-319-33681-7_71","Maria TrojanekJustyna TanaśRadosław Trojanek","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_71","Chapter"
"Appliance Water Disaggregation via Non-intrusive Load Monitoring (NILM)","Smart City 360°","","","","10.1007/978-3-319-33681-7_38","Bradley EllertStephen MakoninFred Popowich","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_38","Chapter"
"Automated Pedestrians Data Collection Using Computer Vision","Smart City 360°","","","","10.1007/978-3-319-33681-7_3","Tarek SayedMohamed ZakiAhmed Tageldin","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_3","Chapter"
"Development of Route Accessibility Index to Support Wayfinding for People with Disabilities","Smart City 360°","","","","10.1007/978-3-319-33681-7_9","Jonathan A. DuvallJonathan L. PearlmanHassan A. Karimi","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_9","Chapter"
"Segmentation by Data Point Classification Applied to Forearm Surface EMG","Smart City 360°","","","","10.1007/978-3-319-33681-7_13","Jonathan Feng-Shun LinAli-Akbar SamadaniDana Kulić","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_13","Chapter"
"Data Science Challenges to Improve Quality Assurance of Internet of Things Applications","Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications","","","","10.1007/978-3-319-47169-3_54","Harald FoidlMichael Felderer","2016","http://link.springer.com/chapter/10.1007/978-3-319-47169-3_54","Chapter"
"Persuasive Cities for Sustainable Wellbeing: Quantified Communities","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-319-44215-0_22","Agnis StibeKent Larson","2016","http://link.springer.com/chapter/10.1007/978-3-319-44215-0_22","Chapter"
"Goal-Oriented Co-Engineering of Security and Safety Requirements in Cyber-Physical Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-45480-1_27","Christophe PonsardGautier DallonsPhilippe Massonet","2016","http://link.springer.com/chapter/10.1007/978-3-319-45480-1_27","Chapter"
"Knowledge of University Knowledge Workers","Smart City 360°","","","","10.1007/978-3-319-33681-7_69","Jozef Hvorecký","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_69","Chapter"
"Being Smart in Project Management","Smart City 360°","","","","10.1007/978-3-319-33681-7_66","Karolína HanulíkováMarcel MartišekTomáš Uhlík","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_66","Chapter"
"Diameter of Things (DoT): A Protocol for Real-Time Telemetry of IoT Applications","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-319-43177-2_14","Soheil QanbariSamira MahdizadehRabee RahimzadehNegar BehinaeinSchahram Dustdar","2016","http://link.springer.com/chapter/10.1007/978-3-319-43177-2_14","Chapter"
"Influence of Urban Renewal on the Assessment of Housing Market in the Context of Sustainable Socioeconomic City Development","Smart City 360°","","","","10.1007/978-3-319-33681-7_76","Sławomir PalickiIzabela Rącka","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_76","Chapter"
"Seismic Source Modeling by Clustering Earthquakes and Predicting Earthquake Magnitudes","Smart City 360°","","","","10.1007/978-3-319-33681-7_39","Mahdi HashemiHassan A. Karimi","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_39","Chapter"
"Marketing Communications and Its Sustainable Influence on Different Generations","Smart City 360°","","","","10.1007/978-3-319-33681-7_59","Michal VarmusMilan Kubina","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_59","Chapter"
"Some Reflections on the Determinants of ICT Usage","Smart City 360°","","","","10.1007/978-3-319-33681-7_46","Menbere Workie Tiruneh","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_46","Chapter"
"On-the-Fly Mean-Field Model-Checking for Attribute-Based Coordination","Coordination Models and Languages","","","","10.1007/978-3-319-39519-7_5","Vincenzo CianciaDiego LatellaMieke Massink","2016","http://link.springer.com/chapter/10.1007/978-3-319-39519-7_5","Chapter"
"GI2NK Geographic Information: Need to Know Towards a More Demand-Driven Geospatial Workforce Education/Training System","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_45","Mauro SalveminiLaura BerardiMonica SebilloGiuliana VitielloSergio FarruggiaBeniamino Murgante","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_45","Chapter"
"Environmental Noise Sensing Approach Based on Volunteered Geographic Information and Spatio-Temporal Analysis with Machine Learning","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42089-9_7","Miguel Torres-RuizJuan H. Juárez-HipólitoMiltiadis Demetrios LytrasMarco Moreno-Ibarra","2016","http://link.springer.com/chapter/10.1007/978-3-319-42089-9_7","Chapter"
"Where Do Your IoT Ingredients Come From?","Coordination Models and Languages","","","","10.1007/978-3-319-39519-7_3","Chiara BodeiPierpaolo DeganoGian-Luigi FerrariLetterio Galletta","2016","http://link.springer.com/chapter/10.1007/978-3-319-39519-7_3","Chapter"
"The Exploration of User Knowledge Architecture Based on Mining User Generated Contents – An Application Case of Photo-Sharing Website","Design, User Experience, and Usability: Technological Contexts","","","","10.1007/978-3-319-40406-6_17","Nan LiangJiaming ZhongDi WangLiqun Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-40406-6_17","Chapter"
"Living in the Golden Age of Digital Archaeology","Computational Science and Its Applications – ICCSA 2016","","","","10.1007/978-3-319-42108-7_47","Rosa LasaponaraNicola Masini","2016","http://link.springer.com/chapter/10.1007/978-3-319-42108-7_47","Chapter"
"Scalability of Passive and Active Solutions for Time-Based Ranging in IEEE 802.11 Networks","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-33936-8_11","Israel Martin-EscalonaMarta MalpartidaEnrica ZolaFrancisco Barcelo-Arroyo","2016","http://link.springer.com/chapter/10.1007/978-3-319-33936-8_11","Chapter"
"A New SVM-Based Fraud Detection Model for AMI","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-45477-1_18","Marcelo ZanettiEdgard JamhourMarcelo PellenzManoel Penna","2016","http://link.springer.com/chapter/10.1007/978-3-319-45477-1_18","Chapter"
"Towards Smart Open Dynamic Fleets","Multi-Agent Systems and Agreement Technologies","","","","10.1007/978-3-319-33509-4_32","Holger BillhardtAlberto FernándezMarin LujakSascha OssowskiVicente JuliánJuan F. De PazJosefa Z. Hernández","2016","http://link.springer.com/chapter/10.1007/978-3-319-33509-4_32","Chapter"
"Intelligent People Flow Coordination in Smart Spaces","Multi-Agent Systems and Agreement Technologies","","","","10.1007/978-3-319-33509-4_3","Marin LujakSascha Ossowski","2016","http://link.springer.com/chapter/10.1007/978-3-319-33509-4_3","Chapter"
"An Exploratory Method to Clarify Business Potential in the Context of Industrial Internet – A Case Study","Collaboration in a Hyperconnected World","","","","10.1007/978-3-319-45390-3_40","Maarit TihinenMarika IivariHeikki AilistoMarjaana KomiJukka KääriäinenIrina Peltomaa","2016","http://link.springer.com/chapter/10.1007/978-3-319-45390-3_40","Chapter"
"User Dimensions in ‘Internet of Things’ Systems: The UDIT Model","Software Business","","","","10.1007/978-3-319-40515-5_13","Helena Holmström OlssonJan BoschBrian Katumba","2016","http://link.springer.com/chapter/10.1007/978-3-319-40515-5_13","Chapter"
"From Bicycle to Bites: Indoor vs. Outdoor User Testing Methodologies of Georeferenced Mobile Apps","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_29","Letizia BolliniGiulia Cicchinè","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_29","Chapter"
"Urban Growth and Real Estate Income. A Comparison of Analytical Models","Computational Science and Its Applications -- ICCSA 2016","","","","10.1007/978-3-319-42111-7_13","Massimiliano BencardinoMaria Fiorella GranataAntonio NesticòLuca Salvati","2016","http://link.springer.com/chapter/10.1007/978-3-319-42111-7_13","Chapter"
"An Incremental Learning Method to Support the Annotation of Workflows with Data-to-Data Relations","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-49004-5_9","Enrico DagaMathieu d’AquinAldo GangemiEnrico Motta","2016","http://link.springer.com/chapter/10.1007/978-3-319-49004-5_9","Chapter"
"Exploring IoT User Dimensions","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_33","Helena H. OlssonJan BoschBrian Katumba","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_33","Chapter"
"ADInnov: An Intentional Method to Instil Innovation in Socio-Technical Ecosystems","Advanced Information Systems Engineering","","","","10.1007/978-3-319-39696-5_9","Mario Cortes-CornaxAgnès FrontDominique RieuChristine VerdierFabrice Forest","2016","http://link.springer.com/chapter/10.1007/978-3-319-39696-5_9","Chapter"
"Implementing a Broadcast Storm Attack on a Mission-Critical Wireless Sensor Network","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-33936-8_23","Irina KrivtsovaIlya LebedevMikhail SukhoparovNurzhan BazhayevIgor ZikratovAleksandr OmetovSergey AndreevPavel MasekRadek FujdiakJiri Hosek","2016","http://link.springer.com/chapter/10.1007/978-3-319-33936-8_23","Chapter"
"Towards Incentive-Compatible Pricing for Bandwidth Reservation in Community Network Clouds","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-319-43177-2_17","Amin M. KhanXavier VilaçaLuís RodriguesFelix Freitag","2016","http://link.springer.com/chapter/10.1007/978-3-319-43177-2_17","Chapter"
"Dynamic Scheduling in Real Time with Budget Constraints in Hybrid Clouds","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-319-43177-2_2","Ovidiu-Cristian MarcuCatalin NegruFlorin Pop","2016","http://link.springer.com/chapter/10.1007/978-3-319-43177-2_2","Chapter"
"Patorc: Pattern Oriented Compression for Semantic Data Streams","On the Move to Meaningful Internet Systems: OTM 2016 Conferences","","","","10.1007/978-3-319-48472-3_11","Fethi BelghaoutiAmel BouzeghoubZakia Kazi-AoulRaja Chiky","2016","http://link.springer.com/chapter/10.1007/978-3-319-48472-3_11","Chapter"
"Decentralized Planning for Self-Adaptation in Multi-cloud Environment","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-14886-1_9","Azlan IsmailValeria Cardellini","2015","http://link.springer.com/chapter/10.1007/978-3-319-14886-1_9","Chapter"
"Autonomic Aspects of IoT Based Systems: A Logistics Domain Scheduling Example","Interoperability and Open-Source Solutions for the Internet of Things","","","","10.1007/978-3-319-16546-2_12","Septimiu NechiforDan PuiuBogdan TârnaucǎFlorin Moldoveanu","2015","http://link.springer.com/chapter/10.1007/978-3-319-16546-2_12","Chapter"
"Smart City App","New Horizons in Design Science: Broadening the Research Agenda","","","","10.1007/978-3-319-18714-3_30","Joana MonteiroMatthew AustinGaurav MandilwarRaj Sharman","2015","http://link.springer.com/chapter/10.1007/978-3-319-18714-3_30","Chapter"
"Virtualizing Communication for Hybrid and Diversity-Aware Collective Adaptive Systems","Service-Oriented Computing - ICSOC 2014 Workshops","","","","10.1007/978-3-319-22885-3_6","Philipp ZeppezauerOgnjen ScekicHong-Linh TruongSchahram Dustdar","2015","http://link.springer.com/chapter/10.1007/978-3-319-22885-3_6","Chapter"
"A Smart Planning for Smart City: The Concept of Smart City as an Opportunity to Re-think the Planning Models of the Contemporary City","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21407-8_40","Ilaria GrecoAngela Cresta","2015","http://link.springer.com/chapter/10.1007/978-3-319-21407-8_40","Chapter"
"Design for Adaptation of Distributed Service-Based Systems","Service-Oriented Computing","","","","10.1007/978-3-662-48616-0_27","Antonio BucchiaroneMartina De SanctisAnnapaola MarconiMarco PistorePaolo Traverso","2015","http://link.springer.com/chapter/10.1007/978-3-662-48616-0_27","Chapter"
"A Mashup-Based Application for the Smart City Problematic","Human-Computer Interaction: Interaction Technologies","","","","10.1007/978-3-319-20916-6_63","Abdelghani AtroucheDjilali IdoughiBertrand David","2015","http://link.springer.com/chapter/10.1007/978-3-319-20916-6_63","Chapter"
"Engineering Environment-Mediated Coordination via Nature-Inspired Laws","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_5","Franco Zambonelli","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_5","Chapter"
"Introduction and Challenges of Environment Architectures for Collective Intelligence Systems","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_6","Juergen MusilAngelika MusilStefan Biffl","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_6","Chapter"
"Monitoring of Service-Oriented Applications for the Reconstruction of Interactions Models","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21404-7_13","Mariam ChaabaneFatma KrichenIsmael Bouassida RodriguezMohamed Jmaiel","2015","http://link.springer.com/chapter/10.1007/978-3-319-21404-7_13","Chapter"
"HelpMe: A Heuristic License Plate Correction Method for Big Data Application","Process-Aware Systems","","","","10.1007/978-3-662-46170-9_8","Guochao JiaXu TaoYan LiuWanchun Dou","2015","http://link.springer.com/chapter/10.1007/978-3-662-46170-9_8","Chapter"
"Simulating Distributed Systems with SDL and Hardware-in-the-Loop","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_5","Tobias BraunDennis Christmann","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_5","Chapter"
"Investigating Fluid-Flow Semantics of Asynchronous Tuple-Based Process Languages for Collective Adaptive Systems","Coordination Models and Languages","","","","10.1007/978-3-319-19282-6_2","Diego LatellaMichele LoretiMieke Massink","2015","http://link.springer.com/chapter/10.1007/978-3-319-19282-6_2","Chapter"
"A Service Industry Perspective on Software Defined Radio Access Networks","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27119-4_25","Casimer DeCusatisIoannis Papapanagiotou","2015","http://link.springer.com/chapter/10.1007/978-3-319-27119-4_25","Chapter"
"Intra Smart Grid Management Frameworks for Control and Energy Saving in Buildings","Internet and Distributed Computing Systems","","","","10.1007/978-3-319-23237-9_12","Antonio GuerrieriJordi SerraDavid PubillChristos VerikoukisGiancarlo Fortino","2015","http://link.springer.com/chapter/10.1007/978-3-319-23237-9_12","Chapter"
"A Programming Framework for Implementing Fault-Tolerant Mechanism in IoT Applications","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27137-8_56","Yung-Li HuYuo-Yu ChoWei-Bing SuDavid S.L. WeiYennun HuangJiann-Liang ChenIng-Yi ChenSy-Yen Kuo","2015","http://link.springer.com/chapter/10.1007/978-3-319-27137-8_56","Chapter"
"Adaptive Beaconless Opportunistic Routing for Multimedia Distribution","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-22572-2_9","Larissa PimentelDenis RosárioMarcos SeruffoZhongliang ZhaoTorsten Braun","2015","http://link.springer.com/chapter/10.1007/978-3-319-22572-2_9","Chapter"
"Distortion Avoidance While Streaming Public Safety Video in Smart Cities","Multiple Access Communications","","","","10.1007/978-3-319-23440-3_7","Evgeny KhorovAndrey GushchinAlexander Safonov","2015","http://link.springer.com/chapter/10.1007/978-3-319-23440-3_7","Chapter"
"Multi-Agent Based Flexible Deployment of Context Management in Ambient Intelligence Applications","Advances in Practical Applications of Agents, Multi-Agent Systems, and Sustainability: The PAAMS Collection","","","","10.1007/978-3-319-18944-4_19","Alexandru SoriciGauthier PicardOlivier BoissierAdina Florea","2015","http://link.springer.com/chapter/10.1007/978-3-319-18944-4_19","Chapter"
"SDL - The IoT Language","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_3","Edel SherrattIleana OberEmmanuel GaudinPau Fonseca i CasasFinn Kristoffersen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_3","Chapter"
"Machine Learning Methods in Statistical Model Checking and System Design – Tutorial","Runtime Verification","","","","10.1007/978-3-319-23820-3_23","Luca BortolussiDimitrios MiliosGuido Sanguinetti","2015","http://link.springer.com/chapter/10.1007/978-3-319-23820-3_23","Chapter"
"Opening the Ecosystem Flood Gates: Architecture Challenges of Opening Interfaces Within a Product Portfolio","Software Architecture","","","","10.1007/978-3-319-23727-5_10","Slinger Jansen","2015","http://link.springer.com/chapter/10.1007/978-3-319-23727-5_10","Chapter"
"A Model-Based Framework for SLA Management and Dynamic Reconfiguration","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_2","Mahin AbbasipourFerhat KhendekMaria Toeroe","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_2","Chapter"
"Evolving Mashup Interfaces Using a Distributed Machine Learning and Model Transformation Methodology","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_43","Antonio Jesus Fernandez-GarciaLuis IribarneAntonio CorralJames Z. Wang","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_43","Chapter"
"An Open-Source Cloud Architecture for Big Stream IoT Applications","Interoperability and Open-Source Solutions for the Internet of Things","","","","10.1007/978-3-319-16546-2_7","Laura BelliSimone CiraniLuca DavoliLorenzo MelegariMàrius MóntonMarco Picone","2015","http://link.springer.com/chapter/10.1007/978-3-319-16546-2_7","Chapter"
"Innovations in Promoting Sustainable Development: The Local Implementation Plan Designed by the Province of Potenza","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21407-8_54","Francesco ScorzaAlessandro Attolico","2015","http://link.springer.com/chapter/10.1007/978-3-319-21407-8_54","Chapter"
